PCON24CD,PCON24NM,MP,Gender,ID,TheyWorkForYou ID,TheyWorkForYou URI,Start date,Party,Party name,Party bg,Party fg,Thumbnail
E14001171,Christchurch,Sir Christopher Chope,M,242,10103,https://www.theyworkforyou.com/mp/10103/christopher_chope/christchurch,1997-05-01T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/242/Thumbnail
E14001172,Cities of London and Westminster,Rachel Blake,F,5257,26546,https://www.theyworkforyou.com/mp/26546/rachel_blake/cities_of_london_and_westminster,2024-07-04T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5257/Thumbnail
E14001173,City of Durham,Mary Kelly Foy,F,4753,25833,https://www.theyworkforyou.com/mp/25833/mary_foy/city_of_durham,2019-12-12T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4753/Thumbnail
E14001174,Clacton,Nigel Farage,M,5091,26352,https://www.theyworkforyou.com/mp/26352/nigel_farage/clacton,2024-07-04T00:00:00,RUK,Reform UK,#12b6cf,#ffffff,https://members-api.parliament.uk/api/Members/5091/Thumbnail
E14001175,Clapham and Brixton Hill,Bell Ribeiro-Addy,F,4764,25856,https://www.theyworkforyou.com/mp/25856/bell_ribeiro-addy/clapham_and_brixton_hill,2019-12-12T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4764/Thumbnail
E14001176,Colchester,Pam Cox,F,5042,26324,https://www.theyworkforyou.com/mp/26324/pam_cox/colchester,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5042/Thumbnail
E14001177,Colne Valley,Paul Davies,M,5317,26537,https://www.theyworkforyou.com/mp/26537/paul_davies/colne_valley,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5317/Thumbnail
E14001178,Congleton,Sarah Russell,F,5324,26571,https://www.theyworkforyou.com/mp/26571/sarah_russell/congleton,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5324/Thumbnail
E14001179,Corby and East Northamptonshire,Lee Barron,M,5315,26554,https://www.theyworkforyou.com/mp/26554/lee_barron/corby_and_east_northamptonshire,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5315/Thumbnail
E14001180,Coventry East,Mary Creagh,F,1579,11898,https://www.theyworkforyou.com/mp/11898/mary_creagh/coventry_east,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/1579/Thumbnail
E14001181,Coventry North West,Taiwo Owatemi,F,4779,25915,https://www.theyworkforyou.com/mp/25915/taiwo_owatemi/coventry_north_west,2019-12-12T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4779/Thumbnail
E14001182,Coventry South,Zarah Sultana,F,4786,25909,https://www.theyworkforyou.com/mp/25909/zarah_sultana/coventry_south,2019-12-12T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/4786/Thumbnail
E14001183,Cramlington and Killingworth,Emma Foody,F,5029,26311,https://www.theyworkforyou.com/mp/26311/emma_foody/cramlington_and_killingworth,2024-07-04T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5029/Thumbnail
E14001184,Crawley,Peter Lamb,M,5345,26612,https://www.theyworkforyou.com/mp/26612/peter_lamb/crawley,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5345/Thumbnail
E14001185,Crewe and Nantwich,Connor Naismith,M,5273,26506,https://www.theyworkforyou.com/mp/26506/connor_naismith/crewe_and_nantwich,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5273/Thumbnail
E14001186,Croydon East,Natasha Irons,F,5119,26404,https://www.theyworkforyou.com/mp/26404/natasha_irons/croydon_east,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5119/Thumbnail
E14001187,Croydon South,Chris Philp,M,4503,25377,https://www.theyworkforyou.com/mp/25377/chris_philp/croydon_south,2015-05-07T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4503/Thumbnail
E14001188,Croydon West,Sarah Jones,F,4631,25673,https://www.theyworkforyou.com/mp/25673/sarah_jones/croydon_west,2017-06-08T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4631/Thumbnail
E14001189,Dagenham and Rainham,Margaret Mullane,F,5272,26495,https://www.theyworkforyou.com/mp/26495/margaret_mullane/dagenham_and_rainham,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5272/Thumbnail
E14001190,Darlington,Lola McEvoy,F,5037,26315,https://www.theyworkforyou.com/mp/26315/lola_mcevoy/darlington,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5037/Thumbnail
E14001191,Dartford,Jim Dickson,M,5223,26547,https://www.theyworkforyou.com/mp/26547/jim_dickson/dartford,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5223/Thumbnail
E14001192,Daventry,Stuart Andrew,M,4032,24864,https://www.theyworkforyou.com/mp/24864/stuart_andrew/daventry,2010-05-06T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4032/Thumbnail
E14001193,Derby North,Catherine Atkinson,F,5143,26405,https://www.theyworkforyou.com/mp/26405/catherine_atkinson/derby_north,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5143/Thumbnail
E14001194,Derby South,Baggy Shanker,M,5176,26489,https://www.theyworkforyou.com/mp/26489/baggy_shanker/derby_south,2024-07-04T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5176/Thumbnail
E14001195,Derbyshire Dales,John Whitby,M,5342,26613,https://www.theyworkforyou.com/mp/26613/john_whitby/derbyshire_dales,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5342/Thumbnail
E14001196,Dewsbury and Batley,Iqbal Mohamed,M,5268,26620,https://www.theyworkforyou.com/mp/26620/iqbal_mohamed/dewsbury_and_batley,2024-07-04T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/5268/Thumbnail
E14001197,Didcot and Wantage,Olly Glover,M,5318,26572,https://www.theyworkforyou.com/mp/26572/olly_glover/didcot_and_wantage,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5318/Thumbnail
E14001198,Doncaster Central,Sally Jameson,F,5178,26406,https://www.theyworkforyou.com/mp/26406/sally_jameson/doncaster_central,2024-07-04T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5178/Thumbnail
E14001199,Doncaster East and the Isle of Axholme,Lee Pitcher,M,5233,26464,https://www.theyworkforyou.com/mp/26464/lee_pitcher/doncaster_east_and_the_isle_of_axholme,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5233/Thumbnail
E14001200,Doncaster North,Ed Miliband,M,1510,11545,https://www.theyworkforyou.com/mp/11545/ed_miliband/doncaster_north,2005-05-05T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/1510/Thumbnail
E14001201,Dorking and Horley,Chris Coghlan,M,5198,26445,https://www.theyworkforyou.com/mp/26445/chris_coghlan/dorking_and_horley,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5198/Thumbnail
E14001202,Dover and Deal,Mike Tapp,M,5266,26605,https://www.theyworkforyou.com/mp/26605/mike_tapp/dover_and_deal,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5266/Thumbnail
E14001203,Droitwich and Evesham,Nigel Huddleston,M,4407,25381,https://www.theyworkforyou.com/mp/25381/nigel_huddleston/droitwich_and_evesham,2015-05-07T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4407/Thumbnail
E14001204,Dudley,Sonia Kumar,F,5274,26590,https://www.theyworkforyou.com/mp/26590/sonia_kumar/dudley,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5274/Thumbnail
E14001205,Dulwich and West Norwood,Helen Hayes,F,4510,25310,https://www.theyworkforyou.com/mp/25310/helen_hayes/dulwich_and_west_norwood,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4510/Thumbnail
E14001206,Dunstable and Leighton Buzzard,Alex Mayer,F,5141,26395,https://www.theyworkforyou.com/mp/26395/alex_mayer/dunstable_and_leighton_buzzard,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5141/Thumbnail
E14001207,Ealing Central and Acton,Dr Rupa Huq,F,4511,25284,https://www.theyworkforyou.com/mp/25284/rupa_huq/ealing_central_and_acton,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4511/Thumbnail
E14001208,Ealing North,James Murray,M,4797,25801,https://www.theyworkforyou.com/mp/25801/james_murray/ealing_north,2019-12-12T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4797/Thumbnail
E14001209,Ealing Southall,Deirdre Costigan,F,5075,26384,https://www.theyworkforyou.com/mp/26384/deirdre_costigan/ealing_southall,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5075/Thumbnail
E14001210,Earley and Woodley,Yuan Yang,F,5267,26600,https://www.theyworkforyou.com/mp/26600/yuan_yang/earley_and_woodley,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5267/Thumbnail
E14001211,Easington,Grahame Morris,M,3973,24715,https://www.theyworkforyou.com/mp/24715/grahame_morris/easington,2010-05-06T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/3973/Thumbnail
E14001212,East Grinstead and Uckfield,Mims Davies,F,4513,25330,https://www.theyworkforyou.com/mp/25330/mims_davies/east_grinstead_and_uckfield,2015-05-07T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4513/Thumbnail
E14001213,East Ham,Sir Stephen Timms,M,163,10596,https://www.theyworkforyou.com/mp/10596/stephen_timms/east_ham,1994-06-09T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/163/Thumbnail
E14001214,East Hampshire,Damian Hinds,M,3969,24782,https://www.theyworkforyou.com/mp/24782/damian_hinds/east_hampshire,2010-05-06T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/3969/Thumbnail
E14001215,East Surrey,Claire Coutinho,F,4806,25890,https://www.theyworkforyou.com/mp/25890/claire_coutinho/east_surrey,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4806/Thumbnail
E14001216,East Thanet,Ms Polly Billington,F,5123,26360,https://www.theyworkforyou.com/mp/26360/polly_billington/east_thanet,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5123/Thumbnail
E14001217,East Wiltshire,Danny Kruger,M,4858,25913,https://www.theyworkforyou.com/mp/25913/danny_kruger/east_wiltshire,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4858/Thumbnail
E14001218,East Worthing and Shoreham,Tom Rutland,M,5222,26467,https://www.theyworkforyou.com/mp/26467/tom_rutland/east_worthing_and_shoreham,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5222/Thumbnail
E14001219,Eastbourne,Josh Babarinde,M,5086,26353,https://www.theyworkforyou.com/mp/26353/josh_babarinde/eastbourne,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5086/Thumbnail
E14001220,Eastleigh,Liz Jarvis,F,5040,26325,https://www.theyworkforyou.com/mp/26325/liz_jarvis/eastleigh,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5040/Thumbnail
E14001221,Edmonton and Winchmore Hill,Kate Osamor,F,4515,25365,https://www.theyworkforyou.com/mp/25365/kate_osamor/edmonton_and_winchmore_hill,2015-05-07T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4515/Thumbnail
E14001222,Ellesmere Port and Bromborough,Justin Madders,M,4418,25378,https://www.theyworkforyou.com/mp/25378/justin_madders/ellesmere_port_and_bromborough,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4418/Thumbnail
E14001223,Eltham and Chislehurst,Clive Efford,M,165,10185,https://www.theyworkforyou.com/mp/10185/clive_efford/eltham_and_chislehurst,1997-05-01T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/165/Thumbnail
E14001224,Ely and East Cambridgeshire,Charlotte Cane,F,5182,26425,https://www.theyworkforyou.com/mp/26425/charlotte_cane/ely_and_east_cambridgeshire,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5182/Thumbnail
E14001225,Enfield North,Feryal Clark,F,4822,25896,https://www.theyworkforyou.com/mp/25896/feryal_clark/enfield_north,2019-12-12T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4822/Thumbnail
E14001226,Epping Forest,Dr Neil Hudson,M,4853,25875,https://www.theyworkforyou.com/mp/25875/neil_hudson/epping_forest,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4853/Thumbnail
E14001227,Epsom and Ewell,Helen Maguire,F,5336,26627,https://www.theyworkforyou.com/mp/26627/helen_maguire/epsom_and_ewell,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5336/Thumbnail
E14001228,Erewash,Adam Thompson,M,5044,26326,https://www.theyworkforyou.com/mp/26326/adam_thompson/erewash,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5044/Thumbnail
E14001229,Erith and Thamesmead,Ms Abena Oppong-Asare,F,4820,25846,https://www.theyworkforyou.com/mp/25846/abena_oppong-asare/erith_and_thamesmead,2019-12-12T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4820/Thumbnail
E14001230,Esher and Walton,Monica Harding,F,5299,26516,https://www.theyworkforyou.com/mp/26516/monica_harding/esher_and_walton,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5299/Thumbnail
E14001231,Exeter,Steve Race,M,5064,26345,https://www.theyworkforyou.com/mp/26345/steve_race/exeter,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5064/Thumbnail
E14001232,Exmouth and Exeter East,David Reed,M,5347,26628,https://www.theyworkforyou.com/mp/26628/david_reed/exmouth_and_exeter_east,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5347/Thumbnail
E14001233,Fareham and Waterlooville,Suella Braverman,F,4475,25272,https://www.theyworkforyou.com/mp/25272/suella_braverman/fareham_and_waterlooville,2015-05-07T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4475/Thumbnail
E14001234,Farnham and Bordon,Gregory Stafford,M,5351,26626,https://www.theyworkforyou.com/mp/26626/gregory_stafford/farnham_and_bordon,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5351/Thumbnail
E14001235,Faversham and Mid Kent,Helen Whately,F,4527,25398,https://www.theyworkforyou.com/mp/25398/helen_whately/faversham_and_mid_kent,2015-05-07T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4527/Thumbnail
E14001236,Feltham and Heston,Seema Malhotra,F,4253,25150,https://www.theyworkforyou.com/mp/25150/seema_malhotra/feltham_and_heston,2011-12-15T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4253/Thumbnail
E14001237,Filton and Bradley Stoke,Claire Hazelgrove,F,5306,26496,https://www.theyworkforyou.com/mp/26496/claire_hazelgrove/filton_and_bradley_stoke,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5306/Thumbnail
E14001238,Finchley and Golders Green,Sarah Sackman,F,5204,26438,https://www.theyworkforyou.com/mp/26438/sarah_sackman/finchley_and_golders_green,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5204/Thumbnail
E14001239,Folkestone and Hythe,Tony Vaughan,M,5067,26346,https://www.theyworkforyou.com/mp/26346/tony_vaughan/folkestone_and_hythe,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5067/Thumbnail
E14001240,Forest of Dean,Matt Bishop,M,5323,26574,https://www.theyworkforyou.com/mp/26574/matt_bishop/forest_of_dean,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5323/Thumbnail
E14001241,Frome and East Somerset,Anna Sabine,F,5286,26497,https://www.theyworkforyou.com/mp/26497/anna_sabine/frome_and_east_somerset,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5286/Thumbnail
E14001242,Fylde,Mr Andrew Snowden,M,5072,26347,https://www.theyworkforyou.com/mp/26347/andrew_snowden/fylde,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5072/Thumbnail
E14001243,Gainsborough,Sir Edward Leigh,M,345,10352,https://www.theyworkforyou.com/mp/10352/edward_leigh/gainsborough,1983-06-09T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/345/Thumbnail
E14001244,Gateshead Central and Whickham,Mark Ferguson,M,5031,26310,https://www.theyworkforyou.com/mp/26310/mark_ferguson/gateshead_central_and_whickham,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5031/Thumbnail
E14001245,Gedling,Michael Payne,M,5146,26408,https://www.theyworkforyou.com/mp/26408/michael_payne/gedling,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5146/Thumbnail
E14001246,Gillingham and Rainham,Naushabah Khan,F,5215,26562,https://www.theyworkforyou.com/mp/26562/naushabah_khan/gillingham_and_rainham,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5215/Thumbnail
E14001247,Glastonbury and Somerton,Sarah Dyke,F,4995,26270,https://www.theyworkforyou.com/mp/26270/sarah_dyke/glastonbury_and_somerton,2023-07-20T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/4995/Thumbnail
E14001248,Gloucester,Alex McIntyre,M,5349,26434,https://www.theyworkforyou.com/mp/26434/alex_mcintyre/gloucester,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5349/Thumbnail
E14001249,Godalming and Ash,Sir Jeremy Hunt,M,1572,11859,https://www.theyworkforyou.com/mp/11859/jeremy_hunt/godalming_and_ash,2005-05-05T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/1572/Thumbnail
E14001250,Goole and Pocklington,David Davis,M,373,10162,https://www.theyworkforyou.com/mp/10162/david_davis/goole_and_pocklington,2008-07-10T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/373/Thumbnail
E14001251,Gorton and Denton,Andrew Gwynne,M,1506,11531,https://www.theyworkforyou.com/mp/11531/andrew_gwynne/gorton_and_denton,2005-05-05T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/1506/Thumbnail
E14001252,Gosport,Dame Caroline Dinenage,F,4008,24873,https://www.theyworkforyou.com/mp/24873/caroline_dinenage/gosport,2010-05-06T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4008/Thumbnail
E14001253,Grantham and Bourne,Gareth Davies,M,4850,25858,https://www.theyworkforyou.com/mp/25858/gareth_davies/grantham_and_bourne,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4850/Thumbnail
E14001254,Gravesham,Dr Lauren Sullivan,F,5269,26435,https://www.theyworkforyou.com/mp/26435/lauren_sullivan/gravesham,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5269/Thumbnail
E14001255,Great Grimsby and Cleethorpes,Melanie Onn,F,4464,25317,https://www.theyworkforyou.com/mp/25317/melanie_onn/great_grimsby_and_cleethorpes,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4464/Thumbnail
E14001256,Great Yarmouth,Rupert Lowe,M,5158,26361,https://www.theyworkforyou.com/mp/26361/rupert_lowe/great_yarmouth,2024-07-04T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/5158/Thumbnail
E14001257,Greenwich and Woolwich,Matthew Pennycook,M,4520,25379,https://www.theyworkforyou.com/mp/25379/matthew_pennycook/greenwich_and_woolwich,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4520/Thumbnail
E14001258,Guildford,Zöe Franklin,F,5313,26555,https://www.theyworkforyou.com/mp/26555/zoe_franklin/guildford,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5313/Thumbnail
E14001259,Hackney North and Stoke Newington,Ms Diane Abbott,F,172,10001,https://www.theyworkforyou.com/mp/10001/diane_abbott/hackney_north_and_stoke_newington,1987-06-11T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/172/Thumbnail
E14001260,Hackney South and Shoreditch,Dame Meg Hillier,F,1524,11605,https://www.theyworkforyou.com/mp/11605/meg_hillier/hackney_south_and_shoreditch,2005-05-05T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/1524/Thumbnail
E14001261,Halesowen,Alex Ballinger,M,5238,26580,https://www.theyworkforyou.com/mp/26580/alex_ballinger/halesowen,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5238/Thumbnail
E14001262,Halifax,Kate Dearden,F,5224,26548,https://www.theyworkforyou.com/mp/26548/kate_dearden/halifax,2024-07-04T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5224/Thumbnail
E14001263,Hamble Valley,Paul Holmes,M,4803,25808,https://www.theyworkforyou.com/mp/25808/paul_holmes/hamble_valley,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4803/Thumbnail
E14001264,Hammersmith and Chiswick,Andy Slaughter,M,1516,11559,https://www.theyworkforyou.com/mp/11559/andrew_slaughter/hammersmith_and_chiswick,2005-05-05T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/1516/Thumbnail
E14001265,Hampstead and Highgate,Tulip Siddiq,F,4518,25344,https://www.theyworkforyou.com/mp/25344/tulip_siddiq/hampstead_and_highgate,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4518/Thumbnail
E14001266,"Harborough, Oadby and Wigston",Neil O'Brien,M,4679,25679,https://www.theyworkforyou.com/mp/25679/neil_o%27brien/harborough%2C_oadby_and_wigston,2017-06-08T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4679/Thumbnail
E14001267,Harlow,Chris Vince,M,5237,26350,https://www.theyworkforyou.com/mp/26350/christopher_vince/harlow,2024-07-04T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5237/Thumbnail
E14001268,Harpenden and Berkhamsted,Victoria Collins,F,5201,26539,https://www.theyworkforyou.com/mp/26539/victoria_collins/harpenden_and_berkhamsted,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5201/Thumbnail
E14001269,Harrogate and Knaresborough,Tom Gordon,M,5032,26312,https://www.theyworkforyou.com/mp/26312/tom_gordon/harrogate_and_knaresborough,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5032/Thumbnail
E14001270,Harrow East,Bob Blackman,M,4005,24945,https://www.theyworkforyou.com/mp/24945/bob_blackman/harrow_east,2010-05-06T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4005/Thumbnail
E14001271,Harrow West,Gareth Thomas,M,177,10594,https://www.theyworkforyou.com/mp/10594/gareth_thomas/harrow_west,1997-05-01T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/177/Thumbnail
E14001272,Hartlepool,Mr Jonathan Brash,M,5045,26339,https://www.theyworkforyou.com/mp/26339/jonathan_brash/hartlepool,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5045/Thumbnail
E14001273,Harwich and North Essex,Sir Bernard Jenkin,M,40,10312,https://www.theyworkforyou.com/mp/10312/bernard_jenkin/harwich_and_north_essex,1992-04-09T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/40/Thumbnail
E14001274,Hastings and Rye,Helena Dollimore,F,5192,26507,https://www.theyworkforyou.com/mp/26507/helena_dollimore/hastings_and_rye,2024-07-04T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5192/Thumbnail
E14001275,Havant,Alan Mak,M,4484,25285,https://www.theyworkforyou.com/mp/25285/alan_mak/havant,2015-05-07T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4484/Thumbnail
E14001276,Hayes and Harlington,John McDonnell,M,178,10383,https://www.theyworkforyou.com/mp/10383/john_martin_mcdonnell/hayes_and_harlington,1997-05-01T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/178/Thumbnail
E14001277,Hazel Grove,Lisa Smart,F,5070,26556,https://www.theyworkforyou.com/mp/26556/lisa_smart/hazel_grove,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5070/Thumbnail
E14001278,Hemel Hempstead,David Taylor,M,5348,26576,https://www.theyworkforyou.com/mp/26576/david_taylor/hemel_hempstead,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5348/Thumbnail
