PCON24CD,PCON24NM,MP,Gender,ID,TheyWorkForYou ID,TheyWorkForYou URI,Start date,Party,Party name,Party bg,Party fg,Thumbnail
E14001073,Barking,Nesil Caliskan,F,5180,26474,https://www.theyworkforyou.com/mp/26474/nesil_caliskan/barking,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5180/Thumbnail
E14001074,Barnsley North,Dan Jarvis,M,4243,25067,https://www.theyworkforyou.com/mp/25067/dan_jarvis/barnsley_north,2011-03-03T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4243/Thumbnail
E14001075,Barnsley South,Stephanie Peacock,F,4607,25617,https://www.theyworkforyou.com/mp/25617/stephanie_peacock/barnsley_south,2017-06-08T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4607/Thumbnail
E14001076,Barrow and Furness,Michelle Scrogham,F,5049,26322,https://www.theyworkforyou.com/mp/26322/michelle_scrogham/barrow_and_furness,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5049/Thumbnail
E14001077,Basildon and Billericay,Mr Richard Holden,M,4813,25893,https://www.theyworkforyou.com/mp/25893/richard_holden/basildon_and_billericay,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4813/Thumbnail
E14001078,Basingstoke,Luke Murphy,M,5248,26488,https://www.theyworkforyou.com/mp/26488/luke_murphy/basingstoke,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5248/Thumbnail
E14001079,Bassetlaw,Jo White,F,5105,26358,https://www.theyworkforyou.com/mp/26358/jo_white/bassetlaw,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5105/Thumbnail
E14001080,Bath,Wera Hobhouse,F,4602,25648,https://www.theyworkforyou.com/mp/25648/wera_hobhouse/bath,2017-06-08T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/4602/Thumbnail
E14001081,Battersea,Marsha De Cordova,F,4676,25620,https://www.theyworkforyou.com/mp/25620/marsha_de_cordova/battersea,2017-06-08T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4676/Thumbnail
E14001082,Beaconsfield,Joy Morrissey,F,4759,25878,https://www.theyworkforyou.com/mp/25878/joy_morrissey/beaconsfield,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4759/Thumbnail
E14001083,Beckenham and Penge,Liam Conlon,M,5132,26401,https://www.theyworkforyou.com/mp/26401/liam_conlon/beckenham_and_penge,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5132/Thumbnail
E14001084,Bedford,Mohammad Yasin,M,4598,25649,https://www.theyworkforyou.com/mp/25649/mohammad_yasin/bedford,2017-06-08T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4598/Thumbnail
E14001085,Bermondsey and Old Southwark,Neil Coyle,M,4368,25326,https://www.theyworkforyou.com/mp/25326/neil_coyle/bermondsey_and_old_southwark,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4368/Thumbnail
E14001086,Bethnal Green and Stepney,Rushanara Ali,F,4138,24958,https://www.theyworkforyou.com/mp/24958/rushanara_ali/bethnal_green_and_stepney,2010-05-06T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4138/Thumbnail
E14001087,Beverley and Holderness,Graham Stuart,M,1482,11406,https://www.theyworkforyou.com/mp/11406/graham_stuart/beverley_and_holderness,2005-05-05T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/1482/Thumbnail
E14001088,Bexhill and Battle,Dr Kieran Mullan,M,4860,25883,https://www.theyworkforyou.com/mp/25883/kieran_mullan/bexhill_and_battle,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4860/Thumbnail
E14001089,Bexleyheath and Crayford,Daniel Francis,M,5184,26493,https://www.theyworkforyou.com/mp/26493/daniel_francis/bexleyheath_and_crayford,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5184/Thumbnail
E14001090,Bicester and Woodstock,Calum Miller,M,5346,26617,https://www.theyworkforyou.com/mp/26617/calum_miller/bicester_and_woodstock,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5346/Thumbnail
E14001091,Birkenhead,Alison McGovern,F,4083,24897,https://www.theyworkforyou.com/mp/24897/alison_mcgovern/birkenhead,2010-05-06T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4083/Thumbnail
E14001092,Birmingham Edgbaston,Preet Kaur Gill,F,4603,25666,https://www.theyworkforyou.com/mp/25666/preet_kaur_gill/birmingham_edgbaston,2017-06-08T00:00:00,Lab,Labour (Co-op),#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4603/Thumbnail
E14001093,Birmingham Erdington,Paulette Hamilton,F,4938,26061,https://www.theyworkforyou.com/mp/26061/paulette_hamilton/birmingham_erdington,2022-03-03T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4938/Thumbnail
E14001094,Birmingham Hall Green and Moseley,Tahir Ali,M,4747,25888,https://www.theyworkforyou.com/mp/25888/tahir_ali/birmingham_hall_green_and_moseley,2019-12-12T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4747/Thumbnail
E14001095,Birmingham Hodge Hill and Solihull North,Liam Byrne,M,1171,11360,https://www.theyworkforyou.com/mp/11360/liam_byrne/birmingham_hodge_hill_and_solihull_north,2004-07-15T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/1171/Thumbnail
E14001096,Birmingham Ladywood,Shabana Mahmood,F,3914,24788,https://www.theyworkforyou.com/mp/24788/shabana_mahmood/birmingham_ladywood,2010-05-06T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/3914/Thumbnail
E14001097,Birmingham Northfield,Laurence Turner,M,5234,26517,https://www.theyworkforyou.com/mp/26517/laurence_turner/birmingham_northfield,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5234/Thumbnail
E14001098,Birmingham Perry Barr,Ayoub Khan,M,5357,26631,https://www.theyworkforyou.com/mp/26631/ayoub_khan/birmingham_perry_barr,2024-07-04T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/5357/Thumbnail
E14001099,Birmingham Selly Oak,Al Carns,M,5235,26599,https://www.theyworkforyou.com/mp/26599/alistair_carns/birmingham_selly_oak,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5235/Thumbnail
E14001100,Birmingham Yardley,Jess Phillips,F,4370,25364,https://www.theyworkforyou.com/mp/25364/jess_phillips/birmingham_yardley,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4370/Thumbnail
E14001101,Bishop Auckland,Sam Rushworth,M,5108,26323,https://www.theyworkforyou.com/mp/26323/sam_rushworth/bishop_auckland,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5108/Thumbnail
E14001102,Blackburn,Mr Adnan Hussain,M,5231,26595,https://www.theyworkforyou.com/mp/26595/adnan_hussain/blackburn,2024-07-04T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/5231/Thumbnail
E14001103,Blackley and Middleton South,Graham Stringer,M,449,10576,https://www.theyworkforyou.com/mp/10576/graham_stringer/blackley_and_middleton_south,1997-05-01T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/449/Thumbnail
E14001104,Blackpool North and Fleetwood,Lorraine Beavers,F,5232,26475,https://www.theyworkforyou.com/mp/26475/lorraine_beavers/blackpool_north_and_fleetwood,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5232/Thumbnail
E14001105,Blackpool South,Chris Webb,M,5025,26305,https://www.theyworkforyou.com/mp/26305/chris_webb/blackpool_south,2024-05-02T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5025/Thumbnail
E14001106,Blaydon and Consett,Liz Twist,F,4618,25623,https://www.theyworkforyou.com/mp/25623/liz_twist/blaydon_and_consett,2017-06-08T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4618/Thumbnail
E14001107,Blyth and Ashington,Ian Lavery,M,4139,24963,https://www.theyworkforyou.com/mp/24963/ian_lavery/blyth_and_ashington,2010-05-06T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4139/Thumbnail
E14001108,Bognor Regis and Littlehampton,Alison Griffiths,F,5203,26536,https://www.theyworkforyou.com/mp/26536/alison_griffiths/bognor_regis_and_littlehampton,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5203/Thumbnail
E14001109,Bolsover,Natalie Fleet,F,5053,26343,https://www.theyworkforyou.com/mp/26343/natalie_fleet/bolsover,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5053/Thumbnail
E14001110,Bolton North East,Kirith Entwistle,F,5095,26378,https://www.theyworkforyou.com/mp/26378/kirith_entwistle/bolton_north_east,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5095/Thumbnail
E14001111,Bolton South and Walkden,Yasmin Qureshi,F,3924,24775,https://www.theyworkforyou.com/mp/24775/yasmin_qureshi/bolton_south_and_walkden,2010-05-06T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/3924/Thumbnail
E14001112,Bolton West,Phil Brickell,M,5128,26368,https://www.theyworkforyou.com/mp/26368/phil_brickell/bolton_west,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5128/Thumbnail
E14001113,Bootle,Peter Dowd,M,4397,25309,https://www.theyworkforyou.com/mp/25309/peter_dowd/bootle,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4397/Thumbnail
E14001114,Boston and Skegness,Richard Tice,M,5161,26399,https://www.theyworkforyou.com/mp/26399/richard_tice/boston_and_skegness,2024-07-04T00:00:00,RUK,Reform UK,#12b6cf,#ffffff,https://members-api.parliament.uk/api/Members/5161/Thumbnail
E14001115,Bournemouth East,Tom Hayes,M,5210,26566,https://www.theyworkforyou.com/mp/26566/tom_hayes/bournemouth_east,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5210/Thumbnail
E14001116,Bournemouth West,Jessica Toale,F,5202,26567,https://www.theyworkforyou.com/mp/26567/jessica_toale/bournemouth_west,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5202/Thumbnail
E14001117,Bracknell,Peter Swallow,M,5165,26369,https://www.theyworkforyou.com/mp/26369/peter_swallow/bracknell,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5165/Thumbnail
E14001118,Bradford East,Imran Hussain,M,4394,25375,https://www.theyworkforyou.com/mp/25375/imran_hussain/bradford_east,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4394/Thumbnail
E14001119,Bradford South,Judith Cummins,F,4391,25393,https://www.theyworkforyou.com/mp/25393/judith_cummins/bradford_south,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4391/Thumbnail
E14001120,Bradford West,Naz Shah,F,4409,25385,https://www.theyworkforyou.com/mp/25385/naseem_shah/bradford_west,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4409/Thumbnail
E14001121,Braintree,Sir James Cleverly,M,4366,25376,https://www.theyworkforyou.com/mp/25376/james_cleverly/braintree,2015-05-07T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4366/Thumbnail
E14001122,Brent East,Dawn Butler,F,1489,11447,https://www.theyworkforyou.com/mp/11447/dawn_butler/brent_east,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/1489/Thumbnail
E14001123,Brent West,Barry Gardiner,M,146,10220,https://www.theyworkforyou.com/mp/10220/barry_gardiner/brent_west,1997-05-01T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/146/Thumbnail
E14001124,Brentford and Isleworth,Ruth Cadbury,F,4389,25343,https://www.theyworkforyou.com/mp/25343/ruth_cadbury/brentford_and_isleworth,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4389/Thumbnail
E14001125,Brentwood and Ongar,Alex Burghart,M,4613,25659,https://www.theyworkforyou.com/mp/25659/alex_burghart/brentwood_and_ongar,2017-06-08T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4613/Thumbnail
E14001126,Bridgwater,Sir Ashley Fox,M,5101,26370,https://www.theyworkforyou.com/mp/26370/ashley_fox/bridgwater,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5101/Thumbnail
E14001127,Bridlington and The Wolds,Charlie Dewhirst,M,5169,26461,https://www.theyworkforyou.com/mp/26461/charlie_dewhirst/bridlington_and_the_wolds,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5169/Thumbnail
E14001128,Brigg and Immingham,Martin Vickers,M,3957,24814,https://www.theyworkforyou.com/mp/24814/martin_vickers/brigg_and_immingham,2010-05-06T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/3957/Thumbnail
E14001129,Brighton Kemptown and Peacehaven,Chris Ward,M,5276,26519,https://www.theyworkforyou.com/mp/26519/chris_ward/brighton_kemptown_and_peacehaven,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5276/Thumbnail
E14001130,Brighton Pavilion,Siân Berry,F,5314,25752,https://www.theyworkforyou.com/mp/25752/si%C3%A2n_berry/brighton_pavilion,2024-07-04T00:00:00,Green,Green Party,#78b82a,#FFFFFF,https://members-api.parliament.uk/api/Members/5314/Thumbnail
E14001131,Bristol Central,Carla Denyer,F,5102,26379,https://www.theyworkforyou.com/mp/26379/carla_denyer/bristol_central,2024-07-04T00:00:00,Green,Green Party,#78b82a,#FFFFFF,https://members-api.parliament.uk/api/Members/5102/Thumbnail
E14001132,Bristol East,Kerry McCarthy,F,1491,11455,https://www.theyworkforyou.com/mp/11455/kerry_mccarthy/bristol_east,2005-05-05T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/1491/Thumbnail
E14001133,Bristol North East,Damien Egan,M,5010,26287,https://www.theyworkforyou.com/mp/26287/damien_egan/bristol_north_east,2024-02-15T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5010/Thumbnail
E14001134,Bristol North West,Darren Jones,M,4621,25637,https://www.theyworkforyou.com/mp/25637/darren_jones/bristol_north_west,2017-06-08T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4621/Thumbnail
E14001135,Bristol South,Karin Smyth,F,4444,25390,https://www.theyworkforyou.com/mp/25390/karin_smyth/bristol_south,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4444/Thumbnail
E14001136,Broadland and Fakenham,Jerome Mayhew,M,4739,25904,https://www.theyworkforyou.com/mp/25904/jerome_mayhew/broadland_and_fakenham,2019-12-12T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/4739/Thumbnail
E14001137,Bromley and Biggin Hill,Peter Fortune,M,5209,26027,https://www.theyworkforyou.com/mp/26027/peter_fortune/bromley_and_biggin_hill,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5209/Thumbnail
E14001138,Bromsgrove,Bradley Thomas,M,5186,26561,https://www.theyworkforyou.com/mp/26561/bradley_thomas/bromsgrove,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5186/Thumbnail
E14001139,Broxbourne,Lewis Cocking,M,5050,26316,https://www.theyworkforyou.com/mp/26316/lewis_cocking/broxbourne,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5050/Thumbnail
E14001140,Broxtowe,Juliet Campbell,F,5058,26337,https://www.theyworkforyou.com/mp/26337/juliet_campbell/broxtowe,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5058/Thumbnail
E14001141,Buckingham and Bletchley,Callum Anderson,M,5193,26380,https://www.theyworkforyou.com/mp/26380/callum_anderson/buckingham_and_bletchley,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5193/Thumbnail
E14001142,Burnley,Oliver Ryan,M,5135,26381,https://www.theyworkforyou.com/mp/26381/oliver_ryan/burnley,2024-07-04T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/5135/Thumbnail
E14001143,Burton and Uttoxeter,Jacob Collier,M,5077,26382,https://www.theyworkforyou.com/mp/26382/jacob_collier/burton_and_uttoxeter,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5077/Thumbnail
E14001144,Bury North,Mr James Frith,M,4637,25622,https://www.theyworkforyou.com/mp/25622/james_frith/bury_north,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4637/Thumbnail
E14001145,Bury South,Christian Wakeford,M,4871,25874,https://www.theyworkforyou.com/mp/25874/christian_wakeford/bury_south,2019-12-12T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4871/Thumbnail
E14001146,Bury St Edmunds and Stowmarket,Peter Prinsley,M,5163,26383,https://www.theyworkforyou.com/mp/26383/peter_prinsley/bury_st_edmunds_and_stowmarket,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5163/Thumbnail
E14001147,Calder Valley,Josh Fenton-Glynn,M,5295,26545,https://www.theyworkforyou.com/mp/26545/josh_fenton-glynn/calder_valley,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5295/Thumbnail
E14001148,Camborne and Redruth,Perran Moon,M,5208,26482,https://www.theyworkforyou.com/mp/26482/perran_moon/camborne_and_redruth,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5208/Thumbnail
E14001149,Cambridge,Daniel Zeichner,M,4382,25386,https://www.theyworkforyou.com/mp/25386/daniel_zeichner/cambridge,2015-05-07T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4382/Thumbnail
E14001150,Cannock Chase,Josh Newbury,M,5034,26317,https://www.theyworkforyou.com/mp/26317/josh_newbury/cannock_chase,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5034/Thumbnail
E14001151,Canterbury,Rosie Duffield,F,4616,25656,https://www.theyworkforyou.com/mp/25656/rosie_duffield/canterbury,2017-06-08T00:00:00,Ind,Independent,#909090,#FFFFFF,https://members-api.parliament.uk/api/Members/4616/Thumbnail
E14001152,Carlisle,Ms Julie Minns,F,5094,26403,https://www.theyworkforyou.com/mp/26403/julie_minns/carlisle,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5094/Thumbnail
E14001153,Carshalton and Wallington,Bobby Dean,M,5083,26371,https://www.theyworkforyou.com/mp/26371/bobby_dean/carshalton_and_wallington,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5083/Thumbnail
E14001154,Castle Point,Rebecca Harris,F,3948,24731,https://www.theyworkforyou.com/mp/24731/rebecca_harris/castle_point,2010-05-06T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/3948/Thumbnail
E14001155,Central Devon,Sir Mel Stride,M,3935,24914,https://www.theyworkforyou.com/mp/24914/mel_stride/central_devon,2010-05-06T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/3935/Thumbnail
E14001156,Central Suffolk and North Ipswich,Patrick Spencer,M,5303,26579,https://www.theyworkforyou.com/mp/26579/patrick_spencer/central_suffolk_and_north_ipswich,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5303/Thumbnail
E14001157,Chatham and Aylesford,Tristan Osborne,M,5220,26589,https://www.theyworkforyou.com/mp/26589/tristan_osborne/chatham_and_aylesford,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5220/Thumbnail
E14001158,Cheadle,Tom Morrison,M,5090,26400,https://www.theyworkforyou.com/mp/26400/tom_morrison/cheadle,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5090/Thumbnail
E14001159,Chelmsford,Marie Goldman,F,5073,26338,https://www.theyworkforyou.com/mp/26338/marie_goldman/chelmsford,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5073/Thumbnail
E14001160,Chelsea and Fulham,Ben Coleman,M,5344,26602,https://www.theyworkforyou.com/mp/26602/ben_coleman/chelsea_and_fulham,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5344/Thumbnail
E14001161,Cheltenham,Max Wilkinson,M,5055,26344,https://www.theyworkforyou.com/mp/26344/max_wilkinson/cheltenham,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5055/Thumbnail
E14001162,Chesham and Amersham,Sarah Green,F,4918,26034,https://www.theyworkforyou.com/mp/26034/sarah_green/chesham_and_amersham,2021-06-17T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/4918/Thumbnail
E14001163,Chester North and Neston,Samantha Dixon,F,4976,26118,https://www.theyworkforyou.com/mp/26118/samantha_dixon/chester_north_and_neston,2022-12-01T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/4976/Thumbnail
E14001164,Chester South and Eddisbury,Aphra Brandreth,F,5241,26553,https://www.theyworkforyou.com/mp/26553/aphra_brandreth/chester_south_and_eddisbury,2024-07-04T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/5241/Thumbnail
E14001165,Chesterfield,Mr Toby Perkins,M,3952,24845,https://www.theyworkforyou.com/mp/24845/toby_perkins/chesterfield,2010-05-06T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/3952/Thumbnail
E14001166,Chichester,Jess Brown-Fuller,F,5335,26372,https://www.theyworkforyou.com/mp/26372/jessica_brown-fuller/chichester,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5335/Thumbnail
E14001167,Chingford and Woodford Green,Sir Iain Duncan Smith,M,152,10180,https://www.theyworkforyou.com/mp/10180/iain_duncan_smith/chingford_and_woodford_green,1992-04-09T00:00:00,Con,Conservative,#0063ba,#ffffff,https://members-api.parliament.uk/api/Members/152/Thumbnail
E14001168,Chippenham,Sarah Gibson,F,5239,26585,https://www.theyworkforyou.com/mp/26585/sarah_gibson/chippenham,2024-07-04T00:00:00,LD,Liberal Democrat,#faa01a,#FFFFFF,https://members-api.parliament.uk/api/Members/5239/Thumbnail
E14001169,Chipping Barnet,Dan Tomlinson,M,5282,26502,https://www.theyworkforyou.com/mp/26502/dan_tomlinson/chipping_barnet,2024-07-04T00:00:00,Lab,Labour,#d50000,#ffffff,https://members-api.parliament.uk/api/Members/5282/Thumbnail
E14001170,Chorley,Sir Lindsay Hoyle,M,467,10295,https://www.theyworkforyou.com/mp/10295/lindsay_hoyle/chorley,1997-05-01T00:00:00,Spk,Speaker,#4d4d4d,#ffffff,https://members-api.parliament.uk/api/Members/467/Thumbnail
