PARL10,PARL25,overlap_area,original_area,percentage_overlap_area,percentage_overlap_pop,overlap_pop,original_pop,__index_level_0__
E14000659,UKPARL.2025.DFD,61796493.8,85874287.59,0.72,0.89,104923.63,118548.0,822
E14000659,UKPARL.2025.SEV,10913739.29,85874287.59,0.13,0.06,7682.37,118548.0,336
E14000659,UKPARL.2025.TON,13131545.82,85874287.59,0.15,0.05,5942.0,118548.0,385
E14000660,UKPARL.2025.DAV,699183064.32,748427820.43,0.93,0.91,93429.0,102632.65,1025
E14000660,UKPARL.2025.SNH,49136219.12,748427820.43,0.07,0.09,9203.66,102632.65,191
E14000661,UKPARL.2025.AUL,8442210.8,25675730.71,0.33,0.29,25089.4,86550.59,566
E14000661,UKPARL.2025.GAD,10777607.92,25675730.71,0.42,0.38,33181.0,86550.59,635
E14000661,UKPARL.2025.SPT,6448663.52,25675730.71,0.25,0.33,28280.18,86550.59,503
E14000662,UKPARL.2025.DEN,29484974.0,29508078.13,1.0,1.0,102132.0,102132.0,1164
E14000663,UKPARL.2025.DES,31199429.1,31221066.97,1.0,1.0,117075.0,117075.0,1170
E14000664,UKPARL.2025.DED,860349532.32,910854688.44,0.94,0.96,77565.0,81043.0,1045
E14000664,UKPARL.2025.MDE,50374743.8,910854688.44,0.06,0.04,3478.0,81043.0,153
E14000665,UKPARL.2025.CPM,21448022.05,1023452611.15,0.02,0.01,761.85,103055.41,47
E14000665,UKPARL.2025.EWT,786283374.69,1023452611.15,0.77,0.66,68414.56,103055.41,866
E14000665,UKPARL.2025.MKM,215673773.73,1023452611.15,0.21,0.33,33879.0,103055.41,454
E14000666,UKPARL.2025.DAB,42017232.84,126068117.68,0.33,0.57,64646.73,113702.77,569
E14000666,UKPARL.2025.ODB,70495245.64,126068117.68,0.56,0.26,29113.04,113702.77,705
E14000666,UKPARL.2025.SPV,13537153.37,126068117.68,0.11,0.18,19943.0,113702.77,296
E14000667,UKPARL.2025.DNC,62472461.44,250861598.23,0.25,0.08,7599.73,100967.19,500
E14000667,UKPARL.2025.DNE,156531497.79,250861598.23,0.62,0.64,64777.06,100967.19,752
E14000667,UKPARL.2025.RAC,31822974.09,250861598.23,0.13,0.28,28590.4,100967.19,335
E14000668,UKPARL.2025.DNC,49274107.16,60567306.24,0.81,0.97,107802.43,111423.0,896
E14000668,UKPARL.2025.DNN,11281403.1,60567306.24,0.19,0.03,3620.57,111423.0,431
E14000669,UKPARL.2025.DNE,27707278.73,256571941.05,0.11,0.05,5173.21,99499.81,297
E14000669,UKPARL.2025.DNN,228781138.23,256571941.05,0.89,0.95,94326.6,99499.81,975
E14000670,UKPARL.2025.DAD,214146702.47,214175724.45,1.0,1.0,103611.0,103611.0,1268
E14000671,UKPARL.2025.DUD,23058236.22,23073901.93,1.0,1.0,85434.43,85434.43,1171
E14000672,UKPARL.2025.DUD,5272087.14,25376644.08,0.21,0.17,14083.24,81999.11,448
E14000672,UKPARL.2025.KSS,10491787.67,25376644.08,0.41,0.44,36206.33,81999.11,631
E14000672,UKPARL.2025.SBR,9611402.34,25376644.08,0.38,0.39,31709.54,81999.11,606
E14000673,UKPARL.2025.DWN,13358926.4,14826351.38,0.9,0.85,98863.39,116038.0,984
E14000673,UKPARL.2025.LWW,1462389.05,14826351.38,0.1,0.15,17174.61,116038.0,279
E14000674,UKPARL.2025.ECA,16363484.1,17930216.68,0.91,0.89,109924.27,123565.43,999
E14000674,UKPARL.2025.ELS,1558646.73,17930216.68,0.09,0.11,13641.17,123565.43,255
E14000675,UKPARL.2025.ELN,22951553.5,23267123.85,0.99,0.98,117158.57,119651.0,1111
E14000675,UKPARL.2025.ELS,273893.83,23267123.85,0.01,0.02,2492.43,119651.0,8
E14000676,UKPARL.2025.ELS,14327345.17,14346692.7,1.0,1.0,98643.5,98698.88,1151
E14000677,UKPARL.2025.EAS,117558600.1,117575095.47,1.0,1.0,82398.0,82398.0,1267
E14000678,UKPARL.2025.EXM,210432685.77,333165663.06,0.63,0.74,79482.07,108061.87,759
E14000678,UKPARL.2025.HNS,121733946.56,333165663.06,0.37,0.25,27279.25,108061.87,593
E14000679,UKPARL.2025.EHM,9992567.65,18854185.49,0.53,0.8,131634.0,164500.0,691
E14000679,UKPARL.2025.WHB,8853738.89,18854185.49,0.47,0.2,32866.0,164500.0,663
E14000680,UKPARL.2025.EHA,387428288.9,463631655.63,0.84,0.66,66224.95,100329.1,911
E14000680,UKPARL.2025.FAB,76152168.1,463631655.63,0.16,0.34,34104.15,100329.1,399
E14000681,UKPARL.2025.DAH,11230799.2,259436621.03,0.04,0.23,25770.0,113948.56,128
E14000681,UKPARL.2025.ESU,248149007.96,259436621.03,0.96,0.77,88178.56,113948.56,1061
E14000682,UKPARL.2025.EWS,55432322.59,55445225.14,1.0,1.0,100058.0,100058.0,1245
E14000683,UKPARL.2025.BRD,880934632.16,1052748816.35,0.84,0.8,82006.81,103003.0,912
E14000683,UKPARL.2025.GAP,171659773.2,1052748816.35,0.16,0.2,20996.19,103003.0,397
E14000684,UKPARL.2025.EBN,44168494.28,54952151.37,0.8,0.93,103745.0,111277.0,892
E14000684,UKPARL.2025.LWS,10781421.62,54952151.37,0.2,0.07,7532.0,111277.0,439
E14000685,UKPARL.2025.ESL,41463994.1,72544793.28,0.57,0.58,64971.85,112043.0,714
E14000685,UKPARL.2025.HBV,31066699.8,72544793.28,0.43,0.42,47071.15,112043.0,643
E14000686,UKPARL.2025.CHS,611293060.01,712451129.34,0.86,0.54,50226.15,92293.0,937
E14000686,UKPARL.2025.CNG,8440629.67,712451129.34,0.01,0.0,446.84,92293.0,9
E14000686,UKPARL.2025.MCH,58102889.8,712451129.34,0.08,0.41,37918.9,92293.0,235
E14000686,UKPARL.2025.RAH,30701152.42,712451129.34,0.04,0.03,3006.02,92293.0,126
E14000687,UKPARL.2025.ENF,3734358.15,19745136.3,0.19,0.14,17219.54,120514.0,434
E14000687,UKPARL.2025.EWH,15656308.28,19745136.3,0.79,0.84,100896.52,120514.0,884
E14000687,UKPARL.2025.SWG,343893.43,19745136.3,0.02,0.02,2397.94,120514.0,35
E14000688,UKPARL.2025.CHN,50457223.52,123071592.29,0.41,0.23,20318.2,88050.0,627
E14000688,UKPARL.2025.ELP,22533970.67,123071592.29,0.18,0.68,59998.32,88050.0,430
E14000688,UKPARL.2025.RAH,50063772.88,123071592.29,0.41,0.09,7733.48,88050.0,626
E14000689,UKPARL.2025.LEA,28819135.72,246011643.61,0.12,0.2,20264.59,100819.06,319
E14000689,UKPARL.2025.SBY,41995027.28,246011643.61,0.17,0.21,21076.6,100819.06,412
E14000689,UKPARL.2025.WAE,155106591.65,246011643.61,0.63,0.39,39046.99,100819.06,756
E14000689,UKPARL.2025.WKF,20078030.02,246011643.61,0.08,0.2,20430.88,100819.06,236
E14000690,UKPARL.2025.EAC,17816580.29,21597615.73,0.82,0.85,81405.0,95445.0,903
E14000690,UKPARL.2025.EAT,3767834.96,21597615.73,0.17,0.15,14040.0,95445.0,420
E14000691,UKPARL.2025.ENF,36380579.76,37272824.29,0.98,0.97,106901.41,109749.0,1094
E14000691,UKPARL.2025.SWG,844630.92,37272824.29,0.02,0.03,2847.59,109749.0,58
E14000692,UKPARL.2025.ENF,515510.0,25173695.92,0.02,0.03,2899.02,103531.0,44
E14000692,UKPARL.2025.EWH,6235918.83,25173695.92,0.25,0.28,29194.36,103531.0,497
E14000692,UKPARL.2025.SWG,18420570.16,25173695.92,0.73,0.69,71437.61,103531.0,833
E14000693,UKPARL.2025.EPF,126201013.58,126249836.94,1.0,1.0,101070.0,101070.0,1211
E14000694,UKPARL.2025.EAE,45643993.25,51740985.56,0.88,0.86,95368.0,111324.0,964
E14000694,UKPARL.2025.REI,6086373.15,51740985.56,0.12,0.14,15956.0,111324.0,320
E14000695,UKPARL.2025.ERW,60004712.69,60042928.26,1.0,1.0,97183.0,97183.0,1175
E14000696,UKPARL.2025.BXC,2892488.79,23314260.83,0.12,0.14,17683.24,122189.0,330
E14000696,UKPARL.2025.EAT,20421141.37,23314260.83,0.88,0.86,104505.76,122189.0,958
E14000697,UKPARL.2025.EAW,45599195.44,80550073.79,0.57,0.82,93446.76,114375.0,710
E14000697,UKPARL.2025.RUN,34925218.45,80550073.79,0.43,0.18,20928.24,114375.0,647
E14000698,UKPARL.2025.EXM,5118732.95,37955510.54,0.13,0.11,12830.2,116470.0,350
E14000698,UKPARL.2025.EXT,32821435.95,37955510.54,0.86,0.89,103639.8,116470.0,948
E14000699,UKPARL.2025.FAW,27945242.33,63251939.19,0.44,0.54,55184.0,101964.0,654
E14000699,UKPARL.2025.HBV,35292991.75,63251939.19,0.56,0.46,46780.0,101964.0,704
E14000700,UKPARL.2025.FAV,303903088.96,388068879.45,0.78,0.88,88562.0,100796.0,879
E14000700,UKPARL.2025.WKT,84135002.89,388068879.45,0.22,0.12,12234.0,100796.0,462
E14000701,UKPARL.2025.BAI,1811638.96,29824600.79,0.06,0.08,10381.23,135001.0,176
E14000701,UKPARL.2025.FEL,27996802.2,29824600.79,0.94,0.92,124619.77,135001.0,1034
E14000702,UKPARL.2025.BNE,1525958.69,80703303.66,0.02,0.09,9346.84,105134.0,38
E14000702,UKPARL.2025.FBS,39491622.15,80703303.66,0.49,0.84,87850.8,105134.0,676
E14000702,UKPARL.2025.TAY,39683410.62,80703303.66,0.49,0.08,7936.36,105134.0,679
E14000703,UKPARL.2025.FGG,20721483.02,20818745.04,1.0,1.0,133225.62,133678.0,1133
E14000704,UKPARL.2025.ASH,159099147.41,433868872.41,0.37,0.18,21663.01,118407.64,596
E14000704,UKPARL.2025.FAH,231482869.79,433868872.41,0.53,0.8,94240.97,118407.64,693
E14000704,UKPARL.2025.WKT,43241338.65,433868872.41,0.1,0.02,2503.67,118407.64,281
E14000705,UKPARL.2025.FOD,583678541.85,583726904.4,1.0,1.0,91318.0,91318.0,1286
E14000706,UKPARL.2025.FYL,165671237.18,173898375.56,0.95,0.93,80780.0,86949.0,1056
E14000706,UKPARL.2025.PRE,8197118.57,173898375.56,0.05,0.07,6169.0,86949.0,135
E14000707,UKPARL.2025.GNB,1155581503.04,1201134643.9,0.96,0.97,95667.0,98264.0,1070
E14000707,UKPARL.2025.LAH,45414499.11,1201134643.9,0.04,0.03,2597.0,98264.0,109
E14000708,UKPARL.2025.LGT,30274549.17,51007731.22,0.59,0.79,79415.67,100321.86,728
E14000708,UKPARL.2025.WAH,20719087.51,51007731.22,0.41,0.21,20906.19,100321.86,625
E14000709,UKPARL.2025.GCW,18769045.21,24604876.6,0.76,0.81,78418.82,97260.79,857
E14000709,UKPARL.2025.JGE,5834679.75,24604876.6,0.24,0.19,18841.97,97260.79,483
E14000710,UKPARL.2025.GED,38122836.98,38135294.53,1.0,1.0,95383.33,95383.33,1229
E14000711,UKPARL.2025.GAR,30374955.29,30386546.11,1.0,1.0,102638.0,102638.0,1214
E14000712,UKPARL.2025.GLO,35830210.95,37721282.61,0.95,0.94,113142.55,119786.0,1054
E14000712,UKPARL.2025.TEW,1888591.23,37721282.61,0.05,0.06,6643.45,119786.0,141
E14000713,UKPARL.2025.GOS,36378499.37,36379084.72,1.0,1.0,99107.0,99107.0,1304
E14000714,UKPARL.2025.GAB,348597880.41,685720397.56,0.51,0.66,73493.0,112014.52,682
E14000714,UKPARL.2025.RUT,337094958.6,685720397.56,0.49,0.34,38496.0,112014.52,678
E14000715,UKPARL.2025.GRV,98959816.35,98992390.28,1.0,1.0,106939.0,106939.0,1227
E14000716,UKPARL.2025.BIM,3278834.89,28131081.41,0.12,0.13,11315.0,88323.0,316
E14000716,UKPARL.2025.GGC,24852072.87,28131081.41,0.88,0.87,77008.0,88323.0,965
E14000717,UKPARL.2025.GYM,174294687.74,174314939.66,1.0,1.0,99336.0,99336.0,1273
E14000718,UKPARL.2025.EAT,1552526.42,16804762.79,0.09,0.14,19404.0,133995.0,268
E14000718,UKPARL.2025.GAW,15246137.76,16804762.79,0.91,0.86,114591.0,133995.0,990
E14000719,UKPARL.2025.DAH,16374262.16,188655334.41,0.09,0.02,2260.0,116047.0,254
E14000719,UKPARL.2025.GAA,124668212.9,188655334.41,0.66,0.22,25212.0,116047.0,784
E14000719,UKPARL.2025.GUI,47597488.97,188655334.41,0.25,0.76,88575.0,116047.0,505
E14000720,UKPARL.2025.HSD,632297.83,9061154.4,0.07,0.08,11516.59,143671.0,204
E14000720,UKPARL.2025.HSN,7064378.54,9061154.4,0.78,0.77,111318.33,143671.0,875
E14000720,UKPARL.2025.TOT,1361247.19,9061154.4,0.15,0.15,20836.08,143671.0,379
E14000721,UKPARL.2025.HSD,7428802.19,9983215.7,0.74,0.83,114609.18,137449.0,840
E14000721,UKPARL.2025.HSN,1953763.38,9983215.7,0.2,0.1,13347.59,137449.0,437
E14000721,UKPARL.2025.ISS,591784.55,9983215.7,0.06,0.07,9492.23,137449.0,171
E14000722,UKPARL.2025.HAL,23038226.26,29762465.67,0.77,0.73,65782.28,90615.78,869
E14000722,UKPARL.2025.SMK,2435943.54,29762465.67,0.08,0.13,11969.79,90615.78,237
E14000722,UKPARL.2025.WBW,4282685.18,29762465.67,0.14,0.14,12863.71,90615.78,368
E14000723,UKPARL.2025.HFX,57670177.4,57697669.5,1.0,1.0,106205.53,106205.53,1198
E14000724,UKPARL.2025.GAP,401388733.95,431807693.83,0.93,0.54,48911.0,90228.0,1017
E14000724,UKPARL.2025.HUN,14795493.14,431807693.83,0.03,0.19,17543.0,90228.0,95
E14000724,UKPARL.2025.HUW,15561554.83,431807693.83,0.04,0.26,23774.0,90228.0,101
E14000725,UKPARL.2025.RAH,17208562.66,50843128.1,0.34,0.34,33744.0,98816.0,572
E14000725,UKPARL.2025.WAH,33625348.72,50843128.1,0.66,0.66,65072.0,98816.0,786
E14000726,UKPARL.2025.CAF,1330844.65,11278095.67,0.12,0.18,20925.79,118545.07,321
E14000726,UKPARL.2025.ECA,4075732.37,11278095.67,0.36,0.15,17608.22,118545.07,591
E14000726,UKPARL.2025.HAC,5862394.46,11278095.67,0.52,0.67,79846.55,118545.07,688
E14000727,UKPARL.2025.BEA,1728107.76,12750140.12,0.14,0.09,13159.33,151139.53,351
E14000727,UKPARL.2025.HAH,8573427.43,12750140.12,0.67,0.7,106017.53,151139.53,794
E14000727,UKPARL.2025.QPK,2427397.6,12750140.12,0.19,0.21,31641.2,151139.53,435
E14000728,UKPARL.2025.HOW,152710958.68,204885907.2,0.75,0.93,99292.8,107330.0,843
E14000728,UKPARL.2025.SLE,52123653.77,204885907.2,0.25,0.07,8037.2,107330.0,507
E14000729,UKPARL.2025.HLW,79663808.82,79693085.9,1.0,1.0,97670.0,97670.0,1216
E14000730,UKPARL.2025.HGK,105760878.13,148145925.99,0.71,0.95,98406.09,103404.0,816
E14000730,UKPARL.2025.SAR,11531889.52,148145925.99,0.08,0.01,538.25,103404.0,227
E14000730,UKPARL.2025.WAE,30853158.34,148145925.99,0.21,0.04,4459.67,103404.0,451
E14000731,UKPARL.2025.HAE,22679042.9,23708687.53,0.96,0.9,97853.36,108511.0,1062
E14000731,UKPARL.2025.HAW,1016423.68,23708687.53,0.04,0.1,10657.64,108511.0,123
E14000732,UKPARL.2025.HAW,16454727.76,17854057.01,0.92,0.95,105493.89,111108.0,1010
E14000732,UKPARL.2025.RNP,1357882.26,17854057.01,0.08,0.05,5491.86,111108.0,220
E14000733,UKPARL.2025.HPL,93688536.22,93715276.23,1.0,1.0,93663.0,93663.0,1236
E14000734,UKPARL.2025.CLT,68970796.13,392068635.5,0.18,0.07,7114.14,97079.0,422
E14000734,UKPARL.2025.HWC,321413686.14,392068635.5,0.82,0.92,89247.02,97079.0,899
E14000735,UKPARL.2025.BEX,56246423.33,177045896.76,0.32,0.05,5606.39,111612.0,560
E14000735,UKPARL.2025.HAR,120774276.25,177045896.76,0.68,0.95,106005.61,111612.0,797
E14000736,UKPARL.2025.HAV,47576157.01,47586322.91,1.0,1.0,96471.31,96471.31,1249
E14000737,UKPARL.2025.HAY,45004020.08,45038966.46,1.0,1.0,128927.76,129010.0,1165
E14000738,UKPARL.2025.HAZ,58275514.07,58299202.02,1.0,1.0,79923.97,79923.97,1206
E14000739,UKPARL.2025.HAB,68332074.17,104372998.68,0.65,0.08,8312.0,107160.0,780
E14000739,UKPARL.2025.HML,27697409.7,104372998.68,0.27,0.87,93591.0,107160.0,521
E14000739,UKPARL.2025.SWH,8324675.29,104372998.68,0.08,0.05,5257.0,107160.0,231
E14000740,UKPARL.2025.NAH,141912705.88,149977433.52,0.95,0.86,86056.85,100573.57,1049
E14000740,UKPARL.2025.ODB,8036397.7,149977433.52,0.05,0.14,14516.72,100573.57,148
E14000741,UKPARL.2025.CPB,8504931.39,31341453.33,0.27,0.11,15771.8,143290.0,529
E14000741,UKPARL.2025.HEN,22823586.03,31341453.33,0.73,0.89,127518.19,143290.0,829
E14000742,UKPARL.2025.BWS,97216101.91,684062303.95,0.14,0.05,5516.0,100513.0,362
E14000742,UKPARL.2025.DAW,38032562.07,684062303.95,0.06,0.03,3112.32,100513.0,156
E14000742,UKPARL.2025.HAT,548675898.71,684062303.95,0.8,0.91,91884.68,100513.0,890
E14000743,UKPARL.2025.HRS,722714269.88,724163926.88,1.0,0.98,99676.76,101609.0,1144
E14000744,UKPARL.2025.BXB,35197095.63,156615995.96,0.22,0.08,9573.0,115492.0,469
E14000744,UKPARL.2025.HAS,121371095.22,156615995.96,0.77,0.92,105919.0,115492.0,870
E14000745,UKPARL.2025.HMR,98127721.56,101130899.52,0.97,0.93,97388.49,104919.0,1086
E14000745,UKPARL.2025.WAT,2972575.83,101130899.52,0.03,0.07,7530.51,104919.0,76
E14000746,UKPARL.2025.HEX,2439400962.63,2439532044.34,1.0,1.0,77845.65,77845.65,1293
E14000747,UKPARL.2025.BMS,6650557.23,72571831.62,0.09,0.19,20340.73,109227.92,266
E14000747,UKPARL.2025.HMN,65899127.07,72571831.62,0.91,0.81,88887.19,109227.92,992
E14000748,UKPARL.2025.HPK,540163633.68,540250273.15,1.0,1.0,92666.0,92666.0,1264
E14000749,UKPARL.2025.HAB,101478975.4,256246575.6,0.4,0.47,48727.0,104528.0,622
E14000749,UKPARL.2025.HIT,154691073.88,256246575.6,0.6,0.53,55801.0,104528.0,734
E14000750,UKPARL.2025.HAH,3914981.67,13186127.23,0.3,0.16,26102.94,163690.0,545
E14000750,UKPARL.2025.HSP,9257444.05,13186127.23,0.7,0.84,137587.06,163690.0,811
E14000751,UKPARL.2025.HAU,56760972.86,57643126.1,0.98,0.95,106387.54,111640.0,1105
E14000752,UKPARL.2025.HAH,2764779.13,16452694.09,0.17,0.1,12555.91,127301.69,404
E14000752,UKPARL.2025.HFB,9571300.67,16452694.09,0.58,0.54,68942.78,127301.69,725
E14000752,UKPARL.2025.SWG,4082591.97,16452694.09,0.25,0.36,45273.59,127301.69,498
E14000753,UKPARL.2025.EGU,85968956.63,344328706.67,0.25,0.17,19469.0,115079.0,501
E14000753,UKPARL.2025.HRH,258307703.67,344328706.67,0.75,0.83,95610.0,115079.0,847
E14000754,UKPARL.2025.HSS,65802828.32,65813879.63,1.0,1.0,87513.56,87513.56,1263
E14000755,UKPARL.2025.HAP,23931710.97,23943306.79,1.0,1.0,104001.0,104001.0,1195
E14000756,UKPARL.2025.HUD,41284066.91,47048397.78,0.88,0.96,98206.39,102026.51,959
E14000756,UKPARL.2025.SPV,5734405.63,47048397.78,0.12,0.04,3775.91,102026.51,329
E14000757,UKPARL.2025.HTD,230630461.47,334900088.23,0.69,0.63,75946.15,120564.0,802
E14000757,UKPARL.2025.SNC,104263939.28,334900088.23,0.31,0.37,44617.85,120564.0,556
E14000758,UKPARL.2025.HYB,90235825.44,90270380.72,1.0,1.0,93033.0,93033.0,1213
E14000759,UKPARL.2025.CWG,4176864.8,28999933.45,0.14,0.17,18862.14,111153.0,369
E14000759,UKPARL.2025.ILN,23897864.79,28999933.45,0.82,0.78,86544.86,111153.0,902
E14000759,UKPARL.2025.LAW,909678.28,28999933.45,0.03,0.05,5746.0,111153.0,84
E14000760,UKPARL.2025.ILN,3291779.1,15663743.78,0.21,0.2,29375.43,146447.0,452
E14000760,UKPARL.2025.ILS,11810559.16,15663743.78,0.75,0.8,116669.81,146447.0,853
E14000760,UKPARL.2025.LAW,554816.18,15663743.78,0.04,0.0,401.76,146447.0,99
E14000761,UKPARL.2025.IPS,31488913.19,31515162.87,1.0,1.0,113180.0,113180.0,1163
E14000762,UKPARL.2025.IWE,115340658.32,379624016.26,0.3,0.5,71496.19,141751.21,550
E14000762,UKPARL.2025.IWW,264280964.27,379624016.26,0.7,0.5,70255.02,141751.21,809
E14000763,UKPARL.2025.ISN,7372290.17,7383584.74,1.0,1.0,118446.31,118446.31,1149
E14000764,UKPARL.2025.ISS,7465156.62,7474802.95,1.0,1.0,123974.0,123974.0,1155
E14000765,UKPARL.2025.JGE,36389136.01,47246681.34,0.77,0.9,74783.86,83241.72,868
E14000765,UKPARL.2025.SSH,10857089.53,47246681.34,0.23,0.1,8457.86,83241.72,475
E14000766,UKPARL.2025.KAI,164397004.66,164438055.62,1.0,1.0,97694.83,97694.83,1243
E14000767,UKPARL.2025.KLW,580644777.18,620568554.15,0.94,0.94,80687.62,85795.0,1026
E14000767,UKPARL.2025.WKL,39245840.81,620568554.15,0.06,0.05,4535.23,85795.0,181
E14000768,UKPARL.2025.KAB,8900207.85,8964944.79,0.99,0.99,112089.85,113515.3,1128
E14000769,UKPARL.2025.KET,233448002.98,233496700.22,1.0,1.0,101776.0,101776.0,1250
E14000770,UKPARL.2025.KAS,24382616.99,28369146.21,0.86,0.85,109405.0,128565.0,941
E14000770,UKPARL.2025.WIM,3971789.43,28369146.21,0.14,0.15,19160.0,128565.0,358
E14000771,UKPARL.2025.HUE,28225688.2,28795519.58,0.98,0.96,86164.33,89368.0,1101
E14000771,UKPARL.2025.HUN,561407.51,28795519.58,0.02,0.04,3203.67,89368.0,41
E14000772,UKPARL.2025.HUE,5497655.93,24778195.56,0.22,0.15,15061.8,98151.0,467
E14000772,UKPARL.2025.HUN,19272714.14,24778195.56,0.78,0.85,83089.2,98151.0,874
E14000773,UKPARL.2025.HUN,2484126.89,23717602.04,0.1,0.11,9751.62,87441.0,289
E14000773,UKPARL.2025.HUW,21233162.8,23717602.04,0.9,0.89,77689.38,87441.0,980
E14000774,UKPARL.2025.BNE,6547221.95,43130367.79,0.15,0.36,33264.88,91927.0,382
E14000774,UKPARL.2025.FBS,4512014.4,43130367.79,0.1,0.18,16124.32,91927.0,287
E14000774,UKPARL.2025.NES,26011103.34,43130367.79,0.6,0.45,41746.08,91927.0,733
E14000774,UKPARL.2025.TAY,6058524.3,43130367.79,0.14,0.01,791.72,91927.0,360
E14000775,UKPARL.2025.KNW,50566526.07,54198065.92,0.93,0.82,87627.41,107472.54,1021
E14000775,UKPARL.2025.LWD,3577931.8,54198065.92,0.07,0.18,19727.0,107472.54,193
E14000776,UKPARL.2025.BPN,9873970.23,437849647.8,0.02,0.28,26206.0,92885.0,55
E14000776,UKPARL.2025.LAN,261260316.46,437849647.8,0.6,0.67,62062.0,92885.0,729
E14000776,UKPARL.2025.MOR,166699834.97,437849647.8,0.38,0.05,4617.0,92885.0,608
E14000777,UKPARL.2025.LCH,6075624.72,40955477.84,0.15,0.28,44889.62,157867.54,377
E14000777,UKPARL.2025.LSO,34527290.47,40955477.84,0.84,0.71,112445.89,157867.54,918
E14000778,UKPARL.2025.LEA,29243749.85,33684393.22,0.87,0.88,89022.33,101188.62,951
E14000778,UKPARL.2025.LSO,3758240.9,33684393.22,0.11,0.12,12010.65,101188.62,305
E14000778,UKPARL.2025.WAE,674080.27,33684393.22,0.02,0.0,155.65,101188.62,42
E14000779,UKPARL.2025.LNE,39387030.04,39484333.11,1.0,1.0,94111.02,94156.93,1141
E14000780,UKPARL.2025.LCH,8897961.08,62121704.41,0.14,0.52,43959.36,85347.75,364
E14000780,UKPARL.2025.LNW,53196412.97,62121704.41,0.86,0.48,41388.39,85347.75,935
E14000781,UKPARL.2025.LCH,5416924.35,30245906.57,0.18,0.24,22134.77,93225.9,425
E14000781,UKPARL.2025.LSW,12409512.57,30245906.57,0.41,0.26,24397.88,93225.9,628
E14000781,UKPARL.2025.LWP,12411359.99,30245906.57,0.41,0.5,46693.25,93225.9,629
E14000782,UKPARL.2025.LEE,21462745.29,23286913.25,0.92,0.97,113208.91,116454.0,1011
E14000782,UKPARL.2025.LES,1808132.05,23286913.25,0.08,0.03,3245.09,116454.0,226
E14000783,UKPARL.2025.LES,17362318.3,21184624.44,0.82,0.91,117580.0,128860.0,898
E14000783,UKPARL.2025.LEW,3811410.72,21184624.44,0.18,0.09,11280.0,128860.0,428
E14000784,UKPARL.2025.LEW,28855173.02,28872032.68,1.0,1.0,108910.0,108910.0,1180
E14000785,UKPARL.2025.LAA,48348491.97,67062868.88,0.72,0.85,89660.03,105765.06,826
E14000785,UKPARL.2025.MKF,1094388.94,67062868.88,0.02,0.03,3089.13,105765.06,34
E14000785,UKPARL.2025.WSL,17609337.61,67062868.88,0.26,0.12,13015.9,105765.06,519
E14000786,UKPARL.2025.EGU,72745887.27,370815733.16,0.2,0.11,10607.0,93923.52,438
E14000786,UKPARL.2025.LWS,298045070.32,370815733.16,0.8,0.89,83316.52,93923.52,891
E14000787,UKPARL.2025.LWE,12369506.36,14771231.51,0.84,0.86,96554.0,111737.0,914
E14000787,UKPARL.2025.LWN,2386726.97,14771231.51,0.16,0.14,15183.0,111737.0,395
E14000788,UKPARL.2025.BAP,7519345.99,15864951.4,0.47,0.43,50255.0,116480.0,666
E14000788,UKPARL.2025.LWE,2682841.43,15864951.4,0.17,0.11,12904.83,116480.0,406
E14000788,UKPARL.2025.LWW,5658202.42,15864951.4,0.36,0.46,53320.17,116480.0,587
E14000789,UKPARL.2025.LWE,809439.59,12030201.47,0.07,0.08,10309.07,127880.0,197
E14000789,UKPARL.2025.LWN,9502722.72,12030201.47,0.79,0.8,101870.93,127880.0,882
E14000789,UKPARL.2025.LWW,1712719.59,12030201.47,0.14,0.12,15700.0,127880.0,363
E14000790,UKPARL.2025.LAW,15259526.79,15314203.41,1.0,1.0,110744.0,110744.0,1134
E14000791,UKPARL.2025.LIC,309436115.88,329067014.37,0.94,0.97,94399.32,96961.0,1036
E14000791,UKPARL.2025.TMW,19567600.56,329067014.37,0.06,0.03,2561.68,96961.0,172
E14000792,UKPARL.2025.LNC,63856566.6,63898258.49,1.0,1.0,113044.25,113044.25,1173
E14000793,UKPARL.2025.LRV,15524077.13,24077108.64,0.64,0.69,94099.12,135988.73,771
E14000793,UKPARL.2025.LWV,8545873.87,24077108.64,0.35,0.31,41889.61,135988.73,585
E14000794,UKPARL.2025.LRV,5915350.25,19765351.09,0.3,0.34,32505.59,94264.84,548
E14000794,UKPARL.2025.LWL,13842362.2,19765351.09,0.7,0.66,61759.25,94264.84,810
E14000795,UKPARL.2025.LGT,3454244.77,17084933.65,0.2,0.14,13618.07,96203.22,444
E14000795,UKPARL.2025.LWD,2518792.99,17084933.65,0.15,0.17,15984.91,96203.22,374
E14000795,UKPARL.2025.LWV,11109086.9,17084933.65,0.65,0.69,66600.24,96203.22,777
E14000796,UKPARL.2025.LWD,12671749.13,20619158.79,0.61,0.65,60314.33,92169.54,742
E14000796,UKPARL.2025.LWL,7941051.25,20619158.79,0.39,0.35,31855.22,92169.54,614
E14000797,UKPARL.2025.LBO,122463575.95,130571757.58,0.94,0.92,102690.0,111220.0,1032
E14000797,UKPARL.2025.MAS,8060661.92,130571757.58,0.06,0.08,8530.0,111220.0,178
E14000798,UKPARL.2025.BAS,118676831.11,1378194322.1,0.09,0.07,7048.43,100793.0,252
