PARL10,PARL25,overlap_area,original_area,percentage_overlap_area,percentage_overlap_pop,overlap_pop,original_pop,__index_level_0__
E14000798,UKPARL.2025.LAH,1259444611.14,1378194322.1,0.91,0.93,93744.57,100793.0,1001
E14000799,UKPARL.2025.SSO,1554795558.0,1554937151.06,1.0,1.0,86764.0,86764.0,1283
E14000800,UKPARL.2025.LUN,18774553.43,18785206.92,1.0,1.0,99950.0,99950.0,1184
E14000801,UKPARL.2025.LUN,3140504.36,55788071.05,0.06,0.06,6723.0,119832.0,157
E14000801,UKPARL.2025.LUS,52574648.79,55788071.05,0.94,0.94,112906.66,119832.0,1043
E14000802,UKPARL.2025.MAC,301680233.13,301736358.36,1.0,1.0,93510.0,93510.0,1256
E14000803,UKPARL.2025.EAR,7082077.77,183418822.76,0.04,0.08,8844.0,107081.0,111
E14000803,UKPARL.2025.MAI,119959735.43,183418822.76,0.65,0.75,80397.0,107081.0,779
E14000803,UKPARL.2025.WKM,56347422.6,183418822.76,0.31,0.17,17840.0,107081.0,554
E14000804,UKPARL.2025.MDS,24508907.87,223673114.68,0.11,0.68,75077.02,110586.0,301
E14000804,UKPARL.2025.WKT,199139652.08,223673114.68,0.89,0.32,35508.98,110586.0,973
E14000805,UKPARL.2025.MKF,55831554.22,55860831.16,1.0,1.0,101047.54,101047.54,1189
E14000806,UKPARL.2025.MAL,375113445.7,375154668.04,1.0,1.0,92360.0,92360.0,1277
E14000807,UKPARL.2025.BMS,3091413.49,28464134.85,0.11,0.09,14747.68,167865.18,299
E14000807,UKPARL.2025.MCT,17058668.75,28464134.85,0.6,0.52,87430.79,167865.18,731
E14000807,UKPARL.2025.MRH,8305710.28,28464134.85,0.29,0.39,65686.71,167865.18,542
E14000808,UKPARL.2025.GAD,9942441.01,17280878.31,0.58,0.54,63778.77,118971.4,720
E14000808,UKPARL.2025.MRH,6511569.23,17280878.31,0.38,0.43,50836.13,118971.4,603
E14000808,UKPARL.2025.MWI,818444.18,17280878.31,0.05,0.04,4356.5,118971.4,136
E14000809,UKPARL.2025.GAD,1966615.4,19314471.32,0.1,0.13,12839.01,98801.52,283
E14000809,UKPARL.2025.MWI,17334812.46,19314471.32,0.9,0.87,85962.51,98801.52,982
E14000810,UKPARL.2025.ASF,5845783.4,76697591.3,0.08,0.04,3884.51,109313.0,221
E14000810,UKPARL.2025.MAN,70816889.27,76697591.3,0.92,0.96,105366.15,109313.0,1012
E14000811,UKPARL.2025.EHA,50839098.45,402205009.7,0.13,0.23,21978.9,95987.58,331
E14000811,UKPARL.2025.FAW,70615093.23,402205009.7,0.18,0.47,44701.0,95987.58,421
E14000811,UKPARL.2025.HBV,25645434.65,402205009.7,0.06,0.07,6874.57,95987.58,184
E14000811,UKPARL.2025.WIN,255065962.0,402205009.7,0.63,0.23,22401.43,95987.58,763
E14000812,UKPARL.2025.BSN,5434545.36,145564729.34,0.04,0.21,24259.5,113608.15,105
E14000812,UKPARL.2025.MSE,124363095.38,145564729.34,0.85,0.66,75058.15,113608.15,930
E14000812,UKPARL.2025.SWS,15723064.89,145564729.34,0.11,0.13,14290.5,113608.15,298
E14000813,UKPARL.2025.HIT,37098800.74,457518012.15,0.08,0.16,18695.67,114982.0,234
E14000813,UKPARL.2025.MBD,344814576.65,457518012.15,0.75,0.8,92061.33,114982.0,852
E14000813,UKPARL.2025.NBD,75591775.55,457518012.15,0.17,0.04,4225.0,114982.0,400
E14000814,UKPARL.2025.MDE,91894314.04,92140785.04,1.0,1.0,83805.27,83863.0,1140
E14000815,UKPARL.2025.MDP,175752450.12,175799372.59,1.0,1.0,83185.0,83185.0,1240
E14000816,UKPARL.2025.MNF,693511523.79,760363796.0,0.91,0.82,89176.59,108168.9,998
E14000816,UKPARL.2025.SNF,44319782.42,760363796.0,0.06,0.16,17306.9,108168.9,168
E14000816,UKPARL.2025.SWN,22409076.82,760363796.0,0.03,0.02,1685.41,108168.9,78
E14000817,UKPARL.2025.EGU,82120194.97,188125374.94,0.44,0.3,34674.0,114423.0,649
E14000817,UKPARL.2025.MSU,105987668.37,188125374.94,0.56,0.7,79749.0,114423.0,709
E14000818,UKPARL.2025.DAE,401407792.08,440944114.37,0.91,0.95,99693.0,105273.31,995
E14000818,UKPARL.2025.RDC,39457972.07,440944114.37,0.09,0.05,5567.0,105273.31,261
E14000819,UKPARL.2025.MCL,1786431.93,29138043.55,0.06,0.05,4876.02,96162.0,177
E14000819,UKPARL.2025.MTE,27350463.45,29138043.55,0.94,0.95,91285.98,96162.0,1033
E14000820,UKPARL.2025.MCL,193466104.6,197159007.23,0.98,0.9,85163.52,94168.0,1102
E14000820,UKPARL.2025.RED,3118022.37,197159007.23,0.02,0.06,6112.0,94168.0,32
E14000821,UKPARL.2025.MKC,22856511.97,228796286.32,0.1,0.44,58145.26,132836.26,282
E14000821,UKPARL.2025.MKN,205895370.56,228796286.32,0.9,0.56,74691.0,132836.26,983
E14000822,UKPARL.2025.BUC,21478572.35,79838649.86,0.27,0.43,58753.84,136620.74,525
E14000822,UKPARL.2025.MKC,42924169.71,79838649.86,0.54,0.44,60158.54,136620.74,695
E14000822,UKPARL.2025.MKN,15418566.02,79838649.86,0.19,0.13,17708.36,136620.74,436
E14000823,UKPARL.2025.MAM,16424040.56,16443736.01,1.0,1.0,106704.0,106767.68,1157
E14000824,UKPARL.2025.DAH,234185651.81,369471137.28,0.63,0.62,60474.0,97186.0,762
E14000824,UKPARL.2025.EAE,12542782.57,369471137.28,0.03,0.12,12030.0,97186.0,93
E14000824,UKPARL.2025.GAA,44220649.39,369471137.28,0.12,0.06,5705.0,97186.0,323
E14000824,UKPARL.2025.GUI,78468963.5,369471137.28,0.21,0.2,18977.0,97186.0,456
E14000825,UKPARL.2025.LAN,3443865.11,244269811.83,0.01,0.16,14005.36,90073.0,26
E14000825,UKPARL.2025.MOR,240825076.28,244269811.83,0.99,0.84,76067.64,90073.0,1109
E14000826,UKPARL.2025.LSW,44079858.43,68613804.37,0.64,0.68,67280.76,99554.06,770
E14000826,UKPARL.2025.WKF,24391273.73,68613804.37,0.36,0.32,32060.71,99554.06,586
E14000827,UKPARL.2025.NFE,395841603.49,395859488.48,1.0,1.0,93708.0,93708.0,1294
E14000828,UKPARL.2025.NFW,356285360.89,356327477.28,1.0,1.0,86355.74,86355.74,1272
E14000829,UKPARL.2025.NWK,650038353.77,700307477.36,0.93,0.94,98810.75,105303.0,1015
E14000829,UKPARL.2025.SWF,50184819.45,700307477.36,0.07,0.06,6492.25,105303.0,208
E14000830,UKPARL.2025.NBY,396724346.51,596807076.54,0.66,0.86,96234.64,112006.0,789
E14000830,UKPARL.2025.RDW,200035705.23,596807076.54,0.34,0.14,15771.36,112006.0,570
E14000831,UKPARL.2025.NCL,19757463.9,23806429.84,0.83,0.84,90465.52,108144.39,906
E14000831,UKPARL.2025.NCN,4048967.13,23806429.84,0.17,0.16,17678.87,108144.39,409
E14000832,UKPARL.2025.NCE,13806134.28,19085511.75,0.72,0.68,69370.44,102100.17,828
E14000832,UKPARL.2025.NCL,561306.65,19085511.75,0.03,0.05,5172.84,102100.17,77
E14000832,UKPARL.2025.NCN,4718070.82,19085511.75,0.25,0.27,27556.89,102100.17,496
E14000833,UKPARL.2025.CRK,17379376.33,70559046.59,0.25,0.04,3847.12,92575.44,494
E14000833,UKPARL.2025.HEX,24069241.47,70559046.59,0.34,0.11,10197.98,92575.44,578
E14000833,UKPARL.2025.NCL,12074068.68,70559046.59,0.17,0.42,39311.22,92575.44,414
E14000833,UKPARL.2025.NCN,17036360.1,70559046.59,0.24,0.42,39219.13,92575.44,487
E14000834,UKPARL.2025.NUL,81079568.92,81108067.04,1.0,1.0,93767.21,93767.21,1217
E14000835,UKPARL.2025.CDV,6635708.87,203541058.69,0.03,0.0,156.24,92990.29,88
E14000835,UKPARL.2025.NTA,196873975.79,203541058.69,0.97,1.0,92834.05,92990.29,1081
E14000836,UKPARL.2025.NAH,12865328.23,86393579.27,0.15,0.15,16585.98,114339.14,378
E14000836,UKPARL.2025.PCK,73484812.04,86393579.27,0.85,0.85,97753.16,114339.14,927
E14000837,UKPARL.2025.NCR,1195189715.51,1195303763.28,1.0,1.0,94614.0,94614.0,1281
E14000838,UKPARL.2025.NDV,1085843675.48,1085935357.21,1.0,1.0,97145.0,97145.0,1285
E14000839,UKPARL.2025.MDP,99854060.7,880625990.9,0.11,0.05,5088.57,98553.26,309
E14000839,UKPARL.2025.NDS,755928813.79,880625990.9,0.86,0.92,90483.74,98553.26,938
E14000839,UKPARL.2025.WDS,19224056.09,880625990.9,0.02,0.01,860.36,98553.26,52
E14000840,UKPARL.2025.NDH,104068359.57,104096330.58,1.0,1.0,88368.0,88368.0,1238
E14000841,UKPARL.2025.HIT,35254309.34,542815843.85,0.06,0.21,24557.0,118933.0,190
E14000841,UKPARL.2025.NBD,507052944.11,542815843.85,0.93,0.79,93570.32,118933.0,1024
E14000842,UKPARL.2025.EEC,177648477.05,724147422.05,0.25,0.15,18416.0,120266.0,493
E14000842,UKPARL.2025.NEC,546374312.27,724147422.05,0.75,0.85,101850.0,120266.0,854
E14000843,UKPARL.2025.BOL,2308587.57,228229379.82,0.01,0.01,567.36,92024.27,0
E14000843,UKPARL.2025.NED,225838434.42,228229379.82,0.99,0.99,91456.91,92024.27,1122
E14000844,UKPARL.2025.AHT,4125789.42,401483022.26,0.01,0.06,5836.77,102441.93,1
E14000844,UKPARL.2025.EHA,60841323.1,401483022.26,0.15,0.01,1045.82,102441.93,381
E14000844,UKPARL.2025.NEH,299902933.68,401483022.26,0.75,0.88,90493.64,102441.93,844
E14000844,UKPARL.2025.NWH,36583248.02,401483022.26,0.09,0.05,5065.7,102441.93,264
E14000845,UKPARL.2025.HNE,502153015.02,502283494.69,1.0,1.0,101567.0,101567.0,1242
E14000846,UKPARL.2025.BTH,44809364.65,322457722.45,0.14,0.07,7081.83,95759.0,356
E14000846,UKPARL.2025.FES,94197503.18,322457722.45,0.29,0.4,38046.55,95759.0,543
E14000846,UKPARL.2025.NES,183434742.45,322457722.45,0.57,0.53,50630.62,95759.0,712
E14000847,UKPARL.2025.HRS,18290127.38,1455597460.48,0.01,0.01,547.45,91192.0,18
E14000847,UKPARL.2025.NHR,1437168474.51,1455597460.48,0.99,0.99,90644.55,91192.0,1115
E14000848,UKPARL.2025.NNF,731651337.89,731665107.05,1.0,1.0,87596.0,87596.0,1303
E14000849,UKPARL.2025.NSO,772509795.37,935211580.82,0.83,0.92,101704.0,111029.0,904
E14000849,UKPARL.2025.WRK,162566482.57,935211580.82,0.17,0.08,9325.0,111029.0,419
E14000850,UKPARL.2025.NSS,196666447.05,228250422.84,0.86,0.92,94006.78,102572.0,944
E14000850,UKPARL.2025.WEL,31577549.12,228250422.84,0.14,0.08,8565.22,102572.0,354
E14000851,UKPARL.2025.SNN,102322857.47,106328246.14,0.96,0.87,98496.13,113079.0,1073
E14000851,UKPARL.2025.SNS,3986532.48,106328246.14,0.04,0.13,14582.87,113079.0,107
E14000852,UKPARL.2025.ETH,5353640.3,136726034.49,0.04,0.2,20195.0,99791.0,113
E14000852,UKPARL.2025.HBS,131186868.78,136726034.49,0.96,0.8,79489.98,99791.0,1066
E14000853,UKPARL.2025.CRK,20728537.33,44134577.23,0.47,0.3,31914.78,106710.52,664
E14000853,UKPARL.2025.NCE,13194374.21,44134577.23,0.3,0.43,45691.0,106710.52,547
E14000853,UKPARL.2025.NCN,6526219.66,44134577.23,0.15,0.2,20972.22,106710.52,375
E14000853,UKPARL.2025.TYN,3685099.02,44134577.23,0.08,0.08,8132.52,106710.52,244
E14000854,UKPARL.2025.NWB,266392613.44,266482514.75,1.0,1.0,93878.0,93878.0,1223
E14000855,UKPARL.2025.HTD,360297750.89,745940437.1,0.48,0.22,29183.95,135148.48,672
E14000855,UKPARL.2025.NWC,383880475.03,745940437.1,0.51,0.78,105798.38,135148.48,686
E14000856,UKPARL.2025.BAC,55400056.94,701000549.49,0.08,0.5,47037.0,94903.0,230
E14000856,UKPARL.2025.BIA,443372486.31,701000549.49,0.63,0.26,24934.56,94903.0,761
E14000856,UKPARL.2025.DHM,76622949.97,701000549.49,0.11,0.16,15381.44,94903.0,300
E14000856,UKPARL.2025.NDH,125558277.02,701000549.49,0.18,0.08,7550.0,94903.0,426
E14000857,UKPARL.2025.BSK,49659740.81,589479590.43,0.08,0.06,6938.73,109823.0,247
E14000857,UKPARL.2025.EHA,14853098.8,589479590.43,0.03,0.0,506.95,109823.0,67
E14000857,UKPARL.2025.NWH,407141812.35,589479590.43,0.69,0.81,89436.88,109823.0,804
E14000857,UKPARL.2025.RSO,117812353.08,589479590.43,0.2,0.12,12940.45,109823.0,442
E14000858,UKPARL.2025.HKB,42426691.84,279329887.5,0.15,0.05,5354.0,103611.0,383
E14000858,UKPARL.2025.NWL,236828102.15,279329887.5,0.85,0.95,98257.0,103611.0,924
E14000859,UKPARL.2025.NWN,777705481.12,788148083.14,0.99,0.99,97164.85,97663.0,1114
E14000859,UKPARL.2025.SWN,10375302.62,788148083.14,0.01,0.01,498.15,97663.0,20
E14000860,UKPARL.2025.CPM,198607478.11,714272131.05,0.28,0.46,44302.85,95921.65,533
E14000860,UKPARL.2025.MKM,53747710.07,714272131.05,0.08,0.11,10332.39,95921.65,217
E14000860,UKPARL.2025.SCT,461897052.98,714272131.05,0.65,0.43,41286.41,95921.65,775
E14000861,UKPARL.2025.NHN,21645208.16,22366965.99,0.97,0.96,84159.75,87462.0,1082
E14000861,UKPARL.2025.NHS,707691.12,22366965.99,0.03,0.04,3302.25,87462.0,85
E14000862,UKPARL.2025.NHN,9216667.53,32952978.61,0.28,0.37,37252.04,101715.0,536
E14000862,UKPARL.2025.NHS,23726980.27,32952978.61,0.72,0.63,64462.96,101715.0,824
E14000863,UKPARL.2025.NRN,36044345.96,36080825.94,1.0,1.0,90083.0,90083.0,1159
E14000864,UKPARL.2025.NRN,337513.62,28792153.24,0.01,0.01,1349.82,103898.0,7
E14000864,UKPARL.2025.NRS,28444108.59,28792153.24,0.99,0.99,102548.18,103898.0,1118
E14000865,UKPARL.2025.NGE,18688778.64,18705738.35,1.0,1.0,111779.0,111825.67,1161
E14000866,UKPARL.2025.NGN,18100032.18,23341540.49,0.78,0.83,82786.35,99932.0,872
E14000866,UKPARL.2025.NGS,5017229.61,23341540.49,0.21,0.17,16795.52,99932.0,459
E14000867,UKPARL.2025.NGE,2767523.0,32565886.19,0.08,0.15,18500.59,121189.0,248
E14000867,UKPARL.2025.NGN,2535980.09,32565886.19,0.08,0.08,9253.64,121189.0,228
E14000867,UKPARL.2025.NGS,27256422.03,32565886.19,0.84,0.77,93434.76,121189.0,913
E14000868,UKPARL.2025.NUN,82984610.57,83024693.3,1.0,1.0,95173.0,95173.0,1196
E14000869,UKPARL.2025.OBS,24536515.28,24547859.29,1.0,1.0,89305.0,89305.0,1199
E14000870,UKPARL.2025.OLE,104374487.58,104407607.56,1.0,1.0,106124.71,106124.71,1231
E14000871,UKPARL.2025.OLW,30820642.93,30838472.03,1.0,1.0,109748.18,109748.18,1181
E14000872,UKPARL.2025.BBH,14778390.36,78725147.95,0.19,0.13,11591.76,92293.0,432
E14000872,UKPARL.2025.ORP,63912758.31,78725147.95,0.81,0.87,80701.24,92293.0,895
E14000873,UKPARL.2025.OXE,28036968.59,30605316.42,0.92,0.89,108073.0,121479.0,1005
E14000873,UKPARL.2025.OXW,2553490.26,30605316.42,0.08,0.11,13406.0,121479.0,243
E14000874,UKPARL.2025.BWS,27866584.98,128761894.78,0.22,0.17,19036.0,109935.0,461
E14000874,UKPARL.2025.OXW,88710520.65,128761894.78,0.69,0.82,89697.89,109935.0,803
E14000874,UKPARL.2025.WIT,12142388.01,128761894.78,0.09,0.01,1201.11,109935.0,274
E14000875,UKPARL.2025.BUR,8889628.01,169377841.72,0.05,0.15,13817.42,92112.0,145
E14000875,UKPARL.2025.PDL,160461772.97,169377841.72,0.95,0.85,78294.58,92112.0,1052
E14000876,UKPARL.2025.PAS,293728158.3,293825740.13,1.0,1.0,89457.59,89457.59,1225
E14000877,UKPARL.2025.CAR,827687759.76,3119376850.22,0.27,0.26,21835.0,82903.0,520
E14000877,UKPARL.2025.PEN,812835519.93,3119376850.22,0.26,0.44,36505.0,82903.0,516
E14000877,UKPARL.2025.WAL,1478782521.85,3119376850.22,0.47,0.3,24563.0,82903.0,667
E14000878,UKPARL.2025.NWC,4312849.46,175027631.16,0.02,0.01,1499.87,124484.0,63
E14000878,UKPARL.2025.PBO,170670829.51,175027631.16,0.98,0.99,122984.13,124484.0,1093
E14000879,UKPARL.2025.PMV,32610127.34,32626524.46,1.0,1.0,93511.0,93511.0,1191
E14000880,UKPARL.2025.PMV,789559.91,21136582.12,0.04,0.05,5513.08,113628.0,106
E14000880,UKPARL.2025.PSD,20335847.16,21136582.12,0.96,0.95,108114.92,113628.0,1071
E14000881,UKPARL.2025.BHW,764539.2,31205358.21,0.02,0.03,3150.9,99124.0,61
E14000881,UKPARL.2025.PLE,30154166.11,31205358.21,0.97,0.96,95533.62,99124.0,1077
E14000882,UKPARL.2025.BGS,855218.18,10602727.12,0.08,0.1,17437.51,171742.0,232
E14000882,UKPARL.2025.PAL,9139924.86,10602727.12,0.86,0.82,141599.18,171742.0,945
E14000882,UKPARL.2025.SAB,606861.19,10602727.12,0.06,0.07,12705.31,171742.0,160
E14000883,UKPARL.2025.PON,26941554.73,26950244.75,1.0,1.0,99479.0,99479.0,1230
E14000884,UKPARL.2025.POS,13430655.66,13432991.05,1.0,1.0,115426.0,115426.0,1259
E14000885,UKPARL.2025.PRE,26394016.02,26482075.17,1.0,1.0,96782.66,97005.0,1136
E14000886,UKPARL.2025.LNW,32268971.81,54988102.99,0.59,0.5,46346.87,93012.59,726
E14000886,UKPARL.2025.LWP,22699110.1,54988102.99,0.41,0.5,46665.72,93012.59,630
E14000887,UKPARL.2025.PUT,12744804.11,12749851.04,1.0,1.0,99965.0,99965.0,1209
E14000888,UKPARL.2025.RAW,67289696.04,110046452.84,0.61,0.96,98251.23,101838.0,740
E14000888,UKPARL.2025.SER,42750341.76,110046452.84,0.39,0.04,3586.77,101838.0,618
E14000889,UKPARL.2025.EAR,10608030.72,27554899.55,0.38,0.33,38001.28,115546.28,613
E14000889,UKPARL.2025.RDG,16935212.08,27554899.55,0.61,0.67,77545.0,115546.28,743
E14000890,UKPARL.2025.EAR,5802462.65,50860129.32,0.11,0.12,12542.0,103811.0,312
E14000890,UKPARL.2025.RDG,8815011.69,50860129.32,0.17,0.3,30720.0,103811.0,418
E14000890,UKPARL.2025.RDW,36227508.04,50860129.32,0.71,0.58,60549.0,103811.0,815
E14000891,UKPARL.2025.RED,72643997.55,72651327.12,1.0,1.0,87800.0,87800.0,1278
E14000892,UKPARL.2025.RDC,148609012.94,148645285.93,1.0,1.0,91102.0,91102.0,1244
E14000893,UKPARL.2025.DAH,18748974.72,111831025.29,0.17,0.03,3276.57,107022.0,403
E14000893,UKPARL.2025.ESU,11608563.75,111831025.29,0.1,0.1,11236.39,107022.0,286
E14000893,UKPARL.2025.REI,81461014.05,111831025.29,0.73,0.86,92509.04,107022.0,830
E14000894,UKPARL.2025.PDL,76435928.35,632611420.68,0.12,0.27,27600.29,101549.0,327
E14000894,UKPARL.2025.RIV,546800353.55,632611420.68,0.86,0.65,66299.71,101549.0,947
E14000894,UKPARL.2025.SRI,9313712.63,632611420.68,0.01,0.08,7649.0,101549.0,30
E14000895,UKPARL.2025.RAN,1884149244.39,2077760989.87,0.91,0.88,96477.43,109810.23,989
E14000895,UKPARL.2025.TAM,193458122.87,2077760989.87,0.09,0.12,13321.57,109810.23,271
E14000896,UKPARL.2025.KAS,1647728.74,37127508.8,0.04,0.08,10372.0,128724.0,130
E14000896,UKPARL.2025.RPK,35466536.55,37127508.8,0.96,0.92,118352.0,128724.0,1059
E14000897,UKPARL.2025.HMN,5834865.71,85554938.89,0.07,0.1,11260.4,113184.08,201
E14000897,UKPARL.2025.RCD,79696097.59,85554938.89,0.93,0.9,101923.68,113184.08,1020
E14000898,UKPARL.2025.CTM,3818426.9,148919323.33,0.03,0.12,13737.0,114087.07,68
E14000898,UKPARL.2025.RAS,145094344.17,148919323.33,0.97,0.88,100350.07,114087.07,1090
E14000899,UKPARL.2025.SER,89459629.99,92972700.19,0.96,0.89,95295.0,106620.0,1072
E14000899,UKPARL.2025.SWL,3509057.57,92972700.19,0.04,0.11,11325.0,106620.0,108
E14000900,UKPARL.2025.RMF,29382617.31,29398810.81,1.0,1.0,106657.0,106657.0,1185
E14000901,UKPARL.2025.RSO,417892249.63,420401983.2,0.99,0.93,85653.23,91926.0,1130
E14000902,UKPARL.2025.RAD,217122831.05,217449274.36,1.0,0.99,98182.28,98834.0,1150
E14000903,UKPARL.2025.RHM,6498976.72,166751305.41,0.04,0.05,4936.96,97561.84,112
E14000903,UKPARL.2025.RHV,158773516.58,166751305.41,0.95,0.92,90095.3,97561.84,1055
E14000904,UKPARL.2025.RHM,44421449.1,45093708.03,0.99,0.99,90737.47,91498.6,1106
E14000904,UKPARL.2025.RHV,647043.24,45093708.03,0.01,0.01,761.13,91498.6,29
E14000905,UKPARL.2025.RUG,244216275.13,246578918.44,0.99,0.99,103750.12,104661.0,1125
E14000906,UKPARL.2025.RNP,37381236.29,49514660.54,0.75,0.84,81859.65,97693.0,855
E14000906,UKPARL.2025.UXB,12012397.9,49514660.54,0.24,0.16,15192.58,97693.0,488
E14000907,UKPARL.2025.EAW,2023749.18,93829760.45,0.02,0.06,6601.03,111844.0,50
E14000907,UKPARL.2025.RUN,67221046.54,93829760.45,0.72,0.76,85472.25,111844.0,818
E14000907,UKPARL.2025.WND,24570444.28,93829760.45,0.26,0.18,19770.72,111844.0,518
E14000908,UKPARL.2025.NWK,19618395.35,309311846.89,0.06,0.02,1591.64,101548.0,183
E14000908,UKPARL.2025.RCF,289637991.47,309311846.89,0.94,0.98,99956.36,101548.0,1028
E14000909,UKPARL.2025.HOW,13402826.11,1117693483.28,0.01,0.0,454.92,105242.0,11
E14000909,UKPARL.2025.MAS,481357372.23,1117693483.28,0.43,0.49,51209.0,105242.0,645
E14000909,UKPARL.2025.RUT,622844333.95,1117693483.28,0.56,0.51,53578.08,105242.0,702
E14000910,UKPARL.2025.BTR,100836332.68,795442949.86,0.13,0.06,6716.8,116163.0,334
E14000910,UKPARL.2025.HLW,73115303.6,795442949.86,0.09,0.06,7051.58,116163.0,267
E14000910,UKPARL.2025.NWE,621405582.43,795442949.86,0.78,0.88,102394.62,116163.0,877
E14000911,UKPARL.2025.SFD,25203908.02,31732202.53,0.79,0.78,95592.64,121936.33,886
E14000911,UKPARL.2025.WSL,6513490.58,31732202.53,0.21,0.22,26343.69,121936.33,445
E14000912,UKPARL.2025.EWT,171621631.86,612616386.07,0.28,0.18,17920.6,98161.59,537
E14000912,UKPARL.2025.SAL,440946241.82,612616386.07,0.72,0.82,80240.99,98161.59,823
E14000913,UKPARL.2025.SAW,738143465.75,738297418.97,1.0,1.0,97133.46,97133.46,1251
E14000914,UKPARL.2025.SCU,182368017.15,182416199.33,1.0,1.0,92506.31,92506.31,1241
E14000915,UKPARL.2025.DRL,83260412.93,366828505.9,0.23,0.05,4499.7,84827.0,471
E14000915,UKPARL.2025.EAS,24886754.42,366828505.9,0.07,0.13,11086.0,84827.0,199
E14000915,UKPARL.2025.NAS,174511887.66,366828505.9,0.48,0.7,59021.0,84827.0,668
E14000915,UKPARL.2025.SKW,84140051.69,366828505.9,0.23,0.12,10220.3,84827.0,474
E14000916,UKPARL.2025.LWL,3566275.57,84076387.88,0.04,0.08,6640.6,83380.04,120
E14000916,UKPARL.2025.SEF,80481532.29,84076387.88,0.96,0.92,76739.44,83380.04,1064
E14000917,UKPARL.2025.HGK,20481763.09,844859351.18,0.02,0.01,755.16,104730.0,60
E14000917,UKPARL.2025.SBY,462665420.76,844859351.18,0.55,0.74,77131.99,104730.0,696
E14000917,UKPARL.2025.WAE,356027084.35,844859351.18,0.42,0.25,26037.5,104730.0,638
E14000918,UKPARL.2025.SEV,242928236.3,249616308.28,0.97,0.94,91920.0,97964.0,1089
E14000918,UKPARL.2025.TON,6682561.2,249616308.28,0.03,0.06,6044.0,97964.0,69
E14000919,UKPARL.2025.SBH,938079.45,20162412.51,0.05,0.02,3133.93,138770.29,133
E14000919,UKPARL.2025.SCE,12663912.91,20162412.51,0.63,0.8,110779.5,138770.29,755
E14000919,UKPARL.2025.SHA,1162650.86,20162412.51,0.06,0.03,4655.71,138770.29,162
E14000919,UKPARL.2025.SHE,5389999.86,20162412.51,0.27,0.15,20201.16,138770.29,524
E14000920,UKPARL.2025.SSE,44306483.18,44335114.2,1.0,1.0,97354.43,97354.43,1174
E14000921,UKPARL.2025.SBH,27361047.13,27379118.81,1.0,1.0,110437.24,110437.24,1172
E14000922,UKPARL.2025.SHA,135054182.38,135282793.12,1.0,0.99,89588.84,90258.15,1147
E14000923,UKPARL.2025.SHE,22352453.68,25237793.15,0.89,0.89,83399.67,94100.81,967
E14000923,UKPARL.2025.SSE,2709303.11,25237793.15,0.11,0.11,10426.89,94100.81,295
E14000924,UKPARL.2025.GED,25805167.5,307233777.69,0.08,0.06,6238.28,102278.0,246
E14000924,UKPARL.2025.NWK,21731311.02,307233777.69,0.07,0.01,1304.17,102278.0,206
E14000924,UKPARL.2025.SWF,259654176.95,307233777.69,0.85,0.93,94735.54,102278.0,920
E14000925,UKPARL.2025.SHY,94851969.06,95020505.68,1.0,1.0,95910.53,95959.33,1145
E14000926,UKPARL.2025.SHR,333838887.07,601647078.62,0.55,0.91,99561.88,108978.0,699
E14000926,UKPARL.2025.SSO,267727322.4,601647078.62,0.44,0.09,9416.12,108978.0,658
E14000927,UKPARL.2025.FAV,72930960.61,238297033.56,0.31,0.08,9661.83,120685.0,552
E14000927,UKPARL.2025.SAS,165365558.43,238297033.56,0.69,0.92,111023.17,120685.0,807
E14000928,UKPARL.2025.SAR,2015526399.12,2094200014.31,0.96,0.96,96245.59,100459.0,1074
E14000928,UKPARL.2025.WAE,71261698.98,2094200014.31,0.03,0.04,3582.09,100459.0,94
E14000929,UKPARL.2025.GAB,403354474.81,1122375880.86,0.36,0.2,24364.0,119501.75,590
E14000929,UKPARL.2025.SLR,718839033.26,1122375880.86,0.64,0.8,95137.75,119501.75,766
E14000930,UKPARL.2025.SLO,24614542.54,26917186.73,0.91,0.89,127707.17,142991.0,1002
E14000930,UKPARL.2025.WND,2292327.38,26917186.73,0.09,0.11,15283.83,142991.0,249
E14000931,UKPARL.2025.MSE,9248243.07,32718580.99,0.28,0.24,24162.1,102765.85,539
E14000931,UKPARL.2025.SWS,23459321.23,32718580.99,0.72,0.76,78603.75,102765.85,819
E14000932,UKPARL.2025.FES,353979989.29,950841318.58,0.37,0.45,49335.56,108644.95,602
E14000932,UKPARL.2025.GAS,594714993.04,950841318.58,0.63,0.54,59044.86,108644.95,753
E14000933,UKPARL.2025.BAB,1643814.61,131744266.0,0.01,0.1,10647.0,101844.0,16
E14000933,UKPARL.2025.CPT,12995587.8,131744266.0,0.1,0.02,2150.95,101844.0,280
E14000933,UKPARL.2025.SBT,117100163.12,131744266.0,0.89,0.87,89046.05,101844.0,970
E14000934,UKPARL.2025.EEC,34814366.63,629181534.0,0.06,0.06,6593.0,117912.0,154
E14000934,UKPARL.2025.SCB,397054164.62,629181534.0,0.63,0.6,70740.11,117912.0,758
E14000934,UKPARL.2025.SNC,197260431.02,629181534.0,0.31,0.34,40497.14,117912.0,557
E14000935,UKPARL.2025.DED,47207937.05,338130164.09,0.14,0.12,13325.25,107261.0,357
E14000935,UKPARL.2025.SDE,290835625.03,338130164.09,0.86,0.88,93935.75,107261.0,942
