ONSConstID,ConstituencyName,RegionName,1995-12-31,1996-03-31,1996-06-30,1996-09-30,1996-12-31,1997-03-31,1997-06-30,1997-09-30,1997-12-31,1998-03-31,1998-06-30,1998-09-30,1998-12-31,1999-03-31,1999-06-30,1999-09-30,1999-12-31,2000-03-31,2000-06-30,2000-09-30,2000-12-31,2001-03-31,2001-06-30,2001-09-30,2001-12-31,2002-03-31,2002-06-30,2002-09-30,2002-12-31,2003-03-31,2003-06-30,2003-09-30,2003-12-31,2004-03-31,2004-06-30,2004-09-30,2004-12-31,2005-03-31,2005-06-30,2005-09-30,2005-12-31,2006-03-31,2006-06-30,2006-09-30,2006-12-31,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-04-01,2018-06-01,2018-09-01,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01
E14000541,Barnsley Central,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0,24100.0
E14000542,Barnsley East,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0
E14000543,Barrow and Furness,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0
E14000544,Basildon and Billericay,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0
E14000545,Basingstoke,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0,34100.0
E14000546,Bassetlaw,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0
E14000547,Bath,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0,32300.0
E14000548,Batley and Spen,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0
E14000549,Battersea,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0,42900.0
E14000550,Beaconsfield,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0,36200.0
E14000551,Beckenham,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0,40700.0
E14000552,Bedford,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0,30200.0
E14000553,Bermondsey and Old Southwark,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0,39500.0
E14000554,Berwick-upon-Tweed,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0
E14000555,Bethnal Green and Bow,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0,34600.0
E14000556,Beverley and Holderness,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0,33000.0
E14000557,Bexhill and Battle,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0,29900.0
E14000558,Bexleyheath and Crayford,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0,38900.0
E14000559,Birkenhead,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0
E14000560,"Birmingham, Edgbaston",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0,29400.0
E14000561,"Birmingham, Erdington",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0
E14000562,"Birmingham, Hall Green",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0,28100.0
E14000563,"Birmingham, Hodge Hill",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0,26000.0
E14000564,"Birmingham, Ladywood",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0,30400.0
E14000565,"Birmingham, Northfield",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0,27700.0
E14000566,"Birmingham, Perry Barr",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0,27600.0
E14000567,"Birmingham, Selly Oak",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0
E14000568,"Birmingham, Yardley",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0
E14000569,Bishop Auckland,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0
E14000570,Blackburn,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0,23300.0
E14000571,Blackley and Broughton,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0
E14000572,Blackpool North and Cleveleys,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0
E14000573,Blackpool South,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0
E14000574,Blaydon,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0,26400.0
E14000575,Blyth Valley,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0,27000.0
E14000576,Bognor Regis and Littlehampton,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0
E14000577,Bolsover,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0,26600.0
E14000578,Bolton North East,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0,26300.0
E14000579,Bolton South East,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0
E14000580,Bolton West,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0
E14000581,Bootle,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0,26800.0
E14000582,Boston and Skegness,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0
E14000583,Bosworth,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
E14000584,Bournemouth East,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0,28500.0
E14000585,Bournemouth West,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0,24700.0
E14000586,Bracknell,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0,39600.0
E14000587,Bradford East,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0,24900.0
