ONSConstID,ConstituencyName,RegNationID,RegNationName,Con_num,Con_pc / Electric only,Con_pc / Mains gas only,Con_pc / No central heating,Con_pc / Oil only,Con_pc / Other,Con_pc / Tank or bottled gas only,Con_pc / Two or more types of central heating
E14001466,Sheffield Brightside & Hillsborough,E12000003,Yorkshire and The Humber,4155,0.049691248,0.794836227,0.017563093,0.000313227,0.039914086,0.00472078,0.092961339
E14001467,Sheffield Central,E12000003,Yorkshire and The Humber,2680,0.23070693,0.629063982,0.02345829,0.000462802,0.035115122,0.003673493,0.07751938
E14001468,Sheffield Hallam,E12000003,Yorkshire and The Humber,2761,0.051830718,0.835499551,0.007291171,0.005494796,0.024039732,0.002905902,0.072938131
E14001469,Sheffield Heeley,E12000003,Yorkshire and The Humber,3918,0.054128265,0.809518742,0.01326068,0.000170282,0.035886848,0.003639769,0.083395415
E14001470,Sheffield South East,E12000003,Yorkshire and The Humber,3452,0.037154941,0.823548138,0.010914548,0.000409296,0.046455046,0.003024239,0.078493792
E14001471,Sherwood Forest,E12000004,East Midlands,4003,0.03574673,0.811069222,0.006813227,0.022006722,0.023959847,0.009493096,0.090911156
E14001472,Shipley,E12000003,Yorkshire and The Humber,3651,0.074666973,0.802434543,0.017179605,0.004800184,0.010725769,0.006338999,0.083853927
E14001473,Shrewsbury,E12000005,West Midlands,4276,0.082569858,0.7215071,0.012253779,0.061314705,0.014727439,0.009688502,0.097938617
E14001474,Sittingbourne & Sheppey,E12000008,South East,3770,0.060078658,0.803828941,0.01559604,0.008837756,0.013426156,0.013019303,0.085213146
E14001475,Skipton & Ripon,E12000003,Yorkshire and The Humber,5475,0.055982437,0.622781742,0.015070435,0.120723564,0.031192828,0.029043176,0.125205818
E14001476,Sleaford & North Hykeham,E12000004,East Midlands,3843,0.056517973,0.665295222,0.006953467,0.130792551,0.03007555,0.017900967,0.09246427
E14001477,Slough,E12000008,South East,3341,0.15732108,0.721275084,0.019756704,0.000421772,0.020911028,0.006148997,0.074165335
E14001478,Smethwick,E12000005,West Midlands,3952,0.082108882,0.779881322,0.019073185,0.000306113,0.020368277,0.005203918,0.093058303
E14001479,Solihull West & Shirley,E12000005,West Midlands,2676,0.065453972,0.838126281,0.010383261,0.002996688,0.009147784,0.003548709,0.070343305
E14001480,South Basildon & East Thurrock,E12000006,East of England,3057,0.109315636,0.770562984,0.013889574,0.002245029,0.023905857,0.004662752,0.075418167
E14001481,South Cambridgeshire,E12000006,East of England,3968,0.091692078,0.585511767,0.009171536,0.175329966,0.029888964,0.016038548,0.092367141
E14001482,South Cotswolds,E12000009,South West,4631,0.089037545,0.542864901,0.00891116,0.193626422,0.02705438,0.02419096,0.114314631
E14001483,South Derbyshire,E12000004,East Midlands,3585,0.040903876,0.798922532,0.008729486,0.029630369,0.018656158,0.013742705,0.089414875
E14001484,South Devon,E12000009,South West,4989,0.11457161,0.584674854,0.023927191,0.100626315,0.028991535,0.025150462,0.122058032
E14001485,South Dorset,E12000009,South West,4195,0.086894651,0.750451753,0.016398627,0.028324901,0.01416245,0.009012468,0.09475515
E14001486,South East Cornwall,E12000009,South West,5392,0.11796024,0.505714844,0.032164314,0.136814341,0.034997314,0.040663313,0.131685635
E14001487,South Holland & The Deepings,E12000004,East Midlands,4425,0.066838484,0.653624145,0.009904364,0.127819549,0.027455324,0.020106925,0.094251209
E14001488,South Leicestershire,E12000004,East Midlands,3719,0.044891604,0.795263145,0.007218513,0.039041306,0.014554976,0.011299568,0.087730886
E14001489,South Norfolk,E12000006,East of England,4113,0.077010766,0.555997467,0.009778341,0.209854338,0.031386954,0.011779607,0.104192527
E14001490,South Northamptonshire,E12000004,East Midlands,4241,0.063885918,0.709138443,0.008936423,0.08244801,0.021818182,0.012976827,0.100796197
E14001491,South Ribble,E12000002,North West,3420,0.038657751,0.835537395,0.012456662,0.011589896,0.009435364,0.007627538,0.084695394
E14001492,South Shields,E12000001,North East,4182,0.035355845,0.832005584,0.007196322,0.000601699,0.021252016,0.002936292,0.100652242
E14001493,South Shropshire,E12000005,West Midlands,6706,0.07606573,0.419457014,0.01967135,0.219552274,0.046272922,0.059276018,0.159704692
E14001494,South Suffolk,E12000006,East of England,4497,0.088708674,0.550859474,0.01072166,0.196099405,0.026891216,0.014851116,0.111868454
E14001495,South West Devon,E12000009,South West,3992,0.056635163,0.762513261,0.016732568,0.04400135,0.01171762,0.012151606,0.096248433
E14001496,South West Hertfordshire,E12000006,East of England,3094,0.072831718,0.814638149,0.009155255,0.006180438,0.013130225,0.004718675,0.07934554
E14001497,South West Norfolk,E12000006,East of England,4731,0.108686311,0.449535268,0.011488274,0.261787919,0.037495194,0.024016825,0.106990208
E14001498,South West Wiltshire,E12000009,South West,4295,0.099460182,0.686332585,0.01029475,0.076935938,0.014665839,0.009721492,0.102589213
E14001499,Southampton Itchen,E12000008,South East,3248,0.222212708,0.642104812,0.021043843,0.000706457,0.041209967,0.003189759,0.069532454
E14001500,Southampton Test,E12000008,South East,3240,0.210332346,0.666710541,0.022639026,0.000570363,0.024679171,0.003992541,0.071076012
E14001501,Southend East & Rochford,E12000006,East of England,3464,0.134459459,0.741519105,0.01472507,0.004799627,0.019082013,0.004706431,0.080708295
E14001502,Southend West & Leigh,E12000006,East of England,3757,0.064581484,0.822235881,0.012087687,0.000478044,0.012770607,0.002321929,0.085524369
E14001503,Southgate & Wood Green,E12000007,London,4283,0.103785277,0.753845216,0.01934291,0.000568909,0.029827092,0.005607818,0.087022777
E14001504,Southport,E12000002,North West,3389,0.069102244,0.806811671,0.016295753,0.009947056,0.012559877,0.007609269,0.077674131
E14001505,Spelthorne,E12000008,South East,3035,0.103387236,0.78518802,0.013778586,0.001315664,0.014926801,0.008802985,0.072600708
E14001506,Spen Valley,E12000003,Yorkshire and The Humber,3378,0.041645294,0.840575462,0.017977089,0.001172419,0.013189712,0.002931047,0.082508976
E14001507,St Albans,E12000006,East of England,2905,0.088100428,0.809967676,0.009170864,0.003006841,0.012302989,0.004660603,0.072790599
E14001508,St Austell & Newquay,E12000009,South West,4540,0.192354578,0.488603169,0.031901925,0.100374911,0.03208593,0.050256457,0.104423028
E14001509,St Helens North,E12000002,North West,3469,0.035701275,0.855145719,0.011589253,0.002527322,0.012978142,0.00307377,0.078984517
E14001510,St Helens South & Whiston,E12000002,North West,3435,0.040695049,0.840761606,0.013430317,0.001759015,0.016995888,0.004706554,0.081651572
E14001511,St Ives,E12000009,South West,5805,0.153302939,0.392635909,0.050572377,0.164601814,0.046137073,0.048912235,0.143837653
E14001512,St Neots & Mid Cambridgeshire,E12000006,East of England,3669,0.065816678,0.759315415,0.007879623,0.057087066,0.016471399,0.00914312,0.084286699
E14001513,Stafford,E12000005,West Midlands,3926,0.063317835,0.721684322,0.010880506,0.069812587,0.016871974,0.02334276,0.094090016
E14001514,Staffordshire Moorlands,E12000005,West Midlands,4104,0.03778184,0.723339427,0.010862941,0.079140503,0.023342077,0.016797817,0.108735395
E14001515,Stalybridge & Hyde,E12000002,North West,3771,0.059066816,0.817689145,0.013881296,0.00254332,0.0130256,0.004159635,0.08963419
E14001516,Stevenage,E12000006,East of England,3486,0.084962223,0.786985133,0.008774068,0.006409944,0.021618328,0.006288082,0.084962223
E14001517,Stockport,E12000002,North West,3661,0.09243987,0.771645744,0.017549148,0.000645981,0.036045735,0.002842316,0.078831205
E14001518,Stockton North,E12000001,North East,4218,0.05054025,0.814514243,0.009775948,0.001309696,0.02006642,0.005145236,0.098648206
E14001519,Stockton West,E12000001,North East,3230,0.030390586,0.846943868,0.006067611,0.015760027,0.00974495,0.006251478,0.08484148
E14001520,Stoke-on-Trent Central,E12000005,West Midlands,4358,0.075895331,0.792426886,0.015761929,0.0006157,0.021221139,0.004638276,0.089440739
E14001521,Stoke-on-Trent North,E12000005,West Midlands,3746,0.049053894,0.831576997,0.010746462,0.002269727,0.015146953,0.004446812,0.086759154
E14001522,Stoke-on-Trent South,E12000005,West Midlands,3438,0.040379275,0.821520602,0.008180931,0.020389783,0.016136699,0.007380351,0.086012359
E14001523,"Stone, Great Wyrley & Penkridge",E12000005,West Midlands,3512,0.039417309,0.77515515,0.008231414,0.045675262,0.0146971,0.025629041,0.091194724
E14001524,Stourbridge,E12000005,West Midlands,3250,0.074753627,0.815604417,0.016961323,0.000247611,0.009780617,0.002178973,0.080473431
E14001525,Stratford & Bow,E12000007,London,4121,0.219920083,0.544535825,0.026110489,0.001057105,0.114569018,0.006680902,0.087126578
E14001526,Stratford-on-Avon,E12000005,West Midlands,4501,0.086311419,0.618899347,0.00962423,0.111551435,0.02457953,0.04286085,0.106173189
E14001527,Streatham & Croydon North,E12000007,London,4181,0.099064788,0.746836782,0.024755618,0.000613601,0.034001947,0.00626296,0.088464305
E14001528,Stretford & Urmston,E12000002,North West,3146,0.085311112,0.803089633,0.014134951,0.000668545,0.019268421,0.002411537,0.075115802
E14001529,Stroud,E12000009,South West,4719,0.078936069,0.720443702,0.011521947,0.04706584,0.019918893,0.009541985,0.112571565
E14001530,Suffolk Coastal,E12000006,East of England,4574,0.102656356,0.636497442,0.014181249,0.10039016,0.024787982,0.014625143,0.106861669
E14001531,Sunderland Central,E12000001,North East,4857,0.073962524,0.780112657,0.009748247,0.00020692,0.021887573,0.002414071,0.111668008
E14001532,Surrey Heath,E12000008,South East,3369,0.068575441,0.809798721,0.006917356,0.005044989,0.010167993,0.011884329,0.087611172
E14001533,Sussex Weald,E12000008,South East,4375,0.069685317,0.654686233,0.010803317,0.110518193,0.022129797,0.017735227,0.114441916
E14001534,Sutton & Cheam,E12000007,London,2864,0.141511017,0.745462392,0.017359196,0.000359652,0.022969765,0.003668449,0.068669528
E14001535,Sutton Coldfield,E12000005,West Midlands,2915,0.087920527,0.810384977,0.013055542,0.001535946,0.012213249,0.002675519,0.07221424
E14001536,Swindon North,E12000009,South West,3526,0.067507916,0.819385703,0.00991472,0.003582241,0.013704962,0.004414246,0.081490212
E14001537,Swindon South,E12000009,South West,3533,0.123379124,0.760067617,0.016647409,0.001690418,0.017760089,0.004857277,0.075598066
E14001538,Tamworth,E12000005,West Midlands,3447,0.06600279,0.800283831,0.010150575,0.017871747,0.011617838,0.011160822,0.082912397
E14001539,Tatton,E12000002,North West,3900,0.057392834,0.757209767,0.008535223,0.044744538,0.013813271,0.025581893,0.092722475
E14001540,Taunton & Wellington,E12000009,South West,4555,0.100935843,0.700340114,0.014935463,0.055052073,0.020005493,0.012506073,0.09622494
E14001541,Telford,E12000005,West Midlands,4236,0.043546525,0.825998615,0.009605172,0.003809744,0.014846456,0.004386978,0.097806511
E14001542,Tewkesbury,E12000009,South West,3701,0.059890758,0.777930172,0.012343897,0.033422363,0.010659544,0.016699151,0.089054116
E14001543,The Wrekin,E12000005,West Midlands,4554,0.0423032,0.735484758,0.009665376,0.066489544,0.019605598,0.022147912,0.104303612
E14001544,Thirsk & Malton,E12000003,Yorkshire and The Humber,5823,0.065695273,0.517714548,0.014364387,0.185865076,0.046902249,0.035842129,0.133616338
E14001545,Thornbury & Yate,E12000009,South West,3711,0.06340036,0.696678671,0.009828932,0.095638255,0.019632853,0.022008804,0.092812125
E14001546,Thurrock,E12000006,East of England,3590,0.164177117,0.715636444,0.019687049,0.001797803,0.012873155,0.006148041,0.079680391
E14001547,Tipton & Wednesbury,E12000005,West Midlands,4140,0.07464846,0.791314374,0.017407424,0.000203463,0.018379527,0.004453588,0.093593164
E14001548,Tiverton & Minehead,E12000009,South West,5745,0.098048865,0.509780282,0.023226632,0.164948454,0.034815343,0.02782767,0.141352754
E14001549,Tonbridge,E12000008,South East,3611,0.07213379,0.726702599,0.010704211,0.062965948,0.018134193,0.018411243,0.090948015
E14001550,Tooting,E12000007,London,3682,0.090896498,0.763650636,0.018862697,0.001177476,0.03550897,0.004894604,0.08500912
E14001551,Torbay,E12000009,South West,3549,0.133084813,0.750342242,0.023630505,0.001832312,0.014110908,0.002253533,0.074745688
E14001552,Torridge & Tavistock,E12000009,South West,5842,0.102178227,0.462908713,0.028822529,0.192898318,0.038603289,0.036571537,0.138017388
E14001553,Tottenham,E12000007,London,5134,0.139574879,0.660541063,0.025623188,0.000908213,0.06626087,0.007884058,0.099207729
E14001554,Truro & Falmouth,E12000009,South West,4851,0.14433242,0.526575959,0.030173258,0.114746476,0.037563626,0.027897416,0.118710846
E14001555,Tunbridge Wells,E12000008,South East,4164,0.108697612,0.689229383,0.012911221,0.067688148,0.014691302,0.012956287,0.093826048
E14001556,Twickenham,E12000007,London,3334,0.077916771,0.810089223,0.014143983,0.001566509,0.017367812,0.003223829,0.075691875
E14001557,Tynemouth,E12000001,North East,3766,0.056508646,0.831820048,0.00825843,0.000456267,0.014646165,0.002395401,0.085915043
E14001558,Uxbridge & South Ruislip,E12000007,London,3311,0.108199297,0.767332224,0.015183028,0.000878166,0.026321871,0.005569421,0.076515992
E14001559,Vauxhall & Camberwell Green,E12000007,London,4204,0.172166616,0.562087504,0.032955986,0.001398663,0.130053761,0.009462826,0.091874645
E14001560,Wakefield & Rothwell,E12000003,Yorkshire and The Humber,3936,0.07851331,0.801759972,0.012912355,0.001326612,0.01565402,0.002807995,0.087025736
E14001561,Wallasey,E12000002,North West,3269,0.048694686,0.836419182,0.0180985,0.000509165,0.016918163,0.003703018,0.075657286
E14001562,Walsall & Bloxwich,E12000005,West Midlands,3962,0.114039269,0.749472251,0.017614346,0.000703666,0.022630802,0.005606628,0.089933038
E14001563,Walthamstow,E12000007,London,3767,0.103150597,0.737288323,0.021570662,0.000883139,0.048749255,0.00518844,0.083169585
E14001564,Warrington North,E12000002,North West,3340,0.046262834,0.839216906,0.011583658,0.005169567,0.012373453,0.005456765,0.079936816
E14001565,Warrington South,E12000002,North West,3253,0.059979746,0.836931504,0.01017308,0.003544467,0.009321488,0.005178604,0.07487111
E14001566,Warwick & Leamington,E12000005,West Midlands,3691,0.118157157,0.763307689,0.011984702,0.005914528,0.014853026,0.003713257,0.08206964
E14001567,Washington & Gateshead South,E12000001,North East,4342,0.035231775,0.8128849,0.006230009,0.001479926,0.036950399,0.003580465,0.103642526
E14001568,Watford,E12000006,East of England,3229,0.135114272,0.744251328,0.016912676,0.000748556,0.022222742,0.005216496,0.075533931
E14001569,Waveney Valley,E12000006,East of England,5173,0.107612615,0.3312427,0.012391448,0.350058402,0.046112437,0.021227972,0.131354426
E14001570,Weald of Kent,E12000008,South East,4800,0.060715218,0.566536152,0.012033412,0.166588358,0.024693292,0.044139911,0.125293657
E14001571,Wellingborough & Rushden,E12000004,East Midlands,3967,0.062145211,0.818922079,0.01196981,0.004358456,0.014691187,0.003571808,0.084341448
E14001572,Wells & Mendip Hills,E12000009,South West,4760,0.065660417,0.609114097,0.012069736,0.138131426,0.022798391,0.027058298,0.125167635
E14001573,Welwyn Hatfield,E12000006,East of England,3751,0.087487168,0.78681419,0.009649823,0.007573857,0.014737082,0.00816699,0.085570891
E14001574,West Bromwich,E12000005,West Midlands,3741,0.077061434,0.793879935,0.018476991,0.000420463,0.018733941,0.004041112,0.087386125
E14001575,West Dorset,E12000009,South West,5435,0.104266938,0.55863569,0.015549796,0.148787486,0.025268419,0.021728064,0.125763606
E14001576,West Ham & Beckton,E12000007,London,4572,0.184543773,0.606154847,0.025489359,0.000935016,0.082383072,0.007561437,0.092932496
E14001577,West Lancashire,E12000002,North West,3604,0.047143273,0.787661267,0.009190998,0.028470269,0.019521777,0.020613057,0.08739936
E14001578,West Suffolk,E12000006,East of England,4621,0.113059775,0.542986782,0.010613533,0.198007497,0.026198461,0.017971987,0.091161965
E14001579,West Worcestershire,E12000005,West Midlands,5270,0.068673088,0.569318339,0.012052357,0.143453012,0.029243674,0.055814168,0.121445361
E14001580,Westmorland & Lonsdale,E12000002,North West,6034,0.087306174,0.543315997,0.01976789,0.137388038,0.039343157,0.027593181,0.145285563
E14001581,Weston-super-Mare,E12000009,South West,3393,0.087093633,0.794601864,0.012011316,0.006121597,0.011385243,0.01010991,0.078676436
E14001582,Wetherby & Easingwold,E12000003,Yorkshire and The Humber,3986,0.050796174,0.655529629,0.010128465,0.120618477,0.032898279,0.027821226,0.102207749
E14001583,Whitehaven & Workington,E12000002,North West,4521,0.04344083,0.786890967,0.011354647,0.022755829,0.018172088,0.012192284,0.105193355
E14001584,Widnes & Halewood,E12000002,North West,2939,0.038480885,0.84751006,0.015392354,0.002414487,0.013430584,0.008853119,0.073918511
E14001585,Wigan,E12000002,North West,3669,0.065374986,0.826450419,0.009295744,0.003004245,0.01208229,0.003918581,0.079873735
E14001586,Wimbledon,E12000007,London,3228,0.098867476,0.786829847,0.017170518,0.000616495,0.019636496,0.003173806,0.073705361
E14001587,Winchester,E12000008,South East,4512,0.07719174,0.683893805,0.009109145,0.079976401,0.020082596,0.023268437,0.106477876
E14001588,Windsor,E12000008,South East,3414,0.101116892,0.772516825,0.0141998,0.005298076,0.016896568,0.008496015,0.081475825
E14001589,Wirral West,E12000002,North West,2765,0.032183017,0.872637973,0.008711387,0.004032571,0.007884193,0.003076128,0.071474732
E14001590,Witham,E12000006,East of England,3997,0.098298411,0.624173815,0.010195472,0.145713214,0.0175784,0.010359537,0.093681151
E14001591,Witney,E12000008,South East,3995,0.094805324,0.660558204,0.007722487,0.099225268,0.021156138,0.017332141,0.099200437
E14001592,Woking,E12000008,South East,3257,0.137199537,0.733685684,0.014793899,0.004344049,0.027560575,0.003813109,0.078603147
E14001593,Wokingham,E12000008,South East,3172,0.069064087,0.803756923,0.00604885,0.016921467,0.011127843,0.012123223,0.080957607
E14001594,Wolverhampton North East,E12000005,West Midlands,3767,0.084216252,0.776416611,0.016956769,0.00059124,0.02889982,0.003831236,0.089088071
E14001595,Wolverhampton South East,E12000005,West Midlands,4408,0.076631227,0.787383178,0.017319729,0.000535883,0.018670153,0.004972992,0.094486839
E14001596,Wolverhampton West,E12000005,West Midlands,3881,0.113875852,0.759364208,0.017754361,0.000531303,0.018241388,0.004316833,0.085916054
E14001597,Worcester,E12000005,West Midlands,3387,0.096976879,0.795112025,0.015607531,0.001542865,0.012141675,0.002884486,0.075734538
E14001598,Worsley & Eccles,E12000002,North West,3842,0.073011253,0.808750054,0.012034583,0.0019768,0.017704306,0.003062953,0.083460051
E14001599,Worthing West,E12000008,South East,3370,0.122065831,0.766965231,0.015818037,0.004324038,0.012927992,0.003551888,0.074346982
E14001600,Wycombe,E12000008,South East,3447,0.129005225,0.71191955,0.011830819,0.033298827,0.01853495,0.010450557,0.084960071
E14001601,Wyre Forest,E12000005,West Midlands,4657,0.063899737,0.754418481,0.014805499,0.023631429,0.013084442,0.027404514,0.102755897
E14001602,Wythenshawe & Sale East,E12000002,North West,3992,0.084082417,0.792655066,0.013045799,0.000790007,0.020155866,0.004035444,0.085235401
E14001603,Yeovil,E12000009,South West,4558,0.112334423,0.644611216,0.016794254,0.092852228,0.019740237,0.015654567,0.098013074
E14001604,York Central,E12000003,Yorkshire and The Humber,3641,0.130213048,0.754873606,0.016624351,0.00123634,0.01355558,0.003112926,0.080384148
E14001605,York Outer,E12000003,Yorkshire and The Humber,3187,0.047207629,0.815974902,0.007544257,0.022259293,0.01942086,0.008241416,0.079351642
N05000001,Belfast East,N92000002,Northern Ireland,148,0.023055129,0.664770638,0.0032009,0.253368514,0,0.00348206,0.052122759
N05000002,Belfast North,N92000002,Northern Ireland,160,0.027618631,0.690990597,0.003498797,0.224928931,0,0.002471026,0.050492018
N05000003,Belfast South & Mid Down,N92000002,Northern Ireland,249,0.031316553,0.613776038,0.005050403,0.271139687,0,0.007119242,0.071598077
N05000004,Belfast West,N92000002,Northern Ireland,112,0.014030882,0.739758866,0.002632259,0.200521751,0,0.002655762,0.040400479
N05000005,East Antrim,N92000002,Northern Ireland,151,0.011413716,0.392275316,0.003738549,0.449715276,0,0.009160683,0.13369646
N05000006,East Londonderry,N92000002,Northern Ireland,102,0.015622347,0.118186449,0.002474347,0.638551294,0,0.008975572,0.216189991
N05000007,Fermanagh & South Tyrone,N92000002,Northern Ireland,172,0.020535114,0.013353828,0.00413104,0.681069267,0,0.008766452,0.272144298
N05000008,Foyle,N92000002,Northern Ireland,90,0.015262377,0.34369264,0.002262955,0.501521209,0,0.007744336,0.129516482
N05000009,Lagan Valley,N92000002,Northern Ireland,104,0.009908398,0.32380283,0.002358063,0.518569744,0,0.007981135,0.137379829
N05000010,Mid Ulster,N92000002,Northern Ireland,108,0.008187891,0.015325361,0.002908856,0.711592329,0,0.008214824,0.253770739
N05000011,Newry & Armagh,N92000002,Northern Ireland,143,0.013933024,0.114397458,0.003495478,0.676582743,0,0.00488878,0.186702518
N05000012,North Antrim,N92000002,Northern Ireland,135,0.014107904,0.154464694,0.003250114,0.608156583,0,0.007246551,0.212774153
N05000013,North Down,N92000002,Northern Ireland,131,0.019218935,0.566745562,0.003100592,0.312568047,0,0.005704142,0.092662722
N05000014,South Antrim,N92000002,Northern Ireland,98,0.007009569,0.268636364,0.002344498,0.561578947,0,0.014641148,0.145789474
N05000015,South Down,N92000002,Northern Ireland,153,0.016817256,0.039562334,0.003995404,0.706899253,0,0.014675928,0.218049825
N05000016,Strangford,N92000002,Northern Ireland,157,0.012065506,0.250030969,0.003889701,0.55949756,0,0.014642123,0.159874142
N05000017,Upper Bann,N92000002,Northern Ireland,116,0.012798102,0.206663337,0.002413951,0.633870229,0,0.006284596,0.137969784
N05000018,West Tyrone,N92000002,Northern Ireland,101,0.010117554,0.029956413,0.002668076,0.65584467,0,0.007158896,0.294254392
S14000021,East Renfrewshire,S92000003,Scotland,296,0.054870375,0.870551221,0.010747546,0.006896552,0.008935313,0.007450289,0.040548704
S14000027,Na h-Eileanan an Iar,S92000003,Scotland,354,0.171922926,0.097129375,0.035155328,0.374282344,0.152103814,0.027841133,0.141565081
S14000045,Midlothian,S92000003,Scotland,568,0.031582285,0.844063994,0.009584431,0.024314701,0.020290703,0.013852307,0.056311579
S14000048,North Ayrshire & Arran,S92000003,Scotland,532,0.072038277,0.791275439,0.018464441,0.030032796,0.021721551,0.011950222,0.054517274
S14000051,Orkney & Shetland,S92000003,Scotland,68,0.357577473,0.003773407,0.041082968,0.257487854,0.211074949,0.003207396,0.125795953
S14000060,Aberdeen North,S92000003,Scotland,400,0.080185787,0.797882025,0.019396191,0.005740827,0.037101719,0.007431491,0.05226196
S14000061,Aberdeen South,S92000003,Scotland,429,0.117366841,0.769652519,0.027251973,0.006147873,0.01571123,0.007711805,0.056157759
S14000062,Aberdeenshire North & Moray East,S92000003,Scotland,695,0.088184591,0.63201167,0.016973876,0.136697167,0.037130354,0.015360474,0.073641869
S14000063,Airdrie & Shotts,S92000003,Scotland,443,0.044856239,0.836164424,0.013554918,0.018604309,0.017378729,0.010858642,0.058582739
S14000064,Alloa & Grangemouth,S92000003,Scotland,354,0.046934383,0.864004762,0.011973991,0.005265809,0.010989514,0.008104767,0.052726773
S14000065,Angus & Perthshire Glens,S92000003,Scotland,1334,0.119935519,0.580784524,0.019967759,0.131133799,0.037291779,0.028672757,0.082213864
S14000066,Arbroath & Broughty Ferry,S92000003,Scotland,889,0.090490329,0.75845959,0.016613544,0.041937737,0.015914946,0.019407938,0.057175916
S14000067,"Argyll, Bute & South Lochaber",S92000003,Scotland,1637,0.190043515,0.387640069,0.042409758,0.139539603,0.11189773,0.036908439,0.091560887
S14000068,Bathgate & Linlithgow,S92000003,Scotland,473,0.044210379,0.851721239,0.012051007,0.012471391,0.015040404,0.011046756,0.053458826
S14000069,"Caithness, Sutherland & Easter Ross",S92000003,Scotland,1654,0.161082078,0.254819727,0.02687629,0.307320715,0.099578411,0.036318124,0.114004655
S14000070,Coatbridge & Bellshill,S92000003,Scotland,310,0.052890645,0.86473247,0.013583548,0.001561871,0.009702534,0.007336063,0.050192867
S14000071,Cowdenbeath & Kirkcaldy,S92000003,Scotland,360,0.057741842,0.852733666,0.010370238,0.006540193,0.010504625,0.008063252,0.054046185
S14000072,Cumbernauld & Kirkintilloch,S92000003,Scotland,253,0.048410939,0.865730475,0.017713723,0.006060606,0.008770633,0.006233062,0.047080562
S14000073,Dumfries & Galloway,S92000003,Scotland,1038,0.111827174,0.573031302,0.020190125,0.152036141,0.043527598,0.022224125,0.077163534
S14000074,"Dumfriesshire, Clydesdale & Tweeddale",S92000003,Scotland,1419,0.099751232,0.480732647,0.017657675,0.215135847,0.073972001,0.034608068,0.07814253
S14000075,Dundee Central,S92000003,Scotland,312,0.154786918,0.727888999,0.035322101,0.000812686,0.019861249,0.006184341,0.055143707
S14000076,Dunfermline & Dollar,S92000003,Scotland,440,0.044813531,0.857219828,0.010658733,0.011361507,0.013493253,0.010307346,0.052145802
S14000077,East Kilbride & Strathaven,S92000003,Scotland,422,0.067852884,0.840912811,0.014402955,0.011643948,0.01365475,0.00986696,0.041665692
S14000078,Edinburgh East & Musselburgh,S92000003,Scotland,306,0.121159736,0.758845525,0.040211203,0.000488547,0.018583589,0.005749826,0.054961574
S14000079,Edinburgh North & Leith,S92000003,Scotland,319,0.123884125,0.758829964,0.04045376,0.00061748,0.018630253,0.005627889,0.051956529
S14000080,Edinburgh South,S92000003,Scotland,207,0.085644848,0.824901269,0.024770406,0.001004837,0.010188582,0.00483724,0.048652817
S14000081,Edinburgh South West,S92000003,Scotland,302,0.107273615,0.772923277,0.036612155,0.002013669,0.022211374,0.006142706,0.052823204
S14000082,Edinburgh West,S92000003,Scotland,257,0.061868084,0.855020108,0.017881081,0.004180583,0.009860723,0.005839184,0.045350237
S14000083,Falkirk,S92000003,Scotland,581,0.073653428,0.812386652,0.013488393,0.015551324,0.023893725,0.013171019,0.047855459
S14000084,Glasgow East,S92000003,Scotland,436,0.123796338,0.746146216,0.034735711,0.000847212,0.028908542,0.009009381,0.056556598
S14000085,Glasgow North,S92000003,Scotland,361,0.176540643,0.673462385,0.043640621,0.0006863,0.040855049,0.007286894,0.057528108
S14000086,Glasgow North East,S92000003,Scotland,416,0.124639066,0.744588486,0.035645299,0.000756716,0.02061055,0.008284047,0.065475835
S14000087,Glasgow South,S92000003,Scotland,278,0.102630131,0.802399032,0.028040057,0.000352151,0.012215253,0.006118631,0.048244745
S14000088,Glasgow South West,S92000003,Scotland,339,0.09721675,0.795949109,0.025862668,0.00062571,0.017844314,0.007856133,0.054645315
S14000089,Glasgow West,S92000003,Scotland,360,0.124298529,0.7619506,0.032277885,0.000532503,0.020849547,0.007373121,0.052717814
S14000090,Glenrothes & Mid Fife,S92000003,Scotland,318,0.033827132,0.873976438,0.01112796,0.006648781,0.012784323,0.00741864,0.054216727
S14000091,Gordon & Buchan,S92000003,Scotland,1147,0.084667165,0.492121665,0.014310646,0.255098479,0.04193468,0.02859636,0.083271005
S14000092,Hamilton & Clyde Valley,S92000003,Scotland,581,0.078014024,0.791932538,0.013753918,0.031588916,0.019661338,0.013100043,0.051949223
S14000093,Inverclyde & Renfrewshire West,S92000003,Scotland,410,0.061361435,0.834652553,0.014531106,0.004253007,0.021099638,0.009687404,0.054414857
S14000094,"Inverness, Skye & West Ross-shire",S92000003,Scotland,1068,0.167448639,0.464371993,0.032882784,0.140515503,0.072733444,0.021322898,0.100724739
S14000095,Livingston,S92000003,Scotland,376,0.043065016,0.862160266,0.01366856,0.008350494,0.012061825,0.008508905,0.052184933
S14000096,Lothian East,S92000003,Scotland,723,0.065386636,0.772579644,0.012943593,0.037684482,0.02822754,0.017266084,0.065912022
S14000097,Mid Dunbartonshire,S92000003,Scotland,267,0.045371014,0.884598192,0.009759611,0.004842555,0.00707758,0.006630575,0.041720473
S14000098,"Moray West, Nairn & Strathspey",S92000003,Scotland,856,0.110962126,0.510166399,0.01989317,0.16411316,0.071681358,0.018816082,0.104367705
