Time period,Station name,Scheduled stops,Recorded station stops,"Recorded station stops (percentage) [note 2]","Time to 3 (percentage) [note 3, 5]","Cancellations (percentage) [note 4, 5]"
Apr 2024 to Mar 2025 Period 11,Teignmouth,2686,2576,99.8837,81.5606,3.9836
Apr 2024 to Mar 2025 Period 11,Telford Central,2563,2495,99.9199,80.8417,2.5751
Apr 2024 to Mar 2025 Period 11,Templecombe,1152,1128,100.0000,74.2908,2.0833
Apr 2024 to Mar 2025 Period 11,Tenby,413,397,100.0000,68.7657,3.8741
Apr 2024 to Mar 2025 Period 11,Teynham,1223,1204,100.0000,69.3522,1.5536
Apr 2024 to Mar 2025 Period 11,Thames Ditton,1732,1687,99.7635,86.3071,2.3672
Apr 2024 to Mar 2025 Period 11,Thanet Parkway,2084,2069,99.9034,78.9754,0.6238
Apr 2024 to Mar 2025 Period 11,Thatcham,1964,1908,100.0000,80.2935,2.8513
Apr 2024 to Mar 2025 Period 11,Thatto Heath,1720,1223,74.4370,88.7163,4.4767
Apr 2024 to Mar 2025 Period 11,The Hawthorns,3256,3170,99.9685,88.5489,2.6106
Apr 2024 to Mar 2025 Period 11,The Lakes (Warks),854,597,72.3636,88.1072,3.3958
Apr 2024 to Mar 2025 Period 11,Theale,1964,1913,100.0000,82.0178,2.5967
Apr 2024 to Mar 2025 Period 11,Theobalds Grove,2061,2026,99.9507,91.7572,1.6497
Apr 2024 to Mar 2025 Period 11,Thetford,1711,1660,100.0000,74.2771,2.9807
Apr 2024 to Mar 2025 Period 11,Thirsk,1306,1259,99.9206,56.3940,3.5222
Apr 2024 to Mar 2025 Period 11,Thornaby,3820,3577,99.9162,74.9511,6.2827
Apr 2024 to Mar 2025 Period 11,Thorne North,1027,971,100.0000,73.2235,5.4528
Apr 2024 to Mar 2025 Period 11,Thorne South,353,346,100.0000,86.1272,1.9830
Apr 2024 to Mar 2025 Period 11,Thornford,442,46,10.9264,[u],4.7511
Apr 2024 to Mar 2025 Period 11,Thornliebank,1265,1247,99.6006,95.5894,1.0277
Apr 2024 to Mar 2025 Period 11,Thornton Abbey,384,292,78.0749,80.8219,2.6042
Apr 2024 to Mar 2025 Period 11,Thornton Heath,5606,5480,99.8542,95.2007,2.1049
Apr 2024 to Mar 2025 Period 11,Thorntonhall,778,419,54.6997,94.0334,1.5424
Apr 2024 to Mar 2025 Period 11,Thorpe Bay,5129,5084,100.0000,93.3124,0.8774
Apr 2024 to Mar 2025 Period 11,Thorpe Culvert,116,50,43.8596,[u],1.7241
Apr 2024 to Mar 2025 Period 11,Thorpe-le-Soken,2260,2251,100.0000,97.7788,0.3982
Apr 2024 to Mar 2025 Period 11,Three Bridges,10144,9628,100.0000,74.2002,5.0868
Apr 2024 to Mar 2025 Period 11,Three Oaks,910,435,49.9426,[u],4.2857
Apr 2024 to Mar 2025 Period 11,Thurgarton,461,381,86.0045,81.1024,3.9046
Apr 2024 to Mar 2025 Period 11,Thurnscoe,1055,986,99.4955,68.9655,6.0664
Apr 2024 to Mar 2025 Period 11,Thurso,184,169,99.4118,70.4142,7.6087
Apr 2024 to Mar 2025 Period 11,Thurston,898,895,99.8884,91.8436,0.2227
Apr 2024 to Mar 2025 Period 11,Tilbury Town,2415,2371,100.0000,90.0464,1.8219
Apr 2024 to Mar 2025 Period 11,Tile Hill,2010,1940,100.0000,77.4742,3.4826
Apr 2024 to Mar 2025 Period 11,Tilehurst,1896,1862,100.0000,83.5661,1.7932
Apr 2024 to Mar 2025 Period 11,Tipton,1748,1733,99.8847,82.3428,0.7437
Apr 2024 to Mar 2025 Period 11,Tir-Phil,920,888,100.0000,81.8694,3.4783
Apr 2024 to Mar 2025 Period 11,Tisbury,1220,865,72.9958,78.9595,2.8689
Apr 2024 to Mar 2025 Period 11,Tiverton Parkway,2361,2283,99.9562,65.3964,3.2613
Apr 2024 to Mar 2025 Period 11,Todmorden,3588,3359,99.9405,67.3415,6.3266
Apr 2024 to Mar 2025 Period 11,Tolworth,1667,1353,83.2103,84.5528,2.4595
Apr 2024 to Mar 2025 Period 11,Ton Pentre,1647,1257,78.0745,94.6698,2.2465
Apr 2024 to Mar 2025 Period 11,Tonbridge,6843,6750,100.0000,71.7333,1.3591
Apr 2024 to Mar 2025 Period 11,Tondu,898,867,100.0000,59.4002,3.4521
Apr 2024 to Mar 2025 Period 11,Tonfanau,375,98,26.3441,[u],0.8000
Apr 2024 to Mar 2025 Period 11,Tonypandy,1647,1251,77.8954,87.0504,2.4894
Apr 2024 to Mar 2025 Period 11,Tooting,1782,1674,99.8807,87.5149,5.9484
Apr 2024 to Mar 2025 Period 11,Topsham,1912,1863,100.0000,88.9962,2.5628
Apr 2024 to Mar 2025 Period 11,Torquay,2129,1987,98.9542,88.6764,5.6834
Apr 2024 to Mar 2025 Period 11,Torre,1936,1828,99.8907,88.5120,5.4752
Apr 2024 to Mar 2025 Period 11,Totnes,2336,2241,99.6886,68.9424,3.7671
Apr 2024 to Mar 2025 Period 11,Tottenham Court Road,17031,15768,99.9937,88.9016,7.4100
Apr 2024 to Mar 2025 Period 11,Tottenham Hale,10070,9735,99.8666,92.8814,3.1976
Apr 2024 to Mar 2025 Period 11,Totton,1359,1328,100.0000,73.5693,2.2811
Apr 2024 to Mar 2025 Period 11,Town Green,3252,3009,99.9336,92.7883,7.4108
Apr 2024 to Mar 2025 Period 11,Trafford Park,636,382,63.6667,78.2723,5.6604
Apr 2024 to Mar 2025 Period 11,Trefforest,6726,6494,99.9692,85.3557,3.4196
Apr 2024 to Mar 2025 Period 11,Trefforest Estate,6726,6480,99.8613,86.3735,3.5236
Apr 2024 to Mar 2025 Period 11,Trehafod,1647,1604,99.9377,86.2219,2.5501
Apr 2024 to Mar 2025 Period 11,Treherbert,1647,1615,100.0000,96.5944,1.9429
Apr 2024 to Mar 2025 Period 11,Treorchy,1647,1251,77.7502,94.4844,2.3072
Apr 2024 to Mar 2025 Period 11,Trimley,943,927,100.0000,87.5944,1.6967
Apr 2024 to Mar 2025 Period 11,Tring,3629,3556,100.0000,85.5174,2.0116
Apr 2024 to Mar 2025 Period 11,Troed-Y-Rhiw,1681,1265,80.0633,93.6759,6.0083
Apr 2024 to Mar 2025 Period 11,Troon,2195,2158,99.9537,92.5857,1.6401
Apr 2024 to Mar 2025 Period 11,Trowbridge,2168,2126,100.0000,84.9953,1.9373
Apr 2024 to Mar 2025 Period 11,Truro,3370,3287,100.0000,85.5187,2.4629
Apr 2024 to Mar 2025 Period 11,Tulloch,147,15,10.3448,[u],1.3605
Apr 2024 to Mar 2025 Period 11,Tulse Hill,7241,6991,100.0000,92.3616,3.4526
Apr 2024 to Mar 2025 Period 11,Tunbridge Wells,3155,3090,100.0000,65.2427,2.0602
Apr 2024 to Mar 2025 Period 11,Turkey Street,2061,2026,99.9507,93.9783,1.6497
Apr 2024 to Mar 2025 Period 11,Tutbury and Hatton,828,772,98.2188,72.2798,5.0725
Apr 2024 to Mar 2025 Period 11,Tweedbank,1505,1452,100.0000,86.9835,3.5216
Apr 2024 to Mar 2025 Period 11,Twickenham,6987,6742,100.0000,86.1910,3.5065
Apr 2024 to Mar 2025 Period 11,Twyford,6431,6131,100.0000,83.2491,4.6649
Apr 2024 to Mar 2025 Period 11,Ty Croes,531,180,35.2250,[u],3.7665
Apr 2024 to Mar 2025 Period 11,Ty Glas,1457,889,64.9854,78.5152,6.1084
Apr 2024 to Mar 2025 Period 11,Tygwyn,375,77,20.6989,[u],0.8000
Apr 2024 to Mar 2025 Period 11,Tyndrum Lower,282,37,13.2616,[u],1.0638
Apr 2024 to Mar 2025 Period 11,Tyseley,2438,2354,100.0000,92.7782,3.4454
Apr 2024 to Mar 2025 Period 11,Tywyn,375,371,100.0000,92.4528,1.0667
Apr 2024 to Mar 2025 Period 11,Uckfield,1016,998,100.0000,87.5752,1.7717
Apr 2024 to Mar 2025 Period 11,Uddingston,2711,2642,99.9622,83.8380,2.5083
Apr 2024 to Mar 2025 Period 11,Ulceby,384,375,100.0000,82.9333,2.3438
Apr 2024 to Mar 2025 Period 11,Ulleskelf,463,452,100.0000,71.6814,2.3758
Apr 2024 to Mar 2025 Period 11,Ulverston,1013,964,100.0000,77.5934,4.8371
Apr 2024 to Mar 2025 Period 11,Umberleigh,912,630,71.5096,77.3016,3.3991
Apr 2024 to Mar 2025 Period 11,University (Birmingham),5556,5457,100.0000,79.1461,1.7819
Apr 2024 to Mar 2025 Period 11,Uphall,2214,2139,99.9533,89.3408,3.3424
Apr 2024 to Mar 2025 Period 11,Upholland,666,478,74.3390,86.4017,3.4535
Apr 2024 to Mar 2025 Period 11,Upminster,7905,7825,99.9872,94.3642,0.9994
Apr 2024 to Mar 2025 Period 11,Upper Halliford,2046,1890,99.6310,78.3069,7.2825
Apr 2024 to Mar 2025 Period 11,Upper Holloway,3806,3768,99.9469,94.9575,0.9459
Apr 2024 to Mar 2025 Period 11,Upper Tyndrum,147,7,4.8276,[u],1.3605
Apr 2024 to Mar 2025 Period 11,Upper Warlingham,1928,1901,100.0000,89.9527,1.4004
Apr 2024 to Mar 2025 Period 11,Upton (Merseyside),1014,888,92.5965,78.1532,5.4241
Apr 2024 to Mar 2025 Period 11,Upwey,1612,876,56.2259,85.8447,3.3499
Apr 2024 to Mar 2025 Period 11,Urmston,1823,1535,90.2941,68.2085,6.7471
Apr 2024 to Mar 2025 Period 11,Uttoxeter,828,555,70.6107,72.0721,5.0725
Apr 2024 to Mar 2025 Period 11,Valley,560,292,54.6816,78.4247,4.6429
Apr 2024 to Mar 2025 Period 11,Vauxhall,19600,18752,100.0000,82.5565,4.3265
Apr 2024 to Mar 2025 Period 11,Virginia Water,3995,3896,100.0000,84.3429,2.4781
Apr 2024 to Mar 2025 Period 11,Waddon,4231,4159,99.9279,92.0894,1.6308
Apr 2024 to Mar 2025 Period 11,Wadhurst,2003,1946,99.9486,69.2703,2.7958
Apr 2024 to Mar 2025 Period 11,Wainfleet,808,352,45.4780,[u],4.2079
Apr 2024 to Mar 2025 Period 11,Wakefield Kirkgate,4465,4252,100.0000,69.6849,4.7704
Apr 2024 to Mar 2025 Period 11,Wakefield Westgate,5320,5066,99.9803,67.1141,4.7556
Apr 2024 to Mar 2025 Period 11,Walkden,1661,1585,99.9369,85.5521,4.5154
Apr 2024 to Mar 2025 Period 11,Wallasey Grove Road,3124,1499,50.0000,97.3983,4.0333
Apr 2024 to Mar 2025 Period 11,Wallasey Village,3124,1491,49.7332,[u],4.0333
Apr 2024 to Mar 2025 Period 11,Wallington,4252,4178,99.9282,91.9818,1.6698
Apr 2024 to Mar 2025 Period 11,Wallyford,1192,1182,100.0000,91.8782,0.8389
Apr 2024 to Mar 2025 Period 11,Walmer,1220,1178,97.5973,82.2581,1.0656
Apr 2024 to Mar 2025 Period 11,Walsall,3500,3483,99.9713,93.9133,0.4571
Apr 2024 to Mar 2025 Period 11,Walsden,1078,1003,99.8010,76.9691,6.7718
Apr 2024 to Mar 2025 Period 11,Waltham Cross,2502,2426,99.8765,91.3850,2.9177
Apr 2024 to Mar 2025 Period 11,Walthamstow Central,4098,4053,100.0000,95.1887,1.0981
Apr 2024 to Mar 2025 Period 11,Walthamstow Queen's Road,3806,3776,100.0000,95.7627,0.7882
Apr 2024 to Mar 2025 Period 11,Walton (Merseyside),3252,1566,50.6960,84.7382,5.0123
Apr 2024 to Mar 2025 Period 11,Walton-On-Thames,3178,3059,99.8368,84.4720,3.5872
Apr 2024 to Mar 2025 Period 11,Walton-on-the-Naze,1084,1079,100.0000,99.2586,0.4613
Apr 2024 to Mar 2025 Period 11,Wanborough,1834,1804,99.8893,87.6940,1.5267
Apr 2024 to Mar 2025 Period 11,Wandsworth Common,4750,4670,99.9572,94.9893,1.6421
Apr 2024 to Mar 2025 Period 11,Wandsworth Road,3302,3264,99.9388,93.4436,1.0902
Apr 2024 to Mar 2025 Period 11,Wandsworth Town,5326,5129,99.8637,88.4968,3.5674
Apr 2024 to Mar 2025 Period 11,Wanstead Park,3806,3776,100.0000,95.7892,0.7882
Apr 2024 to Mar 2025 Period 11,Wapping,14067,13900,99.9569,92.8921,1.1445
Apr 2024 to Mar 2025 Period 11,Warblington,1164,1110,99.3733,77.7477,4.0378
Apr 2024 to Mar 2025 Period 11,Ware (Herts),2209,2154,99.9536,88.5794,2.4445
Apr 2024 to Mar 2025 Period 11,Wareham (Dorset),1732,1702,100.0000,70.3290,1.7321
Apr 2024 to Mar 2025 Period 11,Wargrave,1828,951,52.5414,97.7918,0.9847
Apr 2024 to Mar 2025 Period 11,Warminster,516,503,100.0000,82.5050,2.5194
Apr 2024 to Mar 2025 Period 11,Warnham,797,374,47.5827,[u],1.3802
Apr 2024 to Mar 2025 Period 11,Warrington Bank Quay,3377,3199,100.0000,63.9575,5.2710
Apr 2024 to Mar 2025 Period 11,Warrington Central,3780,3520,100.0000,71.5625,6.8783
Apr 2024 to Mar 2025 Period 11,Warrington West,1917,1766,99.4930,69.7055,7.4074
Apr 2024 to Mar 2025 Period 11,Warwick,2292,2257,99.9557,89.5436,1.4834
Apr 2024 to Mar 2025 Period 11,Warwick Parkway,1739,1718,100.0000,87.0780,1.2076
Apr 2024 to Mar 2025 Period 11,Water Orton,372,360,100.0000,65.8333,3.2258
Apr 2024 to Mar 2025 Period 11,Waterbeach,2123,2021,99.8518,84.2157,4.6632
Apr 2024 to Mar 2025 Period 11,Wateringbury,1781,1639,93.2840,93.5937,1.3476
Apr 2024 to Mar 2025 Period 11,Waterloo (Merseyside),3702,3559,99.9719,92.1326,3.8358
Apr 2024 to Mar 2025 Period 11,Watford High Street,4044,3906,99.7701,90.9370,3.1899
Apr 2024 to Mar 2025 Period 11,Watford Junction,11810,11446,99.9913,86.4057,3.0737
Apr 2024 to Mar 2025 Period 11,Watford North,1070,802,77.4131,98.2544,3.1776
Apr 2024 to Mar 2025 Period 11,Watlington,1370,1290,99.9225,81.2403,5.7664
Apr 2024 to Mar 2025 Period 11,Watton-At-Stone,1712,1678,99.9404,93.9809,1.9276
Apr 2024 to Mar 2025 Period 11,Waun-gron Park,1661,1575,99.6835,85.7143,4.8766
Apr 2024 to Mar 2025 Period 11,Wavertree Technology Park,2782,2636,99.9621,77.4659,5.2121
Apr 2024 to Mar 2025 Period 11,Weeley,880,878,100.0000,98.0638,0.2273
Apr 2024 to Mar 2025 Period 11,Weeton,2003,1912,99.8955,66.4226,4.4433
Apr 2024 to Mar 2025 Period 11,Welham Green,2282,2245,99.9110,84.4098,1.5337
Apr 2024 to Mar 2025 Period 11,Welling,4926,4808,99.8754,79.8877,2.2737
Apr 2024 to Mar 2025 Period 11,Wellingborough,1984,1914,100.0000,83.8036,3.5282
Apr 2024 to Mar 2025 Period 11,Wellington (Shropshire),2563,2498,100.0000,83.3867,2.5361
Apr 2024 to Mar 2025 Period 11,Welshpool,614,595,99.8322,73.6134,2.9316
Apr 2024 to Mar 2025 Period 11,Welwyn Garden City,4342,4229,99.9527,79.4041,2.5564
Apr 2024 to Mar 2025 Period 11,Welwyn North,1713,1635,99.5737,61.3456,4.1448
Apr 2024 to Mar 2025 Period 11,Wem,813,799,100.0000,70.3379,1.7220
Apr 2024 to Mar 2025 Period 11,Wembley Central,4839,4663,99.7433,92.1295,3.3891
Apr 2024 to Mar 2025 Period 11,Wembley Stadium,2143,2121,100.0000,94.4366,1.0266
Apr 2024 to Mar 2025 Period 11,Wemyss Bay,1314,1295,100.0000,95.8301,1.4460
Apr 2024 to Mar 2025 Period 11,Wendover,1753,1324,76.4876,91.7674,1.2550
Apr 2024 to Mar 2025 Period 11,Wennington,402,358,93.4726,81.0056,4.7264
Apr 2024 to Mar 2025 Period 11,West Allerton,1674,1568,99.8090,79.6556,6.1529
Apr 2024 to Mar 2025 Period 11,West Brompton,5217,4905,99.9185,89.1131,5.9038
Apr 2024 to Mar 2025 Period 11,West Byfleet,3374,3168,96.2918,81.4710,2.4896
Apr 2024 to Mar 2025 Period 11,West Calder,1359,1342,99.9255,91.2072,1.1773
Apr 2024 to Mar 2025 Period 11,West Croydon,9218,8990,100.0000,90.0222,2.4734
Apr 2024 to Mar 2025 Period 11,West Drayton,4116,3795,99.9210,80.6061,7.7259
Apr 2024 to Mar 2025 Period 11,West Dulwich,3697,3520,99.8298,81.8466,4.6254
Apr 2024 to Mar 2025 Period 11,West Ealing,6956,6451,100.0000,86.3277,7.2599
Apr 2024 to Mar 2025 Period 11,West Ham,8413,8292,100.0000,89.9301,1.4383
Apr 2024 to Mar 2025 Period 11,West Hampstead,7734,7302,99.9863,76.1161,5.5728
Apr 2024 to Mar 2025 Period 11,West Hampstead Thameslink,7985,7516,100.0000,76.6498,5.8735
Apr 2024 to Mar 2025 Period 11,West Horndon,2566,2538,100.0000,94.0898,1.0912
Apr 2024 to Mar 2025 Period 11,West Kilbride,821,815,100.0000,85.0307,0.7308
Apr 2024 to Mar 2025 Period 11,West Kirby,3078,2926,100.0000,96.2406,4.9383
Apr 2024 to Mar 2025 Period 11,West Malling,2234,1119,50.4054,69.6157,0.6267
Apr 2024 to Mar 2025 Period 11,West Norwood,4982,4934,99.8179,96.5140,0.7828
Apr 2024 to Mar 2025 Period 11,West Ruislip,1255,1241,100.0000,92.8284,1.1155
Apr 2024 to Mar 2025 Period 11,West Runton,871,0,0.0000,[u],0.3444
Apr 2024 to Mar 2025 Period 11,West St Leonards,1250,1218,99.9180,74.7947,2.4800
Apr 2024 to Mar 2025 Period 11,West Sutton,1654,1546,99.6134,86.7400,6.1669
Apr 2024 to Mar 2025 Period 11,West Wickham,3565,3477,99.9712,83.4628,2.4404
Apr 2024 to Mar 2025 Period 11,West Worthing,3584,3475,100.0000,80.0000,3.0413
Apr 2024 to Mar 2025 Period 11,Westbury,1150,1098,100.0000,76.0474,4.5217
Apr 2024 to Mar 2025 Period 11,Westcliff,6075,6018,100.0000,92.1402,0.9383
Apr 2024 to Mar 2025 Period 11,Westcombe Park,4368,4064,99.9017,88.8041,6.8681
Apr 2024 to Mar 2025 Period 11,Westenhanger,1216,1204,99.9170,82.9734,0.9046
Apr 2024 to Mar 2025 Period 11,Wester Hailes,922,457,50.3304,88.8403,1.5184
Apr 2024 to Mar 2025 Period 11,Westerfield,1190,1172,99.9147,90.2730,1.4286
Apr 2024 to Mar 2025 Period 11,Westerton,5201,5074,99.9803,88.0568,2.4226
Apr 2024 to Mar 2025 Period 11,Westgate-On-Sea,1354,1335,99.9251,82.8464,1.3294
Apr 2024 to Mar 2025 Period 11,Westhoughton,1580,1528,99.8693,75.0000,3.1646
Apr 2024 to Mar 2025 Period 11,Weston Milton,1352,695,52.6515,74.2446,2.3669
Apr 2024 to Mar 2025 Period 11,Weston-Super-Mare,2476,2401,100.0000,78.6756,3.0291
Apr 2024 to Mar 2025 Period 11,Wetheral,873,657,81.9202,87.5190,8.1329
Apr 2024 to Mar 2025 Period 11,Weybridge,4818,4668,99.9786,84.7258,3.0926
Apr 2024 to Mar 2025 Period 11,Weymouth,2192,2139,100.0000,76.3908,2.4179
Apr 2024 to Mar 2025 Period 11,Whaley Bridge,1280,932,74.2629,89.0558,1.9531
Apr 2024 to Mar 2025 Period 11,Whalley (Lancashire),919,626,70.8947,84.8243,3.9173
Apr 2024 to Mar 2025 Period 11,Whatstandwell,963,624,66.8094,80.1282,3.0114
Apr 2024 to Mar 2025 Period 11,Whifflet,2265,2144,100.0000,81.6231,5.3422
Apr 2024 to Mar 2025 Period 11,Whimple,681,556,83.4835,73.3813,2.2026
Apr 2024 to Mar 2025 Period 11,Whinhill,1314,688,53.0864,93.6047,1.3699
Apr 2024 to Mar 2025 Period 11,Whiston,1080,1019,100.0000,63.1011,5.6481
Apr 2024 to Mar 2025 Period 11,Whitby,267,260,100.0000,86.5385,2.6217
Apr 2024 to Mar 2025 Period 11,Whitchurch (Cardiff),1457,800,62.2084,80.8750,11.7364
Apr 2024 to Mar 2025 Period 11,Whitchurch (Hampshire),1160,1041,91.3960,84.9183,1.8103
Apr 2024 to Mar 2025 Period 11,Whitchurch (Shropshire),1101,680,63.0213,67.2059,1.9982
Apr 2024 to Mar 2025 Period 11,White Hart Lane,4523,4448,100.0000,95.9308,1.6582
Apr 2024 to Mar 2025 Period 11,White Notley,1172,582,50.1724,96.5636,1.0239
Apr 2024 to Mar 2025 Period 11,Whitechapel,31091,29680,99.9697,89.6092,4.5093
Apr 2024 to Mar 2025 Period 11,Whitecraigs,1831,171,9.4059,[u],0.7100
Apr 2024 to Mar 2025 Period 11,Whitehaven,931,885,100.0000,72.0904,4.9409
Apr 2024 to Mar 2025 Period 11,Whitland,1189,1141,99.9124,64.1543,3.9529
Apr 2024 to Mar 2025 Period 11,Whitley Bridge,72,72,100.0000,83.3333,0.0000
Apr 2024 to Mar 2025 Period 11,Whitlocks End,1593,1543,100.0000,90.5379,3.1387
Apr 2024 to Mar 2025 Period 11,Whitstable,2034,2004,99.9501,81.0878,1.4258
Apr 2024 to Mar 2025 Period 11,Whittlesea,544,530,100.0000,78.6792,2.5735
Apr 2024 to Mar 2025 Period 11,Whittlesford Parkway,2612,2581,99.9226,89.1127,1.1103
Apr 2024 to Mar 2025 Period 11,Whitton (London),2706,2573,99.9223,90.4392,4.8411
Apr 2024 to Mar 2025 Period 11,Whitwell (Derbyshire),476,122,26.0684,[u],1.6807
Apr 2024 to Mar 2025 Period 11,Whyteleafe,1927,908,48.5821,[u],3.0099
Apr 2024 to Mar 2025 Period 11,Whyteleafe South,1927,1867,99.9465,81.0927,3.0618
Apr 2024 to Mar 2025 Period 11,Wick,184,182,100.0000,68.6813,1.0870
Apr 2024 to Mar 2025 Period 11,Wickford,4078,4014,100.0000,96.8610,1.5694
Apr 2024 to Mar 2025 Period 11,Wickham Market,891,0,0.0000,[u],0.4489
Apr 2024 to Mar 2025 Period 11,Widdrington,69,67,100.0000,77.6119,2.8986
Apr 2024 to Mar 2025 Period 11,Widnes,1830,1712,99.7669,70.2687,6.2295
Apr 2024 to Mar 2025 Period 11,Widney Manor,1683,1611,99.9380,92.4271,4.2187
Apr 2024 to Mar 2025 Period 11,Wigan North Western,4757,4534,100.0000,72.3644,4.6878
Apr 2024 to Mar 2025 Period 11,Wigan Wallgate,3209,3092,100.0000,81.1449,3.6460
Apr 2024 to Mar 2025 Period 11,Wigton,921,891,100.0000,80.6958,3.2573
Apr 2024 to Mar 2025 Period 11,Wildmill,898,600,68.7285,63.5000,2.7840
Apr 2024 to Mar 2025 Period 11,Willesden Junction,12568,11968,99.9749,86.0294,4.7502
Apr 2024 to Mar 2025 Period 11,Williamwood,1831,1814,99.7251,96.8578,0.6554
Apr 2024 to Mar 2025 Period 11,Willington,356,347,100.0000,72.0461,2.5281
Apr 2024 to Mar 2025 Period 11,Wilmcote,1431,1128,81.0345,87.5887,2.7254
Apr 2024 to Mar 2025 Period 11,Wilmslow,4269,4104,100.0000,72.5146,3.8651
Apr 2024 to Mar 2025 Period 11,Wilnecote (Staffs),692,671,99.8512,70.3428,2.8902
Apr 2024 to Mar 2025 Period 11,Wimbledon,14072,13449,100.0000,82.1994,4.4272
Apr 2024 to Mar 2025 Period 11,Wimbledon Chase,1654,793,51.1283,87.0113,6.2273
Apr 2024 to Mar 2025 Period 11,Winchelsea,910,435,49.9426,[u],4.2857
Apr 2024 to Mar 2025 Period 11,Winchester,4299,4187,99.9761,62.0014,2.5820
Apr 2024 to Mar 2025 Period 11,Winchfield,1657,1612,99.9380,86.8486,2.6554
Apr 2024 to Mar 2025 Period 11,Winchmore Hill,2504,2472,99.9192,94.0129,1.1981
Apr 2024 to Mar 2025 Period 11,Windermere,700,684,100.0000,84.2105,2.2857
Apr 2024 to Mar 2025 Period 11,Windsor and Eton Central,2920,2896,100.0000,99.2058,0.8219
Apr 2024 to Mar 2025 Period 11,Windsor and Eton Riverside,1960,1859,100.0000,87.5202,5.1531
Apr 2024 to Mar 2025 Period 11,Winnersh,1815,1762,99.8866,81.9523,2.8099
Apr 2024 to Mar 2025 Period 11,Winnersh Triangle,1815,1761,99.8866,78.7621,2.8650
Apr 2024 to Mar 2025 Period 11,Winsford,923,863,100.0000,66.3963,6.5005
Apr 2024 to Mar 2025 Period 11,Wishaw,1947,1882,98.8965,86.6631,2.2599
Apr 2024 to Mar 2025 Period 11,Witham,4662,4625,100.0000,94.9838,0.7937
Apr 2024 to Mar 2025 Period 11,Witley,1273,1206,98.2085,85.1575,3.5350
Apr 2024 to Mar 2025 Period 11,Witton (West Midlands),1882,1872,100.0000,92.8953,0.5313
Apr 2024 to Mar 2025 Period 11,Wivelsfield,4015,3885,100.0000,73.5650,3.2379
Apr 2024 to Mar 2025 Period 11,Wivenhoe,1992,1984,99.9496,96.7742,0.3514
Apr 2024 to Mar 2025 Period 11,Woburn Sands,816,405,49.9383,[u],0.6127
Apr 2024 to Mar 2025 Period 11,Woking,11240,11023,100.0000,72.2399,1.9306
Apr 2024 to Mar 2025 Period 11,Wokingham,3621,3502,100.0000,84.5802,3.2864
Apr 2024 to Mar 2025 Period 11,Woldingham,1928,1900,100.0000,91.4211,1.4523
Apr 2024 to Mar 2025 Period 11,Wolverhampton,8695,8387,100.0000,74.8301,3.5423
Apr 2024 to Mar 2025 Period 11,Wolverton,2137,2098,99.9524,83.4128,1.7782
Apr 2024 to Mar 2025 Period 11,Wombwell,1906,1622,89.8117,75.8323,5.2466
Apr 2024 to Mar 2025 Period 11,Wood End,791,762,100.0000,85.3018,3.6662
Apr 2024 to Mar 2025 Period 11,Wood Street,4098,4046,99.9753,96.2926,1.2445
Apr 2024 to Mar 2025 Period 11,Woodbridge,891,887,100.0000,95.7159,0.4489
Apr 2024 to Mar 2025 Period 11,Woodgrange Park,3806,3776,100.0000,95.2595,0.7882
Apr 2024 to Mar 2025 Period 11,Woodhall,1584,1574,99.9365,95.7433,0.5682
Apr 2024 to Mar 2025 Period 11,Woodhouse,1015,887,92.8796,78.8050,5.9113
Apr 2024 to Mar 2025 Period 11,Woodlesford,1896,1796,99.7778,83.4633,5.0633
Apr 2024 to Mar 2025 Period 11,Woodley,971,946,100.0000,93.3404,2.5747
Apr 2024 to Mar 2025 Period 11,Woodmansterne,1807,1697,99.7648,89.0984,5.8661
Apr 2024 to Mar 2025 Period 11,Woodsmoor,1808,1765,99.9434,85.3824,2.3230
Apr 2024 to Mar 2025 Period 11,Wool,1276,1246,100.0000,73.6758,2.3511
Apr 2024 to Mar 2025 Period 11,Woolston,2596,2416,100.0000,85.5546,6.9337
Apr 2024 to Mar 2025 Period 11,Woolwich,8709,8076,100.0000,92.1620,7.2683
Apr 2024 to Mar 2025 Period 11,Woolwich Arsenal,6008,5646,100.0000,87.7435,6.0253
Apr 2024 to Mar 2025 Period 11,Woolwich Dockyard,4300,4161,99.9520,90.2668,3.1860
Apr 2024 to Mar 2025 Period 11,Wootton Wawen,854,825,100.0000,86.3030,3.3958
Apr 2024 to Mar 2025 Period 11,Worcester Foregate Street,3879,3731,100.0000,83.0072,3.8154
Apr 2024 to Mar 2025 Period 11,Worcester Park,2238,2171,99.9080,85.9972,2.9044
Apr 2024 to Mar 2025 Period 11,Worcester Shrub Hill,3286,3168,100.0000,79.8611,3.5910
Apr 2024 to Mar 2025 Period 11,Worcestershire Parkway,1850,1568,87.7940,73.7245,3.4595
Apr 2024 to Mar 2025 Period 11,Workington,957,927,100.0000,76.2675,3.1348
Apr 2024 to Mar 2025 Period 11,Worksop,1925,1845,100.0000,85.3117,4.1558
Apr 2024 to Mar 2025 Period 11,Worle,2332,1904,84.0989,78.1513,2.9160
Apr 2024 to Mar 2025 Period 11,Worplesdon,1201,1164,100.0000,87.6289,3.0808
Apr 2024 to Mar 2025 Period 11,Worstead,652,0,0.0000,[u],0.0000
Apr 2024 to Mar 2025 Period 11,Worthing,5194,5077,100.0000,80.0276,2.2526
