Area Code,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024
E14000546,47.413,44.610,54.834,51.908,49.339,49.485,47.344,47.316,46.028,46.733,48.460,45.979,42.334,48.894,54.232,52.748,53.906,54.767
E14000547,34.450,37.143,48.237,42.623,41.087,41.138,40.496,40.507,40.642,40.820,42.274,36.809,32.053,39.252,42.680,41.336,40.325,41.805
E14000548,49.579,51.631,55.467,54.219,53.529,54.157,53.452,53.470,51.655,52.622,54.578,49.208,52.564,54.339,54.908,55.241,52.914,53.941
E14000549,46.258,48.604,55.466,49.393,48.917,49.336,51.194,50.406,52.363,52.949,52.252,50.621,48.501,52.362,55.369,54.877,55.118,54.965
E14000550,44.113,50.735,57.634,54.356,51.890,51.088,52.331,53.703,54.715,52.326,52.582,48.100,47.094,51.398,53.670,53.579,51.130,51.702
E14000551,46.819,51.900,60.019,54.583,53.405,52.741,56.726,56.130,56.283,56.222,57.881,48.566,54.204,58.879,62.829,58.800,58.654,56.105
E14000552,48.364,49.578,53.798,53.901,51.494,49.426,49.576,49.272,49.439,50.201,50.176,47.706,45.462,47.387,51.044,49.477,47.595,46.091
E14000553,55.572,55.276,61.006,59.129,57.599,57.644,59.456,60.372,60.079,58.722,59.875,58.931,54.777,55.890,58.627,56.409,53.052,53.204
E14000554,43.882,50.320,57.449,55.576,54.423,53.917,52.365,51.073,51.480,50.225,51.976,46.566,45.631,49.728,53.229,52.287,50.207,50.375
E14000555,54.387,56.159,59.365,58.423,55.760,55.671,57.725,55.614,54.437,55.408,56.721,54.927,54.210,55.834,56.170,55.598,54.523,53.038
E14000556,42.004,44.583,49.811,46.918,44.945,44.496,45.241,46.464,45.509,47.597,48.714,40.969,41.961,48.614,52.223,51.364,49.655,50.132
E14000557,36.543,42.917,50.796,45.825,45.062,45.292,45.402,48.561,48.603,48.108,48.500,42.958,39.562,45.548,50.460,50.190,47.714,47.368
E14000558,44.736,48.509,56.664,52.957,52.061,52.996,52.596,53.764,51.560,50.714,51.141,43.535,47.728,46.513,48.124,47.936,45.335,48.303
E14000559,49.356,51.425,58.487,56.182,54.354,53.442,53.782,52.481,51.773,52.128,52.572,48.832,49.420,51.148,54.679,53.727,52.358,51.888
E14000560,50.347,52.925,57.126,55.488,53.394,53.021,52.581,52.082,51.291,51.759,50.070,48.656,47.405,49.065,51.352,52.615,50.123,50.500
E14000561,52.499,54.477,60.633,59.070,58.481,57.027,56.577,55.248,54.476,54.575,54.221,53.583,53.690,53.809,56.887,56.750,54.469,54.513
E14000562,61.233,61.246,62.819,62.985,61.264,61.325,62.628,61.495,60.799,61.376,60.440,58.919,59.181,59.631,60.625,60.917,59.145,58.579
E14000563,62.572,64.313,68.015,65.770,64.593,65.019,66.051,65.758,64.184,63.906,66.754,65.888,63.756,64.012,64.306,63.555,60.690,63.361
E14000564,57.195,59.035,61.816,61.883,60.874,61.718,60.479,61.432,60.631,59.366,60.602,59.984,60.192,61.075,61.877,62.351,62.235,62.564
E14000565,51.741,55.496,61.126,57.327,56.479,56.915,58.354,56.845,55.661,56.040,56.958,53.506,50.357,55.152,58.504,56.684,55.030,54.734
E14000566,58.602,60.478,64.629,63.805,61.993,61.296,61.591,60.720,60.304,59.662,59.482,57.483,59.804,60.726,60.913,60.939,59.050,59.417
E14000567,51.581,53.165,56.421,54.251,53.316,53.489,54.068,53.946,54.871,50.528,51.691,48.648,48.448,49.657,51.818,51.794,50.427,49.351
E14000568,55.340,55.804,60.084,56.271,55.972,55.860,57.459,57.810,57.224,55.476,56.926,55.664,55.428,56.668,59.987,57.276,56.402,55.207
E14000569,43.196,44.777,52.220,48.503,46.494,45.199,45.789,45.977,46.711,47.205,46.093,44.324,41.654,46.190,49.031,48.514,45.202,45.966
E14000570,56.435,60.714,67.119,64.114,61.843,61.196,61.440,60.997,60.206,59.338,60.618,55.378,57.545,59.114,62.738,61.398,58.988,60.512
E14000571,53.717,55.533,58.862,57.360,55.576,54.689,56.084,55.927,54.677,53.603,55.075,53.759,50.755,55.177,58.030,56.316,53.714,53.142
E14000572,44.616,49.703,55.110,52.398,49.279,49.350,50.100,51.880,50.011,49.708,48.964,39.402,43.837,47.661,50.995,48.976,47.584,47.118
E14000573,46.909,51.871,57.426,52.404,50.730,49.610,49.845,50.416,50.557,49.952,49.718,46.817,43.733,48.743,53.247,50.765,50.464,50.131
E14000574,44.247,49.665,54.885,53.296,50.212,49.635,50.533,52.642,50.850,50.546,52.145,46.664,44.939,48.768,50.305,50.956,48.716,47.803
E14000575,40.770,45.619,51.830,49.842,49.058,46.133,46.122,46.547,47.076,45.390,46.447,35.921,44.334,47.026,49.092,46.860,46.034,46.062
E14000576,40.097,43.857,51.698,48.781,48.755,48.184,47.355,48.105,46.257,46.382,46.924,40.285,42.261,45.585,48.676,48.514,45.571,47.013
E14000577,43.549,47.776,53.822,51.632,49.718,48.418,47.790,50.269,50.110,49.675,50.613,44.257,44.376,51.658,53.332,52.569,51.333,51.134
E14000578,47.135,48.548,56.195,51.892,51.273,51.512,52.601,51.837,51.482,50.449,51.232,47.337,47.945,50.270,54.933,52.291,50.923,51.645
E14000579,49.385,50.571,57.061,52.569,51.699,51.322,52.742,50.433,51.155,50.085,51.243,48.604,48.684,51.944,56.856,54.063,53.743,53.547
E14000580,48.934,50.902,59.493,56.104,54.592,52.831,53.171,53.871,52.496,53.183,52.654,50.717,50.781,51.768,56.587,56.715,55.694,56.318
E14000581,54.000,58.393,65.166,63.734,63.729,62.167,64.491,63.924,63.742,61.606,61.076,59.164,53.223,59.086,63.237,61.081,58.446,59.167
E14000582,47.434,52.119,57.377,55.405,53.964,53.407,53.303,55.543,55.740,57.713,56.144,54.102,46.274,50.620,54.127,54.094,54.247,54.343
E14000583,42.878,47.813,53.838,51.934,49.642,48.695,47.245,47.260,46.776,48.051,47.794,36.787,40.315,45.002,48.644,49.503,47.993,47.262
E14000584,40.074,46.534,54.931,49.207,48.502,47.239,47.707,48.447,46.356,46.127,47.439,41.598,40.016,43.672,49.381,47.327,45.594,46.976
E14000585,38.533,44.060,51.900,46.142,46.657,45.182,47.657,46.441,45.912,44.893,45.844,43.618,38.406,43.040,47.817,45.747,44.119,46.107
E14000586,46.752,46.776,55.694,50.084,49.959,50.603,52.936,54.753,54.144,54.027,52.142,46.714,50.176,54.916,59.007,58.399,56.199,56.198
E14000587,55.006,60.264,64.762,61.732,60.916,59.772,58.924,59.505,57.255,57.234,60.323,58.555,57.848,60.439,60.833,60.898,59.527,58.487
E14000588,60.166,62.082,65.301,61.249,60.834,59.241,59.650,61.964,63.078,62.228,60.632,61.182,57.614,60.758,62.966,60.675,59.173,59.313
E14000589,61.052,61.609,65.263,61.521,61.881,61.873,61.164,61.573,61.319,61.503,61.454,60.777,60.784,63.000,63.681,61.254,60.356,61.773
E14000590,40.550,46.533,52.596,50.768,49.145,47.524,47.258,48.340,50.046,48.853,46.363,38.949,38.373,47.282,49.709,48.799,47.690,47.167
E14000591,47.822,52.752,56.687,54.675,55.028,56.567,57.689,55.762,57.030,55.504,57.387,54.509,54.105,56.736,60.250,58.721,55.587,55.568
E14000592,51.999,55.025,59.200,57.677,58.199,56.752,57.826,56.774,56.059,55.189,56.855,56.041,56.103,57.465,58.070,58.156,56.723,57.533
E14000593,39.477,44.681,50.251,47.585,48.092,48.471,48.181,46.750,45.559,45.330,47.153,45.095,44.663,47.366,49.406,50.220,48.677,49.138
E14000594,40.514,48.361,55.347,52.096,51.259,50.400,51.051,51.200,50.673,50.550,51.530,45.468,43.436,50.703,52.859,51.338,49.493,49.827
E14000595,36.072,43.936,53.213,50.156,46.309,43.827,45.810,44.294,45.302,45.267,45.456,38.426,36.364,41.602,45.261,45.424,46.357,46.947
E14000596,42.757,44.870,51.686,51.540,48.001,46.110,47.239,45.719,45.501,46.568,46.038,41.337,40.036,44.881,46.358,47.242,44.728,45.577
E14000597,42.292,42.909,47.902,46.195,44.124,41.854,43.703,42.800,40.182,40.866,42.392,40.100,33.495,38.659,43.270,42.380,41.387,40.850
E14000598,45.515,47.883,53.164,51.052,49.717,48.005,50.796,50.027,48.457,49.003,50.247,45.497,45.122,46.757,51.022,48.811,46.645,47.907
E14000599,42.684,43.682,49.515,46.239,44.544,44.496,43.821,44.218,44.273,42.992,44.280,40.758,40.242,42.147,44.753,45.392,43.713,42.847
E14000600,46.009,47.663,56.110,50.958,49.234,50.031,49.526,50.338,50.105,49.667,49.901,43.515,45.634,48.820,52.369,52.693,49.895,50.308
E14000601,38.389,41.414,50.857,45.802,44.246,43.681,43.785,43.838,43.351,41.867,42.530,39.541,39.727,42.490,44.704,42.604,42.411,41.634
E14000602,42.177,43.084,48.628,44.692,42.828,41.600,43.185,42.804,42.302,43.022,46.971,41.910,41.686,43.342,46.804,46.491,45.106,45.131
E14000603,38.797,40.426,46.539,44.996,45.077,44.932,44.259,45.168,42.804,42.000,43.525,38.193,38.489,41.395,44.981,43.603,41.727,42.843
E14000604,40.337,42.057,52.295,46.682,46.313,46.077,46.579,48.108,48.038,50.147,50.280,43.821,47.769,50.146,54.355,51.360,49.922,48.864
E14000605,49.787,51.520,59.796,58.527,55.867,56.333,56.787,56.436,57.290,57.371,57.755,51.320,50.697,55.213,57.521,57.217,55.256,55.467
E14000606,44.417,50.610,56.480,54.137,52.633,53.111,53.096,53.631,52.587,52.066,54.216,44.513,49.178,52.527,57.506,56.353,53.937,53.548
E14000607,41.402,44.198,49.897,47.822,45.575,45.052,44.023,43.525,43.905,43.936,44.248,39.269,39.808,46.359,50.741,50.599,46.400,46.967
E14000608,51.379,53.151,63.129,59.966,57.876,55.361,55.693,55.502,53.641,51.344,49.833,47.247,43.914,46.803,50.699,49.269,48.430,47.446
E14000609,45.499,48.336,52.026,50.798,47.999,48.109,49.091,49.912,51.066,49.938,49.589,46.006,45.650,47.145,49.245,50.238,48.037,45.162
E14000610,53.542,55.730,59.650,58.118,55.429,53.784,54.701,53.535,54.341,56.230,57.235,53.144,55.639,58.089,58.775,59.431,58.517,58.430
E14000611,41.504,44.775,49.722,53.466,52.534,52.994,51.677,52.332,49.652,47.849,48.057,44.585,41.360,45.992,47.120,45.796,48.196,51.298
E14000612,50.861,54.316,60.470,55.411,52.770,52.870,53.434,54.483,53.406,51.491,53.072,50.773,50.470,52.613,54.199,54.101,58.193,59.768
E14000613,46.203,49.436,57.980,53.710,53.450,52.223,52.953,52.673,53.689,52.916,55.484,42.760,50.701,53.099,57.175,59.191,63.519,65.422
E14000614,42.982,45.662,53.037,49.992,48.867,47.323,47.398,47.627,44.876,44.560,45.044,39.734,38.880,43.796,45.768,45.614,43.720,43.404
E14000615,52.938,55.668,62.311,58.733,58.119,57.514,57.920,57.059,57.272,57.381,58.627,54.945,56.187,58.857,61.443,61.398,58.304,58.819
E14000616,44.082,45.671,53.960,51.647,49.677,48.690,50.698,49.541,50.902,50.638,51.850,50.942,50.250,52.788,56.548,56.022,55.178,53.801
E14000617,50.666,52.337,58.648,57.297,54.520,52.571,51.606,51.503,50.829,51.294,51.984,45.992,45.439,48.860,52.894,52.202,50.924,51.209
E14000618,41.864,44.436,50.710,49.084,47.528,47.055,46.895,48.938,48.659,46.055,47.553,42.872,41.804,46.986,49.535,47.603,46.475,46.837
E14000619,46.347,48.730,56.790,53.736,53.042,51.613,51.813,53.146,50.873,50.656,47.612,43.420,41.650,44.968,49.938,49.191,47.359,46.901
E14000620,52.944,55.515,63.064,59.856,56.828,55.930,56.262,55.651,52.546,52.196,51.848,46.578,46.610,48.845,53.862,52.107,51.622,50.111
E14000621,52.919,57.013,66.113,62.478,60.045,60.387,61.717,61.139,61.961,60.625,60.762,54.326,56.186,61.241,64.853,61.238,57.581,59.069
E14000622,43.645,48.083,56.096,53.738,51.747,52.263,53.942,53.631,53.086,51.724,52.205,47.460,45.209,49.510,51.046,51.906,51.113,51.444
E14000623,36.895,42.447,53.388,48.068,45.536,45.565,45.471,44.357,45.025,45.277,45.969,39.476,37.446,44.316,47.838,47.046,45.732,45.364
E14000624,33.414,37.978,46.668,43.072,41.252,41.379,40.560,40.086,39.915,40.236,39.816,36.816,32.542,38.694,42.748,41.586,45.007,46.617
E14000625,43.340,47.223,54.967,50.598,49.243,46.275,47.024,46.653,45.263,46.184,45.539,39.252,41.117,44.788,47.943,46.312,44.225,44.509
E14000626,43.243,45.003,53.277,50.609,49.555,50.190,51.584,47.733,46.044,45.541,46.439,41.192,43.641,44.570,49.113,46.707,45.728,45.704
E14000627,44.498,47.509,54.722,51.403,48.816,47.486,49.872,48.775,48.853,50.250,50.873,45.270,42.150,50.585,54.533,55.099,53.508,54.231
E14000628,43.746,48.148,54.639,53.203,51.713,50.510,51.503,51.920,50.212,48.599,50.355,43.713,42.172,47.575,50.451,48.704,49.761,50.053
E14000629,57.803,53.895,50.299,55.285,57.462,55.411,49.489,47.894,47.308,49.440,50.326,50.818,47.859,46.797,50.578,47.541,48.510,47.799
E14000630,42.061,46.561,52.236,47.074,47.461,46.075,46.563,45.826,46.474,48.088,47.348,42.209,40.893,45.349,48.103,46.528,46.306,45.778
E14000631,39.469,43.665,51.078,49.557,49.044,48.687,48.268,46.639,46.430,48.001,47.781,37.616,39.881,46.688,52.536,49.480,48.321,48.764
E14000632,34.838,39.936,47.165,44.490,43.767,43.385,41.860,41.561,41.843,41.307,43.597,34.485,37.028,42.946,45.541,44.373,44.688,43.547
E14000633,39.710,43.596,53.047,50.043,50.274,48.508,47.572,47.389,44.108,45.410,45.016,36.653,36.306,43.049,47.165,45.386,45.296,46.734
E14000634,49.137,54.846,61.555,59.168,56.390,57.694,58.232,58.179,57.124,57.063,58.000,52.315,50.883,54.426,58.328,56.507,54.332,54.529
E14000635,45.074,49.033,56.076,52.263,50.035,49.504,48.107,47.996,48.131,48.033,49.164,43.283,43.903,48.270,52.241,52.265,49.601,52.318
E14000636,50.793,54.386,62.089,57.465,55.427,55.564,56.782,56.163,56.482,55.976,57.400,51.895,53.145,56.156,60.541,60.293,58.882,57.239
E14000637,39.309,46.562,53.773,50.209,47.178,46.497,47.994,47.845,46.492,45.641,46.789,42.914,40.334,45.450,49.224,46.648,46.506,47.207
E14000638,38.901,45.813,53.200,48.666,47.723,47.624,47.268,47.136,44.879,45.997,46.871,39.759,40.576,45.215,49.401,46.764,44.511,45.352
E14000639,49.593,50.217,54.678,53.462,52.359,52.687,52.826,52.414,50.854,53.210,53.963,50.203,48.436,48.671,51.434,52.198,49.983,51.037
E14000640,44.011,50.150,56.468,53.734,50.294,51.142,51.083,52.435,52.214,50.770,51.228,43.361,44.908,49.570,53.215,52.976,51.546,52.249
E14000641,51.485,50.491,56.145,53.805,52.301,50.564,49.589,49.512,49.492,51.056,50.345,47.989,47.063,49.870,54.151,52.694,51.017,49.908
E14000642,41.598,48.406,52.564,51.721,50.155,49.431,48.241,46.360,45.118,44.015,44.889,41.400,38.943,47.648,49.065,49.134,47.868,48.563
E14000643,53.558,56.406,61.615,62.131,59.099,58.924,56.462,55.346,55.550,55.626,56.869,54.046,54.667,56.466,57.994,58.588,57.669,60.042
E14000644,44.208,45.976,53.244,49.643,47.981,47.762,46.871,46.300,46.863,45.864,46.411,41.485,43.192,44.694,48.380,48.290,45.905,45.618
E14000645,46.010,50.165,56.447,54.125,53.389,53.359,53.140,53.544,53.049,52.256,53.899,45.588,51.130,53.214,53.429,55.365,54.007,53.281
E14000646,39.302,47.899,53.946,51.741,49.664,49.719,48.983,49.304,48.592,48.289,48.471,40.541,39.560,48.544,49.268,49.500,48.829,48.487
E14000647,46.249,47.631,54.761,53.414,51.549,51.500,49.211,48.434,48.453,46.830,48.933,45.349,46.270,48.385,51.232,47.992,47.622,47.012
E14000648,51.041,56.230,59.027,57.721,54.566,54.101,53.363,55.035,54.415,54.851,56.771,48.686,48.204,52.758,55.924,57.095,55.851,55.051
E14000649,53.303,57.031,62.209,61.270,58.935,59.779,60.272,60.390,59.570,60.093,61.004,54.582,57.050,60.083,62.465,61.084,59.972,60.106
E14000650,58.136,59.285,65.771,64.397,62.895,62.912,63.350,62.398,61.396,61.543,62.286,54.092,58.817,61.724,62.981,62.835,60.733,61.223
E14000651,54.120,58.479,64.587,58.974,57.761,57.815,60.309,59.219,59.936,57.078,59.830,50.010,55.771,58.455,60.056,58.100,57.201,56.529
E14000652,50.855,56.878,60.863,58.368,57.321,57.139,57.165,55.317,56.541,55.104,54.726,49.280,49.602,56.194,57.205,56.900,58.735,60.687
E14000653,38.755,45.525,51.702,47.047,45.565,45.274,46.504,48.255,48.478,50.342,51.206,44.320,43.635,50.434,54.982,53.010,50.067,50.666
E14000654,44.224,45.844,51.295,50.220,49.068,50.608,49.190,51.348,54.396,52.499,50.087,49.491,49.143,51.102,53.832,53.125,50.259,49.779
E14000655,56.346,57.952,63.787,62.044,58.441,58.640,59.722,58.968,57.943,58.083,58.700,56.179,55.060,57.705,60.195,58.924,57.236,56.333
E14000656,45.835,52.235,60.573,55.617,53.230,52.136,53.978,53.133,54.906,56.237,56.649,52.361,50.838,56.030,60.047,57.828,56.309,57.355
E14000657,40.877,43.878,49.155,47.726,47.413,48.242,50.252,51.867,51.565,51.865,52.314,47.418,50.390,53.722,54.527,55.460,54.775,54.595
E14000658,39.642,39.395,44.217,41.449,39.102,37.464,37.813,37.060,35.901,39.061,38.682,36.359,36.172,38.247,41.879,40.710,39.171,39.023
E14000659,41.992,42.274,49.110,47.883,44.804,45.572,45.949,42.756,43.652,40.415,41.258,37.492,38.001,39.482,43.175,41.949,40.171,39.696
E14000660,41.012,46.287,54.784,51.664,50.537,48.552,47.887,47.547,47.543,47.304,50.268,46.677,40.266,44.784,48.415,47.484,47.482,46.754
E14000661,54.386,51.764,57.857,55.426,51.222,50.523,49.261,50.904,50.220,49.157,49.648,47.924,46.510,48.813,51.516,49.840,47.944,48.467
E14000662,45.647,50.041,54.617,55.457,52.417,53.087,53.407,52.032,51.044,52.606,54.277,51.705,43.615,52.394,53.586,52.230,51.627,51.541
E14000663,47.676,52.685,55.849,55.106,54.302,54.457,51.768,51.834,52.028,51.094,52.784,47.617,51.330,52.660,56.119,56.131,54.849,55.380
E14000664,36.196,41.824,49.151,48.995,44.894,43.309,44.172,42.919,41.157,42.217,42.062,35.608,34.164,40.727,43.722,42.782,41.552,41.211
E14000665,46.868,50.184,60.791,55.841,54.090,53.076,52.397,52.659,51.900,51.471,51.318,44.798,46.143,51.724,55.712,54.008,53.574,53.523
E14000666,49.254,54.899,58.682,57.544,56.832,55.558,56.631,54.247,53.745,54.775,54.534,46.989,52.011,55.099,55.444,56.965,56.110,55.885
E14000667,45.327,51.140,55.980,52.566,52.251,51.560,51.136,50.458,50.650,50.475,51.192,45.590,46.058,48.564,51.368,50.899,49.220,48.994
E14000668,46.736,50.320,56.819,53.455,51.227,50.006,51.411,50.537,48.689,49.494,48.757,45.329,46.409,48.822,49.853,50.076,47.758,47.533
E14000669,41.312,47.079,52.611,50.126,49.558,48.599,47.878,48.329,48.894,47.299,48.948,44.354,46.392,49.108,51.349,51.681,50.006,49.539
E14000670,37.709,43.261,49.402,47.685,47.672,47.912,46.942,47.883,50.632,50.088,50.332,46.309,45.342,51.063,54.592,53.830,51.315,51.280
E14000671,52.703,60.022,66.610,62.778,61.994,61.190,62.095,60.825,61.365,61.620,61.798,56.837,55.480,61.678,63.722,62.626,61.645,60.832
E14000672,44.535,48.839,55.722,55.545,53.466,54.614,53.265,54.435,53.438,53.174,52.712,48.939,44.876,52.231,56.371,55.823,54.645,54.222
E14000673,50.820,52.455,58.517,56.688,54.038,52.755,57.376,56.594,56.499,53.983,53.838,49.350,46.792,48.731,51.197,49.571,49.269,52.717
E14000674,47.105,49.772,56.299,53.479,52.354,51.451,51.795,51.707,52.821,51.995,53.323,48.911,48.994,50.910,54.826,54.343,53.404,52.866
E14000675,52.543,55.270,60.357,58.427,57.830,56.606,55.987,53.362,53.144,53.762,54.608,51.016,50.638,53.072,56.199,53.195,52.112,52.263
E14000676,49.706,52.296,57.929,55.735,54.284,53.732,54.363,52.166,51.296,51.189,53.431,51.375,50.063,52.120,53.280,54.041,52.625,54.059
E14000677,39.777,44.043,48.469,45.220,44.885,43.912,43.341,42.444,42.092,43.369,43.924,41.679,39.493,41.165,44.179,43.628,42.141,41.734
E14000678,36.433,40.448,52.179,48.186,46.772,44.839,47.222,45.869,45.558,45.684,47.905,38.296,39.732,45.763,50.833,49.112,47.593,48.645
E14000679,46.641,46.956,49.285,47.454,44.328,45.709,46.691,45.420,44.950,46.794,48.732,48.685,49.064,50.135,50.825,51.211,49.242,50.218
E14000680,51.807,55.057,63.278,58.758,57.362,57.589,58.406,57.565,57.255,58.274,58.381,52.261,49.013,57.059,59.851,60.271,58.027,57.915
E14000681,49.085,51.543,58.620,55.005,52.838,53.520,54.084,53.852,54.590,54.672,54.926,51.019,46.204,54.289,57.006,55.259,52.824,54.031
E14000682,51.473,51.076,57.678,55.477,54.242,53.065,54.491,54.674,51.309,51.223,51.191,49.505,48.518,49.627,52.756,52.784,52.541,51.475
E14000683,42.274,44.651,52.627,49.145,48.791,49.629,49.366,48.294,47.459,47.853,50.799,39.796,44.013,52.536,54.713,54.863,52.704,52.097
E14000684,45.019,49.715,54.772,53.153,50.781,51.007,51.721,50.754,52.727,52.358,53.518,46.123,49.557,54.310,57.131,57.663,55.808,56.179
E14000685,43.632,51.119,59.553,57.133,51.897,51.953,52.811,49.781,52.945,52.780,52.838,52.595,43.480,51.693,52.843,54.094,53.870,50.651
E14000686,37.915,45.590,53.921,52.037,48.662,48.307,49.065,49.371,46.831,47.021,47.373,39.158,40.059,45.813,49.473,47.315,45.958,45.438
E14000687,53.477,58.538,62.284,60.819,58.772,59.495,63.465,61.440,60.652,59.729,63.361,58.882,59.818,61.037,60.332,59.217,59.209,59.472
E14000688,45.945,52.210,58.826,54.983,52.305,51.866,53.740,54.479,54.271,52.406,52.682,54.054,52.377,52.295,56.522,55.134,54.093,53.221
E14000689,45.939,49.933,59.619,56.977,56.004,55.374,56.472,55.347,55.593,55.425,54.665,48.965,47.026,52.892,55.435,52.232,50.625,51.431
E14000690,44.261,44.773,53.764,51.453,51.058,50.471,52.894,51.271,51.184,51.592,52.592,49.912,45.289,56.178,57.867,51.569,50.590,53.622
E14000691,50.411,55.412,60.688,58.428,57.547,53.696,54.032,53.756,51.651,52.254,52.999,47.370,47.521,50.005,59.116,53.667,49.549,51.903
E14000692,49.548,51.603,60.435,56.919,54.674,54.611,58.492,58.654,58.591,58.645,59.953,54.768,54.505,57.099,56.587,57.853,57.402,57.547
E14000693,58.288,61.849,67.225,64.556,63.307,62.811,62.317,61.071,61.519,59.042,59.083,54.429,53.835,56.435,60.020,59.196,56.342,57.369
E14000694,40.143,45.791,54.522,49.338,47.158,47.630,46.566,47.268,47.338,46.310,48.336,44.951,49.877,56.073,59.836,57.847,56.178,56.183
E14000695,36.526,43.084,52.270,50.336,49.664,47.353,45.721,44.300,42.772,42.402,42.833,36.666,39.048,42.426,44.428,43.597,41.321,42.113
E14000696,45.798,46.399,51.975,50.981,50.321,49.442,48.665,49.787,50.469,50.703,50.878,49.563,47.782,49.735,51.851,51.233,48.809,48.251
E14000697,45.951,52.575,60.020,55.532,55.709,54.951,54.471,53.971,54.792,56.480,57.838,50.926,51.723,56.105,60.688,59.122,57.565,58.722
E14000698,40.056,45.649,54.869,53.406,50.908,49.240,52.416,51.224,48.477,47.383,47.743,40.635,42.361,47.055,51.237,51.649,50.071,50.213
E14000699,45.328,51.293,58.780,55.460,53.359,53.375,52.706,52.040,52.122,53.082,53.851,43.420,43.849,51.338,53.579,52.424,50.044,50.494
E14000700,40.900,43.356,52.512,49.241,48.768,48.242,48.008,48.717,47.955,47.711,46.455,43.674,40.552,43.153,46.943,45.329,44.906,43.565
E14000701,44.846,46.501,50.322,48.267,46.709,45.930,47.893,46.823,45.935,47.948,48.834,49.676,48.395,49.734,51.579,50.605,49.643,49.995
E14000702,47.594,49.594,54.915,52.591,51.026,51.017,50.433,49.715,49.212,47.368,47.764,43.134,40.071,44.741,48.554,45.062,45.401,46.309
E14000703,57.741,63.562,69.131,67.576,65.363,65.461,66.390,66.269,65.300,64.998,67.564,60.039,61.856,64.305,66.825,64.400,64.105,63.539
E14000704,46.366,51.963,56.014,55.388,53.599,53.341,53.466,53.901,53.423,53.560,54.787,50.050,45.140,52.863,55.843,54.417,52.726,53.141
E14000705,33.070,39.089,45.030,42.374,40.342,40.358,40.907,42.049,40.968,40.652,42.709,38.276,35.580,44.029,47.975,48.285,46.685,46.614
E14000706,45.891,54.543,61.272,56.553,54.712,55.446,55.358,54.484,54.225,52.417,55.682,48.563,46.389,53.120,57.313,53.677,52.048,52.508
E14000707,48.424,50.114,56.708,54.011,53.129,52.615,51.283,49.461,48.486,48.879,48.302,42.575,38.738,46.417,48.897,49.124,54.121,55.828
