Area Code,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024
E14000663,25.217,25.553,24.707,24.775,24.879,24.957,24.967,26.122,26.172,26.299,26.397,26.580,26.736,25.773,25.868,25.894,26.087,26.332,26.756,27.074,27.326,27.680,28.267,29.272,29.830,30.194,30.527,30.879,31.270,31.587,31.913,32.222,32.459,32.834,32.800,32.961,33.193,33.304,33.378,33.503,33.651,33.816,33.998,34.064,34.168,34.178,34.057,33.991,33.955,33.949
E14000664,28.527,28.809,15.808,15.779,15.780,15.180,18.719,19.069,21.966,22.137,25.467,25.810,26.177,26.511,26.807,27.142,28.378,30.230,31.693,32.675,33.531,34.283,35.272,36.791,37.555,38.112,35.579,36.680,42.725,43.352,43.958,44.601,45.474,46.234,43.469,44.523,39.516,36.620,37.166,37.913,38.612,39.162,39.699,40.203,40.695,41.259,41.747,42.054,42.488,42.922
E14000665,33.171,33.434,33.893,34.179,34.312,34.432,34.576,34.814,34.989,35.205,35.350,35.698,36.311,36.645,36.963,36.972,37.923,38.872,39.955,40.765,41.389,42.027,42.821,43.954,44.563,44.929,45.328,46.114,46.527,46.840,47.127,47.348,47.392,47.630,47.721,47.865,48.056,48.258,48.470,48.606,48.799,48.946,49.087,49.226,49.110,49.294,49.525,49.672,49.853,50.184
E14000666,34.769,35.208,33.108,32.983,32.854,32.717,32.683,32.839,34.156,34.442,35.225,36.045,36.221,36.287,36.380,36.473,36.956,37.471,38.327,38.941,39.325,39.887,40.555,41.378,41.930,42.313,42.468,42.840,43.306,43.656,47.452,47.759,47.982,48.178,48.310,48.463,48.785,48.987,49.167,49.378,49.573,49.690,49.802,49.901,50.011,50.035,50.731,50.763,50.936,51.067
E14000667,17.928,18.539,16.982,17.095,17.211,17.295,17.338,17.440,17.582,17.747,18.080,18.232,18.902,17.524,18.176,18.714,20.526,22.681,24.704,25.950,27.071,24.868,26.621,28.923,30.974,31.838,32.535,33.203,33.899,34.302,34.655,34.902,35.233,36.829,36.952,37.192,37.504,37.860,38.183,38.547,38.882,39.185,39.369,39.486,39.722,40.015,40.185,40.307,40.570,40.770
E14000668,25.845,26.296,26.694,27.098,27.240,27.294,27.273,27.255,27.302,27.335,27.423,27.498,27.664,27.828,28.013,28.213,29.599,31.319,32.944,34.013,35.122,36.027,36.975,39.077,40.592,41.385,42.126,44.893,42.308,42.796,43.200,43.595,43.937,44.297,44.660,44.945,45.456,45.921,46.269,46.574,47.019,47.276,47.472,47.681,47.749,47.951,48.122,48.254,48.459,48.852
E14000669,21.121,21.664,15.647,15.706,15.871,15.939,16.039,16.095,16.175,16.276,16.384,16.508,16.623,16.799,16.978,17.388,19.285,18.733,20.123,21.011,21.983,22.758,23.607,25.339,26.513,27.024,34.302,34.856,35.489,35.318,36.613,37.154,37.525,37.905,38.142,38.440,38.748,39.139,39.580,39.842,40.185,40.515,40.778,40.977,41.251,41.537,41.779,41.944,42.287,42.636
E14000670,14.455,14.906,13.980,15.740,16.037,16.211,16.431,16.739,17.174,17.279,17.617,17.841,18.161,18.506,18.901,17.212,17.738,19.996,21.280,22.380,23.284,24.108,25.063,26.664,27.443,27.936,28.403,28.832,34.160,34.577,34.956,32.247,32.509,32.831,33.007,33.160,33.402,33.611,33.799,33.963,34.133,34.313,34.514,34.701,34.861,38.517,38.742,38.845,39.097,39.322
E14000671,31.032,31.220,20.816,20.829,18.198,24.263,24.280,24.267,24.271,26.705,26.725,26.755,26.818,26.962,27.061,27.131,27.969,29.211,30.003,30.734,31.292,31.800,32.480,33.798,34.382,34.597,34.790,38.318,38.683,38.923,39.120,39.379,39.563,39.737,39.699,39.783,39.979,40.249,40.594,40.725,40.748,40.931,40.939,40.975,41.030,41.093,45.365,45.400,45.503,45.573
E14000672,38.607,38.772,30.804,28.786,28.875,28.889,30.786,31.373,31.437,31.398,31.342,31.300,31.374,31.370,31.397,31.488,32.167,33.040,33.639,34.124,39.518,39.851,40.393,41.684,42.223,42.480,42.726,42.957,43.201,46.209,46.396,46.504,46.590,46.709,46.699,46.744,46.791,47.227,47.664,48.084,48.318,48.705,48.798,48.909,49.013,51.108,51.124,51.207,45.804,46.023
E14000673,31.121,31.313,21.498,21.505,21.555,21.619,23.980,24.009,28.075,28.174,29.343,29.416,29.473,29.739,29.939,30.244,31.587,34.204,35.511,36.892,38.058,39.025,40.082,41.386,42.280,42.760,43.223,43.685,44.003,44.259,44.685,45.770,39.437,45.357,45.512,45.684,46.037,46.254,46.526,46.806,46.679,46.915,47.420,47.465,47.559,47.742,47.808,47.872,48.115,48.189
E14000674,32.530,32.927,33.906,33.942,34.239,33.553,33.601,33.521,33.356,34.279,34.152,34.208,34.130,34.127,34.277,34.435,35.095,36.157,37.036,37.545,37.852,38.122,38.581,39.115,39.151,39.854,40.081,40.351,40.637,40.860,41.078,41.290,41.461,41.445,41.289,41.251,41.723,41.205,41.344,41.503,41.793,42.544,41.960,41.961,41.974,42.217,42.273,42.352,42.360,42.233
E14000675,31.524,32.157,32.487,32.710,33.239,33.961,34.446,34.642,34.705,34.870,34.918,35.108,35.696,35.747,35.743,35.718,36.557,37.618,38.813,39.390,39.903,40.380,40.860,41.574,42.035,42.481,42.940,43.262,43.625,43.940,44.317,44.654,44.776,44.920,44.988,45.132,45.254,45.389,45.593,45.743,45.786,46.052,46.155,46.216,46.265,46.379,46.395,46.563,46.651,46.702
E14000676,30.756,31.087,31.174,31.170,31.943,32.662,32.872,33.233,33.371,33.552,33.511,33.503,33.397,33.427,33.485,33.388,34.071,34.836,35.625,36.059,36.484,37.015,37.586,38.334,38.772,39.294,39.676,40.133,40.490,40.800,41.041,41.253,41.377,41.502,41.501,41.612,41.790,41.999,42.036,42.231,42.345,42.566,42.677,42.692,42.837,42.919,42.963,43.000,43.042,43.167
E14000677,26.877,27.308,27.595,27.670,25.566,25.586,25.547,25.562,25.625,25.837,26.007,26.071,26.189,26.286,26.379,26.566,27.371,28.303,29.449,30.276,31.038,31.557,32.230,33.423,34.055,34.431,34.815,35.229,35.632,35.862,36.103,36.290,36.509,36.766,36.938,37.373,38.032,38.324,38.629,38.864,39.120,41.385,,42.029,42.215,42.501,42.806,43.000,43.294,43.515
E14000678,29.246,29.689,30.050,30.425,30.485,30.531,30.651,30.722,30.938,31.297,31.670,31.986,32.406,32.751,33.133,33.407,34.790,36.215,37.832,38.920,39.927,40.783,41.907,43.492,44.404,45.020,45.720,46.188,46.763,47.159,47.619,47.984,48.236,48.594,48.798,49.040,51.076,49.273,49.515,49.477,49.710,49.957,50.241,50.500,50.585,50.857,51.146,51.310,51.442,51.659
E14000679,39.800,40.056,36.320,36.248,36.911,37.002,33.436,33.494,33.499,33.533,33.620,33.536,33.430,33.449,33.639,33.621,34.010,35.050,35.517,40.456,40.966,41.622,42.040,42.900,43.303,43.552,43.776,43.928,44.027,44.203,44.296,44.369,44.630,44.769,44.817,44.832,44.828,44.802,44.690,44.828,44.840,44.775,41.230,41.162,41.236,44.673,44.660,44.523,44.560,44.459
E14000680,34.243,34.590,15.980,16.170,16.465,16.639,16.875,29.270,29.599,29.643,30.020,30.172,30.395,30.647,30.937,31.318,32.502,35.004,36.323,41.810,42.849,38.262,39.160,40.511,41.035,41.411,48.013,47.759,44.014,44.878,45.734,46.315,32.726,49.865,50.305,50.595,50.993,51.322,51.602,51.845,52.120,52.361,52.539,52.701,47.863,48.252,53.512,53.631,53.319,53.814
E14000681,32.032,32.483,19.936,20.111,23.652,23.876,24.139,24.348,24.552,23.128,24.906,25.036,25.239,25.500,25.750,26.042,33.353,36.104,41.242,42.400,43.385,44.301,45.278,46.918,43.419,43.782,44.173,44.594,42.852,43.442,43.908,44.270,44.561,44.853,45.017,45.143,45.488,45.587,45.874,46.137,46.343,46.804,38.412,38.694,39.078,46.888,46.128,47.995,48.711,48.834
E14000682,29.460,26.527,22.700,22.912,22.977,22.988,22.958,23.005,25.821,25.907,26.060,27.312,23.644,24.693,25.903,26.153,27.796,29.674,30.927,36.323,37.338,38.156,39.086,40.479,41.249,41.815,42.287,42.710,43.115,43.484,43.826,44.128,44.384,44.754,44.891,45.082,45.224,45.428,45.638,45.904,46.126,46.283,46.441,46.633,46.709,46.890,46.885,46.970,47.074,47.223
E14000683,38.125,38.623,39.735,40.237,40.550,40.749,40.939,41.199,41.470,38.870,39.771,40.314,41.159,41.787,42.251,42.658,43.797,45.461,46.584,47.397,48.162,48.764,49.615,50.890,51.501,51.893,52.367,52.955,53.367,58.251,53.667,53.986,54.074,54.535,56.856,57.055,60.595,58.652,59.475,56.012,56.223,56.588,56.879,57.199,57.476,57.823,58.059,58.206,58.522,58.904
E14000684,23.859,24.375,12.741,9.694,9.777,9.811,12.781,15.643,15.813,14.794,14.680,14.787,14.960,15.188,15.460,15.851,19.228,21.518,22.821,24.217,24.839,25.991,27.257,28.785,29.574,30.201,30.804,31.302,31.828,32.208,32.635,33.051,33.340,33.852,34.127,34.254,34.554,34.805,35.025,35.313,35.589,35.777,35.961,36.168,36.339,36.541,36.627,36.713,36.881,37.034
E14000685,25.003,25.203,14.052,14.259,16.675,13.340,15.658,15.721,14.553,14.565,22.086,20.233,20.443,21.912,22.322,22.728,24.498,26.946,28.276,35.111,36.403,39.539,38.726,40.831,41.726,42.242,42.740,38.606,39.013,39.338,39.627,39.846,40.009,40.345,40.510,34.422,34.527,40.772,40.919,41.109,41.259,41.478,41.692,41.866,38.066,38.086,40.962,41.081,41.153,41.395
E14000686,34.304,34.592,29.463,30.813,31.605,34.861,35.092,35.311,35.506,35.553,35.792,35.904,36.108,36.271,36.488,36.715,38.373,40.539,41.515,42.450,45.632,46.586,47.471,48.814,49.475,50.660,51.814,52.137,52.569,52.873,53.160,53.405,53.590,53.744,53.833,53.950,54.079,54.174,54.246,54.408,54.512,57.480,57.732,57.874,58.063,58.342,58.365,58.409,58.662,58.771
E14000687,32.996,33.423,32.075,32.089,32.297,32.304,32.337,32.293,32.368,32.311,33.260,33.269,33.515,21.609,22.018,22.191,23.455,25.345,26.236,27.333,28.168,29.010,29.790,31.089,31.796,32.308,32.739,33.114,33.492,33.790,34.131,34.295,34.379,34.548,34.687,34.816,34.978,35.124,35.239,35.478,35.492,35.686,35.815,35.992,34.947,35.131,35.906,36.039,36.290,36.488
E14000688,24.039,24.566,25.166,25.765,26.185,26.470,26.646,26.845,27.095,27.240,27.693,27.863,28.162,28.484,28.864,29.354,31.468,34.458,36.167,37.868,39.332,40.415,41.538,43.291,44.314,44.890,45.614,46.262,46.928,47.358,47.843,48.316,48.710,49.201,49.378,49.597,49.947,50.134,50.354,50.604,50.838,51.024,51.157,51.240,51.385,51.793,51.845,52.009,52.310,52.557
E14000689,36.125,36.544,36.968,37.077,37.147,37.260,37.530,32.567,32.724,32.892,33.023,33.090,33.237,33.452,33.716,38.888,40.264,41.777,43.753,44.701,45.589,46.309,47.091,48.290,50.749,49.539,50.089,50.653,51.141,51.551,51.902,52.262,52.516,52.662,52.887,53.114,53.329,53.534,53.802,54.093,54.300,54.478,54.689,54.845,54.998,55.181,55.358,55.590,55.823,56.049
E14000690,24.701,21.671,6.051,6.396,1.473,1.464,1.453,11.426,11.527,1.413,1.285,1.289,0,0,0,0,0,0,0,0,0.106,1.439,7.471,12.552,15.863,17.430,18.802,19.928,20.854,21.446,21.982,22.362,22.636,23.002,23.254,23.434,23.608,23.811,24.042,24.341,24.511,24.625,24.739,24.935,25.076,25.250,25.230,25.280,25.452,25.631
E14000691,29.799,30.094,30.505,30.988,31.414,31.540,31.576,31.737,31.962,32.030,32.271,32.320,32.634,32.907,33.386,33.837,35.324,37.925,39.007,40.064,40.841,41.611,42.323,43.431,44.045,44.290,44.810,45.196,45.419,45.679,45.806,45.800,45.874,45.923,45.967,46.145,46.416,46.542,46.656,46.643,46.668,46.877,46.923,46.809,46.837,46.886,46.854,46.856,46.972,46.945
E14000692,23.678,23.892,22.574,22.585,22.731,22.838,22.786,17.644,22.855,17.990,18.124,18.178,18.255,18.466,19.564,20.038,22.103,26.009,27.769,29.079,29.944,30.926,31.790,33.224,33.917,34.420,34.909,35.476,35.896,36.163,36.523,36.674,36.871,37.073,37.167,37.283,37.465,37.517,37.691,37.853,37.961,38.016,33.569,33.647,33.648,38.374,38.481,38.515,38.685,38.899
E14000693,26.161,26.789,27.120,27.292,27.792,28.084,28.367,28.502,28.606,28.731,28.801,28.799,28.868,28.985,29.145,29.285,30.011,30.927,31.898,32.778,33.518,34.181,35.035,36.377,37.064,37.492,37.951,38.375,38.800,39.102,39.368,39.546,39.694,39.854,39.934,40.002,40.176,40.302,40.515,40.617,42.431,42.578,42.577,42.623,42.618,42.704,42.706,42.779,42.901,42.954
E14000694,26.174,26.372,15.722,23.767,24.261,24.534,24.707,24.824,24.996,25.028,25.307,25.448,25.698,25.928,28.190,28.582,30.992,34.247,35.868,40.157,41.285,42.258,41.209,43.008,43.815,44.328,44.930,45.340,45.850,46.255,49.226,49.451,49.691,49.835,49.967,50.083,50.199,46.714,46.835,46.936,47.053,47.115,47.194,47.376,32.474,32.989,33.197,33.423,33.673,33.888
E14000695,22.399,22.776,22.884,22.942,22.964,22.979,22.984,23.004,23.140,23.256,23.423,23.795,24.172,24.375,24.597,24.841,26.120,27.585,28.844,29.647,30.290,31.110,31.945,33.445,34.470,34.898,35.420,36.763,35.870,36.308,37.889,36.169,36.451,36.710,36.884,36.896,37.048,37.134,37.304,37.457,37.566,37.729,37.831,37.964,38.074,38.183,38.363,38.448,38.621,38.859
E14000696,21.475,21.645,6.178,6.421,6.470,6.534,6.562,6.604,6.640,4.458,2.904,3.773,5.664,5.864,6.792,6.310,7.045,8.315,8.630,8.983,9.455,9.857,10.333,11.148,11.613,11.877,12.917,13.183,13.531,13.467,13.698,13.913,14.105,14.324,16.643,16.782,16.915,16.995,17.126,17.180,17.284,17.381,17.467,22.295,22.415,24.156,24.205,24.225,24.382,24.512
E14000697,36.499,31.143,21.893,21.987,22.147,24.502,24.734,24.996,33.055,33.163,33.387,33.556,33.729,33.999,34.230,34.654,36.437,39.752,40.993,42.051,42.624,43.295,44.155,45.456,46.087,46.445,46.925,47.260,47.528,47.833,42.696,46.222,46.314,46.347,46.406,46.503,46.573,46.668,46.663,46.879,46.962,47.083,47.173,47.305,47.313,47.534,47.604,47.709,48.143,48.123
E14000698,36.711,36.929,30.731,30.985,31.377,31.330,31.260,31.166,31.154,30.702,33.204,34.254,34.537,34.176,34.327,38.077,38.818,39.776,40.853,41.713,42.516,43.945,44.265,45.781,46.309,46.884,47.349,47.748,48.301,48.518,48.776,49.041,49.950,50.649,50.123,50.395,50.859,50.709,50.567,31.854,32.709,33.890,34.549,35.198,36.030,36.068,36.339,36.625,37.114,37.379
E14000699,40.668,41.380,33.033,33.422,33.710,33.854,33.951,34.081,34.303,34.368,44.320,44.550,44.843,45.181,45.637,46.064,47.969,50.556,51.886,53.217,55.602,47.690,50.236,52.750,54.189,55.067,55.754,56.308,56.939,57.473,58.163,58.591,59.057,59.530,59.798,60.009,60.364,60.685,60.736,60.901,61.140,61.251,61.525,61.693,61.903,62.166,62.323,62.482,62.714,62.876
E14000700,19.718,19.902,18.275,18.939,19.135,19.263,19.394,19.605,19.831,19.892,20.091,20.225,20.417,19.439,17.100,17.535,16.004,20.399,21.837,23.230,28.233,29.416,30.611,32.574,33.530,34.074,34.585,35.082,35.604,35.891,36.494,39.955,40.186,40.457,40.722,40.894,41.193,41.385,37.800,37.983,38.122,38.325,38.474,38.642,38.853,39.171,39.272,39.414,39.725,39.977
E14000701,33.338,33.701,34.098,34.584,34.954,36.205,36.292,36.399,36.533,36.709,36.832,36.926,36.934,37.090,37.270,37.466,38.371,40.061,41.792,43.060,44.343,45.593,46.631,48.025,49.544,52.827,57.576,58.010,58.147,58.439,58.525,58.581,58.664,58.709,58.798,58.706,58.632,58.679,58.537,58.605,58.538,58.686,58.689,58.650,58.671,59.397,61.107,61.127,60.881,60.847
E14000702,39.573,39.853,34.827,23.957,24.056,24.114,24.183,35.276,35.366,35.467,37.994,38.191,38.236,38.386,38.573,38.765,40.170,46.748,48.264,49.843,51.247,52.228,53.275,55.007,55.765,56.176,56.656,57.194,57.795,58.038,58.469,58.779,58.988,59.319,59.436,59.581,59.716,59.997,60.219,60.413,60.665,60.842,61.047,61.126,61.195,61.310,61.326,61.392,57.791,63.078
E14000703,35.221,35.618,32.081,34.732,34.903,35.013,35.144,36.441,36.570,36.595,33.285,33.359,33.455,32.338,33.260,33.813,35.503,35.165,36.264,37.166,37.683,38.380,38.977,40.094,40.663,41.090,41.434,41.836,43.768,43.935,44.143,48.907,50.708,48.400,48.451,48.489,48.710,48.829,48.966,49.171,49.265,49.402,41.593,40.543,40.714,47.657,47.802,47.890,48.068,48.128
E14000704,17.301,17.629,9.397,9.500,9.588,9.678,9.770,9.903,10.057,10.129,10.347,10.465,10.690,10.917,11.146,11.499,16.041,18.299,19.428,20.543,20.343,21.164,21.983,23.268,23.864,24.222,24.605,24.953,25.381,25.846,26.086,26.394,31.509,31.842,31.993,33.467,33.614,33.726,33.952,34.122,34.198,34.230,28.802,28.899,31.644,40.007,42.300,42.380,42.624,42.756
E14000705,27.728,25.295,24.914,23.701,20.385,20.545,20.697,24.448,24.669,24.802,25.415,25.810,25.423,25.861,26.254,26.674,28.798,32.711,34.149,35.488,35.151,36.419,37.628,39.487,40.413,36.423,37.119,37.849,38.542,38.973,37.896,36.735,33.976,36.450,37.916,38.351,38.868,39.266,39.816,37.951,38.705,39.289,40.046,42.971,41.907,42.433,42.951,43.300,43.720,44.173
E14000706,38.281,38.548,34.078,34.508,34.760,35.005,35.189,35.300,35.451,35.535,35.820,35.995,36.351,36.787,37.188,37.648,39.338,41.231,42.351,43.474,44.223,44.902,45.755,46.914,47.631,48.098,48.464,48.808,49.191,49.587,49.902,50.044,50.465,50.749,50.867,51.045,51.198,51.458,51.555,51.317,51.410,51.650,51.792,51.857,51.898,52.135,52.159,52.281,52.384,52.423
E14000707,28.750,28.896,29.208,29.468,29.592,29.644,29.671,29.640,29.711,29.726,29.876,29.925,29.990,30.045,30.215,30.389,31.582,32.737,33.980,34.781,35.440,36.112,37.007,38.529,39.275,39.812,40.181,40.672,41.149,41.473,41.870,42.201,42.418,42.637,42.777,43.005,43.135,43.243,43.586,43.732,43.926,44.136,44.350,44.557,44.627,44.818,44.969,39.029,39.156,39.279
E14000708,31.821,29.181,26.147,24.813,24.994,25.094,25.170,25.306,25.438,25.450,25.610,25.698,25.952,26.159,26.474,26.829,27.842,29.232,30.059,30.806,31.410,31.895,32.395,33.389,33.951,34.295,34.655,38.139,38.501,38.816,39.170,39.432,39.625,39.826,39.916,39.987,40.169,40.360,40.518,40.779,40.950,41.044,41.181,41.282,45.091,46.521,50.879,51.014,51.177,51.281
E14000709,26.643,27.055,17.680,15.427,19.726,19.796,19.864,24.650,24.794,24.830,25.065,25.174,25.387,25.722,26.092,26.507,27.812,29.621,33.802,34.848,35.732,36.380,37.153,38.642,39.389,39.901,40.351,40.771,41.219,41.407,41.651,41.813,42.025,42.187,42.148,42.221,42.251,42.263,42.405,41.730,41.778,41.862,42.088,42.290,42.249,43.503,43.585,43.666,43.896,44.050
E14000710,28.111,28.861,26.316,26.517,26.622,26.689,26.620,26.582,26.579,26.492,26.431,26.376,26.430,26.529,26.573,26.671,27.156,27.888,28.744,29.221,32.333,32.359,32.707,33.375,33.686,33.844,34.023,34.233,34.413,34.627,34.724,34.831,34.875,35.001,35.012,35.071,35.193,35.397,35.498,35.598,35.745,38.577,38.745,38.880,39.081,41.570,39.643,39.810,40.089,40.280
E14000711,16.224,16.486,12.611,12.617,12.741,12.858,12.184,12.298,12.496,12.527,12.753,12.905,13.163,13.505,13.816,14.236,15.927,18.164,19.489,20.674,21.665,22.994,21.771,23.686,24.887,25.536,26.157,26.712,27.238,26.492,27.069,25.920,26.415,26.836,27.165,27.574,28.260,28.602,28.919,29.334,30.830,31.320,33.023,33.376,33.074,33.417,33.769,34.016,34.555,34.970
E14000712,22.178,22.446,11.398,11.607,11.664,11.711,13.601,13.805,14.381,15.366,16.109,15.309,15.443,13.230,15.697,15.880,16.676,17.509,18.463,19.213,19.872,20.407,21.122,22.182,22.964,23.405,23.968,24.527,25.002,25.353,25.688,26.025,26.349,26.704,26.909,27.143,27.414,27.598,27.888,28.181,28.512,28.785,29.014,29.293,29.579,29.923,32.542,32.805,33.113,38.299
E14000713,33.627,34.106,24.369,24.673,24.911,25.155,25.396,25.577,24.825,25.065,32.175,32.915,31.521,31.857,32.332,32.842,34.578,42.680,44.084,45.511,46.455,47.301,48.306,49.970,50.799,51.288,51.847,52.352,52.851,53.289,53.742,54.037,54.449,54.692,54.949,55.208,55.453,55.632,55.853,56.726,50.663,51.431,52.011,52.371,52.657,53.244,53.392,53.577,53.916,54.203
E14000714,22.890,23.504,23.903,22.708,22.840,23.040,23.100,23.202,24.901,24.981,25.159,25.255,25.519,25.746,26.140,26.364,27.551,29.142,28.886,30.116,30.963,31.851,32.876,34.430,35.194,35.631,36.226,36.713,37.205,37.675,38.269,38.713,39.069,39.519,38.959,39.216,39.529,39.881,40.257,40.572,41.008,41.488,42.015,42.478,42.816,43.157,43.478,43.664,43.938,44.183
E14000715,19.565,17.446,10.940,12.947,13.200,13.323,13.454,13.491,7.611,4.364,4.917,5.096,5.237,5.439,5.436,5.637,6.888,10.758,13.631,15.024,16.664,18.089,19.395,21.238,22.291,22.849,23.455,24.024,24.581,25.603,27.032,28.079,28.344,28.864,29.216,29.378,29.750,29.937,30.266,30.468,30.695,30.934,31.194,31.332,31.355,31.584,33.278,33.567,33.888,41.501
E14000716,23.948,24.207,25.343,25.670,25.896,26.057,26.111,26.225,26.337,26.403,26.483,26.541,26.650,26.719,26.798,26.924,28.000,29.571,30.792,31.611,32.369,33.150,33.859,35.106,35.709,36.037,36.375,36.808,37.257,37.640,36.159,36.436,36.590,36.666,36.743,36.909,37.125,37.278,37.409,40.329,37.675,35.643,35.746,35.898,36.001,36.174,36.393,36.517,36.720,36.985
E14000717,18.615,19.150,19.377,19.612,19.782,19.880,19.947,19.956,19.984,20.022,20.064,20.066,20.096,20.228,20.370,20.518,21.135,21.953,22.956,23.572,24.135,24.518,24.994,25.945,26.382,26.538,26.636,26.628,26.605,26.592,26.621,26.596,26.705,26.752,26.087,26.086,26.084,26.118,26.155,26.181,26.232,26.236,26.345,26.423,26.564,26.747,26.882,26.992,27.157,27.360
E14000718,24.325,24.502,13.896,14.112,12.723,12.926,9.968,9.927,9.958,8.781,9.090,9.138,8.403,8.484,8.614,8.794,9.483,11.713,12.956,14.077,15.097,16.403,16.846,18.058,18.819,19.494,20.159,21.384,21.797,22.197,22.548,22.782,23.027,36.723,37.334,37.557,37.885,38.042,38.387,38.557,39.075,39.414,39.693,39.841,40.084,40.141,40.403,40.427,40.634,40.865
E14000719,43.492,44.062,30.159,30.377,30.690,30.973,31.257,31.633,32.627,32.635,37.813,37.826,37.951,38.111,31.522,31.746,27.334,29.161,29.929,30.479,37.010,37.433,42.371,43.297,43.707,44.119,44.460,44.867,45.252,45.486,45.851,46.103,46.078,46.087,45.920,45.937,45.937,46.075,46.113,46.145,46.226,46.396,46.484,46.609,46.867,46.832,46.736,46.713,46.748,46.766
E14000720,31.468,31.816,32.038,32.101,32.823,33.046,33.193,33.264,33.327,33.461,33.647,33.732,33.673,33.832,33.943,34.065,35.083,36.918,37.906,38.830,39.520,40.153,40.926,41.939,42.495,42.765,43.119,43.285,43.446,43.567,43.711,43.777,43.857,43.968,43.910,43.961,44.076,44.147,44.126,44.125,39.947,39.904,39.917,39.865,36.568,36.594,39.758,39.751,39.736,39.664
E14000721,33.038,33.466,28.364,28.698,28.975,29.141,29.247,29.367,29.539,29.454,29.617,29.645,29.760,29.979,30.335,30.649,32.052,34.247,35.318,40.075,40.925,41.619,42.440,43.675,44.150,44.437,44.756,44.823,45.014,45.148,45.240,45.401,49.217,49.346,49.426,49.513,49.737,49.727,49.858,50.055,50.161,49.991,50.021,50.032,50.080,50.111,50.113,50.104,50.162,50.228
E14000722,28.887,29.182,29.434,29.638,28.696,28.793,29.052,30.625,30.907,31.238,31.489,31.664,31.939,32.203,32.716,33.132,34.435,35.944,37.133,38.031,38.814,39.611,40.455,41.981,42.770,43.170,43.653,44.246,44.899,45.341,45.830,46.251,46.115,46.113,46.036,45.996,45.887,45.900,45.957,46.198,46.247,46.219,46.204,46.195,46.104,46.069,45.975,45.868,45.892,45.780
E14000723,33.732,30.229,29.414,29.064,29.098,29.244,29.356,29.543,29.746,29.976,30.124,30.266,30.453,30.598,30.785,30.951,31.618,32.363,33.054,33.591,34.163,34.738,35.142,35.915,36.262,36.468,36.771,36.982,37.285,37.617,37.918,38.043,38.250,38.439,38.586,38.741,38.940,39.097,39.145,42.970,43.006,39.299,39.276,39.336,39.387,39.475,39.522,39.525,39.620,39.726
E14000724,33.152,34.236,36.097,37.915,38.777,39.231,39.608,40.109,40.563,41.398,41.878,42.195,42.757,43.170,43.639,44.256,46.026,47.743,49.948,51.379,52.452,53.441,46.135,47.447,56.829,57.460,57.991,58.612,59.217,60.468,69.967,59.734,60.104,60.487,60.647,60.904,61.401,61.766,62.215,62.569,63.003,63.300,63.618,63.815,63.970,64.296,64.458,64.535,64.852,65.097
E14000725,30.485,30.778,20.061,21.425,25.392,25.515,20.595,21.899,21.998,22.065,22.275,22.344,22.529,22.657,22.839,23.113,24.025,25.317,31.270,32.177,32.882,37.052,37.820,39.189,39.881,40.278,46.119,46.642,47.201,47.578,48.008,48.304,48.546,48.774,48.974,49.090,49.255,49.481,49.650,49.776,49.940,50.046,50.161,50.265,50.441,50.622,50.719,50.859,51.030,51.186
E14000726,41.698,41.934,41.904,41.627,41.534,41.437,41.264,41.075,40.898,40.628,40.359,40.204,39.887,39.720,39.547,39.301,39.691,40.446,41.124,41.425,41.465,41.599,41.748,42.253,42.257,42.472,42.578,42.603,42.568,42.528,42.594,42.536,42.664,42.656,42.523,42.403,42.408,42.492,42.537,42.571,42.629,42.556,42.632,42.538,42.641,44.359,44.288,44.244,44.224,44.233
E14000727,46.101,46.440,39.612,39.593,39.682,39.785,40.037,39.682,39.836,39.965,43.624,43.784,43.976,44.446,45.366,45.678,47.485,50.763,52.094,53.035,53.635,54.357,59.249,60.425,60.984,61.460,61.957,62.330,62.690,62.954,63.206,63.412,63.557,63.720,63.884,63.938,64.230,64.312,64.353,64.434,64.486,64.501,58.944,59.000,38.730,38.901,59.228,59.286,59.293,59.335
E14000728,39.118,39.355,39.543,39.585,39.741,39.785,38.283,38.857,39.900,40.463,40.738,39.832,39.875,40.154,40.495,40.789,42.013,43.921,45.355,46.381,47.158,47.886,48.737,50.145,50.431,50.038,50.545,50.848,51.329,51.850,52.376,52.742,52.996,53.344,53.729,54.166,54.659,55.020,55.305,55.566,55.860,56.141,56.747,57.017,57.071,57.456,57.587,57.699,57.908,58.100
