ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateOfThisUpdate,DateOfDataset,Year,UK relative level,UK relative rate,Region relative level,Region relative rate,Constituency relative level,Constituency relative rate,UK absolute level,UK absolute rate,Region abssolute level,Region absolute rate,Constituency absolute level,Constituency absolute rate,0-4,5-10,11-15,In work,Not in work
E14000777,Leeds Central,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,9984,0.333,1887416,0.153,180221,0.177,7735,0.258,3036,3821,3129,6000,3985
E14000778,Leeds East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,8262,0.325,1887416,0.153,180221,0.177,6528,0.257,2765,3126,2364,5295,2967
E14000779,Leeds North East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,3341,0.175,1887416,0.153,180221,0.177,2674,0.14,1229,1284,834,2302,1042
E14000780,Leeds North West,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1466,0.12,1887416,0.153,180221,0.177,1124,0.092,537,525,402,985,479
E14000781,Leeds West,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4498,0.246,1887416,0.153,180221,0.177,3427,0.187,1431,1614,1451,2580,1919
E14000826,Morley and Outwood,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2186,0.116,1887416,0.153,180221,0.177,1676,0.089,721,800,665,1414,769
E14000836,"Normanton, Pontefract and Castleford",E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4155,0.185,1887416,0.153,180221,0.177,2995,0.133,1304,1424,1430,2573,1589
E14000876,Penistone and Stocksbridge,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1775,0.119,1887416,0.153,180221,0.177,1365,0.091,644,615,517,1228,550
E14000886,Pudsey,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2038,0.11,1887416,0.153,180221,0.177,1585,0.085,701,746,586,1292,744
E14000895,Richmond (Yorks),E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1935,0.111,1887416,0.153,180221,0.177,1501,0.086,610,719,606,1332,607
E14000903,Rother Valley,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,3193,0.175,1887416,0.153,180221,0.177,2399,0.132,1087,1124,983,2167,1026
E14000904,Rotherham,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,5715,0.304,1887416,0.153,180221,0.177,4626,0.246,1990,2113,1606,3494,2219
E14000913,Scarborough and Whitby,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2911,0.185,1887416,0.153,180221,0.177,2211,0.14,989,1005,921,1940,969
E14000914,Scunthorpe,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4373,0.234,1887416,0.153,180221,0.177,3301,0.176,1413,1619,1342,2858,1511
E14000917,Selby and Ainsty,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2070,0.106,1887416,0.153,180221,0.177,1635,0.084,704,726,637,1342,725
E14000919,Sheffield Central,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4125,0.231,1887416,0.153,180221,0.177,3353,0.188,1370,1580,1174,2609,1517
E14000920,Sheffield South East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4876,0.267,1887416,0.153,180221,0.177,3883,0.213,1702,1816,1362,3195,1683
E14000921,"Sheffield, Brightside and Hillsborough",E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,8905,0.324,1887416,0.153,180221,0.177,7065,0.257,2987,3393,2525,5107,3799
E14000922,"Sheffield, Hallam",E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,945,0.061,1887416,0.153,180221,0.177,733,0.048,387,330,232,648,292
E14000923,"Sheffield, Heeley",E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4079,0.222,1887416,0.153,180221,0.177,3136,0.171,1238,1511,1332,2289,1784
E14000925,Shipley,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2469,0.139,1887416,0.153,180221,0.177,1951,0.11,864,886,717,1600,866
E14000928,Skipton and Ripon,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1650,0.101,1887416,0.153,180221,0.177,1282,0.079,650,561,439,1263,390
E14000993,Thirsk and Malton,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1949,0.121,1887416,0.153,180221,0.177,1479,0.092,726,695,526,1424,523
E14001009,Wakefield,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,3946,0.205,1887416,0.153,180221,0.177,3097,0.161,1342,1483,1121,2616,1331
E14001028,Wentworth and Dearne,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,3948,0.204,1887416,0.153,180221,0.177,2971,0.154,1247,1402,1299,2436,1516
E14001061,York Central,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2361,0.139,1887416,0.153,180221,0.177,1762,0.104,810,828,724,1642,721
E14001062,York Outer,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1177,0.075,1887416,0.153,180221,0.177,865,0.055,479,406,299,906,274
E14000533,Amber Valley,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3889,0.251,1887416,0.153,184814,0.21,3158,0.204,1305,1407,1179,2534,1358
E14000535,Ashfield,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,5916,0.296,1887416,0.153,184814,0.21,4816,0.241,1909,2237,1768,3748,2169
E14000546,Bassetlaw,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,5392,0.273,1887416,0.153,184814,0.21,4373,0.222,1750,2047,1603,3731,1662
E14000577,Bolsover,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4939,0.277,1887416,0.153,184814,0.21,4088,0.229,1585,1851,1507,3404,1531
E14000582,Boston and Skegness,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,6345,0.321,1887416,0.153,184814,0.21,5174,0.262,2160,2311,1869,4602,1740
E14000583,Bosworth,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3584,0.188,1887416,0.153,184814,0.21,2975,0.156,1253,1344,983,2594,989
E14000607,Broxtowe,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3003,0.179,1887416,0.153,184814,0.21,2447,0.146,992,1186,828,2008,997
E14000625,Charnwood,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,2874,0.148,1887416,0.153,184814,0.21,2273,0.117,1045,1028,799,2151,726
E14000632,Chesterfield,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4078,0.256,1887416,0.153,184814,0.21,3301,0.207,1387,1502,1189,2829,1248
E14000648,Corby,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,5410,0.206,1887416,0.153,184814,0.21,4387,0.167,1849,2042,1513,3877,1529
E14000660,Daventry,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,2758,0.143,1887416,0.153,184814,0.21,2212,0.114,984,1002,768,1992,759
E14000662,Derby North,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4982,0.254,1887416,0.153,184814,0.21,4026,0.206,1761,1848,1371,3430,1553
E14000663,Derby South,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,11580,0.423,1887416,0.153,184814,0.21,9946,0.363,4010,4547,3021,7811,3767
E14000664,Derbyshire Dales,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,1929,0.159,1887416,0.153,184814,0.21,1592,0.131,714,752,462,1501,427
E14000695,Erewash,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3740,0.212,1887416,0.153,184814,0.21,3004,0.171,1211,1381,1146,2487,1254
E14000707,Gainsborough,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3997,0.238,1887416,0.153,184814,0.21,3287,0.195,1272,1580,1147,2631,1363
E14000710,Gedling,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3651,0.211,1887416,0.153,184814,0.21,2961,0.171,1311,1399,945,2509,1144
E14000714,Grantham and Stamford,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4297,0.204,1887416,0.153,184814,0.21,3505,0.167,1473,1614,1209,2927,1367
E14000728,Harborough,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3197,0.16,1887416,0.153,184814,0.21,2691,0.134,1166,1226,805,2313,890
E14000748,High Peak,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,2785,0.178,1887416,0.153,184814,0.21,2231,0.143,987,1005,790,2062,723
E14000769,Kettering,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4324,0.206,1887416,0.153,184814,0.21,3445,0.164,1409,1604,1309,3011,1307
E14000782,Leicester East,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,11396,0.427,1887416,0.153,184814,0.21,9625,0.361,4189,4382,2816,9161,2234
E14000783,Leicester South,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,10648,0.435,1887416,0.153,184814,0.21,9152,0.374,3968,4100,2573,8040,2608
E14000784,Leicester West,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,10064,0.407,1887416,0.153,184814,0.21,8452,0.342,3392,3951,2717,6583,3478
E14000792,Lincoln,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,5411,0.287,1887416,0.153,184814,0.21,4429,0.235,1724,2028,1662,3598,1815
E14000797,Loughborough,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3801,0.214,1887416,0.153,184814,0.21,3107,0.175,1360,1418,1020,2674,1126
E14000798,Louth and Horncastle,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4175,0.276,1887416,0.153,184814,0.21,3450,0.228,1497,1524,1157,2888,1291
E14000810,Mansfield,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,5805,0.28,1887416,0.153,184814,0.21,4720,0.228,1889,2164,1749,3913,1893
E14000814,Mid Derbyshire,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,2042,0.145,1887416,0.153,184814,0.21,1706,0.121,767,785,490,1541,504
E14000829,Newark,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3740,0.205,1887416,0.153,184814,0.21,3132,0.171,1300,1391,1051,2492,1247
E14000843,North East Derbyshire,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3384,0.224,1887416,0.153,184814,0.21,2708,0.18,1139,1280,967,2380,998
E14000858,North West Leicestershire,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3497,0.184,1887416,0.153,184814,0.21,2865,0.151,1234,1237,1024,2477,1013
E14000861,Northampton North,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4886,0.26,1887416,0.153,184814,0.21,4018,0.214,1837,1750,1301,3416,1468
E14000862,Northampton South,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,5954,0.276,1887416,0.153,184814,0.21,4859,0.225,2056,2235,1672,4254,1697
E14000865,Nottingham East,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,8392,0.412,1887416,0.153,184814,0.21,7032,0.345,2769,3354,2261,5485,2903
E14000866,Nottingham North,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,9940,0.411,1887416,0.153,184814,0.21,8043,0.332,3295,3847,2802,6031,3907
E14000867,Nottingham South,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,5903,0.328,1887416,0.153,184814,0.21,5024,0.279,2086,2238,1574,4077,1829
E14000908,Rushcliffe,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,1930,0.102,1887416,0.153,184814,0.21,1566,0.082,747,699,488,1377,551
E14000909,Rutland and Melton,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,2694,0.149,1887416,0.153,184814,0.21,2201,0.122,926,1008,756,2013,676
E14000924,Sherwood,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4472,0.233,1887416,0.153,184814,0.21,3597,0.188,1547,1695,1226,3051,1418
E14000929,Sleaford and North Hykeham,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3426,0.165,1887416,0.153,184814,0.21,2841,0.137,1251,1295,881,2475,953
E14000935,South Derbyshire,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3904,0.19,1887416,0.153,184814,0.21,3251,0.158,1334,1463,1112,2727,1185
E14000939,South Holland and The Deepings,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,4548,0.233,1887416,0.153,184814,0.21,3739,0.192,1534,1685,1329,3238,1309
E14000940,South Leicestershire,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,3356,0.163,1887416,0.153,184814,0.21,2757,0.134,1176,1263,921,2452,904
E14000942,South Northamptonshire,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,2873,0.113,1887416,0.153,184814,0.21,2349,0.093,1074,1074,724,2150,726
E14001025,Wellingborough,E12000004,East Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,224138,0.254,5247,0.225,1887416,0.153,184814,0.21,4303,0.185,1720,1997,1530,3754,1499
E14000531,Aldridge-Brownhills,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2652,0.192,1887416,0.153,245978,0.214,2034,0.147,928,943,778,1666,983
E14000560,"Birmingham, Edgbaston",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,5149,0.253,1887416,0.153,245978,0.214,4063,0.2,1735,1959,1460,2790,2358
E14000561,"Birmingham, Erdington",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,7920,0.332,1887416,0.153,245978,0.214,6182,0.259,2691,2990,2239,4845,3072
E14000562,"Birmingham, Hall Green",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,12986,0.46,1887416,0.153,245978,0.214,10997,0.389,5101,4881,3007,9057,3931
E14000563,"Birmingham, Hodge Hill",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,20449,0.546,1887416,0.153,245978,0.214,17202,0.459,7709,7997,4738,14353,6095
E14000564,"Birmingham, Ladywood",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,16524,0.506,1887416,0.153,245978,0.214,13591,0.416,5851,6471,4209,10707,5822
E14000565,"Birmingham, Northfield",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,6307,0.272,1887416,0.153,245978,0.214,4683,0.202,2143,2350,1812,3430,2878
E14000566,"Birmingham, Perry Barr",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,10420,0.405,1887416,0.153,245978,0.214,8655,0.337,3852,3962,2612,7149,3270
E14000567,"Birmingham, Selly Oak",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,4896,0.246,1887416,0.153,245978,0.214,3875,0.195,1754,1836,1305,2883,2017
E14000568,"Birmingham, Yardley",E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,11701,0.417,1887416,0.153,245978,0.214,9600,0.342,4189,4505,3007,7927,3770
E14000605,Bromsgrove,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2240,0.12,1887416,0.153,245978,0.214,1771,0.095,766,827,638,1438,801
E14000610,Burton,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,5650,0.26,1887416,0.153,245978,0.214,4399,0.202,1910,2133,1606,4184,1460
E14000618,Cannock Chase,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,4062,0.224,1887416,0.153,245978,0.214,3164,0.174,1284,1495,1284,2724,1343
E14000649,Coventry North East,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,8925,0.294,1887416,0.153,245978,0.214,7180,0.236,3081,3437,2408,5805,3124
E14000650,Coventry North West,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,4709,0.212,1887416,0.153,245978,0.214,3726,0.168,1660,1771,1280,3215,1498
E14000651,Coventry South,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,4630,0.227,1887416,0.153,245978,0.214,3682,0.181,1631,1755,1246,2945,1688
E14000671,Dudley North,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,5378,0.303,1887416,0.153,245978,0.214,4171,0.235,1768,2027,1577,3376,2004
E14000672,Dudley South,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,4278,0.273,1887416,0.153,245978,0.214,3299,0.21,1348,1634,1291,2652,1628
E14000722,Halesowen and Rowley Regis,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,4652,0.263,1887416,0.153,245978,0.214,3580,0.202,1584,1732,1337,2921,1735
E14000743,Hereford and South Herefordshire,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3198,0.18,1887416,0.153,245978,0.214,2393,0.135,1126,1143,926,2263,934
E14000767,Kenilworth and Southam,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,1344,0.091,1887416,0.153,245978,0.214,1075,0.073,478,479,382,939,398
E14000791,Lichfield,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2369,0.141,1887416,0.153,245978,0.214,1782,0.106,791,853,727,1609,760
E14000799,Ludlow,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2298,0.183,1887416,0.153,245978,0.214,1829,0.145,820,889,587,1711,586
E14000812,Meriden,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3996,0.172,1887416,0.153,245978,0.214,2914,0.125,1249,1455,1296,2270,1727
E14000818,Mid Worcestershire,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2874,0.155,1887416,0.153,245978,0.214,2215,0.119,906,1040,926,1910,970
E14000834,Newcastle-under-Lyme,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3070,0.198,1887416,0.153,245978,0.214,2443,0.157,1026,1107,934,2049,1019
E14000847,North Herefordshire,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2359,0.164,1887416,0.153,245978,0.214,1839,0.128,807,886,667,1695,669
E14000849,North Shropshire,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3567,0.191,1887416,0.153,245978,0.214,2800,0.15,1227,1301,1041,2461,1105
E14000854,North Warwickshire,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3297,0.191,1887416,0.153,245978,0.214,2606,0.151,1100,1238,960,2267,1030
E14000868,Nuneaton,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3771,0.198,1887416,0.153,245978,0.214,2901,0.153,1296,1340,1137,2520,1251
E14000892,Redditch,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3605,0.199,1887416,0.153,245978,0.214,2791,0.154,1153,1363,1086,2528,1079
E14000905,Rugby,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2786,0.131,1887416,0.153,245978,0.214,2073,0.097,987,1021,779,2010,773
E14000926,Shrewsbury and Atcham,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3253,0.171,1887416,0.153,245978,0.214,2523,0.133,1096,1178,981,2289,963
E14000931,Solihull,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2078,0.106,1887416,0.153,245978,0.214,1644,0.084,820,744,513,1429,645
E14000945,South Staffordshire,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2434,0.159,1887416,0.153,245978,0.214,1927,0.126,793,917,726,1565,873
E14000965,Stafford,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3061,0.176,1887416,0.153,245978,0.214,2326,0.133,1010,1122,930,2019,1039
E14000966,Staffordshire Moorlands,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2084,0.166,1887416,0.153,245978,0.214,1595,0.127,770,749,565,1496,586
E14000972,Stoke-on-Trent Central,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,6517,0.379,1887416,0.153,245978,0.214,5161,0.3,2123,2471,1918,4170,2342
E14000973,Stoke-on-Trent North,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,7511,0.364,1887416,0.153,245978,0.214,6131,0.297,2453,2881,2175,4856,2656
E14000974,Stoke-on-Trent South,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,5673,0.313,1887416,0.153,245978,0.214,4490,0.248,1824,2200,1650,3555,2115
E14000975,Stone,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,1948,0.142,1887416,0.153,245978,0.214,1481,0.108,685,726,532,1342,607
E14000976,Stourbridge,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3974,0.239,1887416,0.153,245978,0.214,3168,0.191,1439,1475,1056,2616,1357
E14000977,Stratford-on-Avon,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,1873,0.118,1887416,0.153,245978,0.214,1456,0.092,685,636,563,1331,545
E14000985,Sutton Coldfield,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,1679,0.095,1887416,0.153,245978,0.214,1298,0.074,609,632,442,1151,535
E14000986,Tamworth,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3483,0.195,1887416,0.153,245978,0.214,2613,0.146,1195,1225,1061,2337,1142
E14000989,Telford,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,5417,0.248,1887416,0.153,245978,0.214,3962,0.181,1740,1945,1728,3342,2073
E14000992,The Wrekin,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,3724,0.2,1887416,0.153,245978,0.214,2852,0.153,1263,1377,1090,2633,1094
E14001011,Walsall North,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,8341,0.364,1887416,0.153,245978,0.214,6423,0.28,2488,3137,2714,4707,3634
E14001012,Walsall South,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,9692,0.379,1887416,0.153,245978,0.214,7821,0.306,3357,3633,2700,6525,3173
E14001016,Warley,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,9295,0.387,1887416,0.153,245978,0.214,7550,0.314,3386,3598,2302,6102,3189
E14001019,Warwick and Leamington,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2075,0.112,1887416,0.153,245978,0.214,1552,0.084,720,740,617,1434,640
E14001029,West Bromwich East,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,6939,0.333,1887416,0.153,245978,0.214,5531,0.265,2366,2692,1881,4584,2355
E14001030,West Bromwich West,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,7808,0.356,1887416,0.153,245978,0.214,6144,0.28,2530,2917,2367,4805,3006
E14001035,West Worcestershire,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,2270,0.146,1887416,0.153,245978,0.214,1765,0.114,798,818,657,1589,681
E14001049,Wolverhampton North East,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,6883,0.328,1887416,0.153,245978,0.214,5278,0.252,2254,2586,2045,3983,2902
E14001050,Wolverhampton South East,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,7552,0.349,1887416,0.153,245978,0.214,5873,0.272,2502,2785,2268,4474,3076
E14001051,Wolverhampton South West,E12000005,West Midlands,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,310243,0.27,4856,0.285,1887416,0.153,245978,0.214,3953,0.232,1620,1878,1361,3023,1837
