ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateOfThisUpdate,DateOfDataset,Year,UK relative level,UK relative rate,Region relative level,Region relative rate,Constituency relative level,Constituency relative rate,UK absolute level,UK absolute rate,Region abssolute level,Region absolute rate,Constituency absolute level,Constituency absolute rate,0-4,5-10,11-15,In work,Not in work
E14000754,Houghton and Sunderland South,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3953,0.248,1887416,0.153,99079,0.212,3181,0.2,1254,1431,1267,2572,1378
E14000765,Jarrow,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3604,0.235,1887416,0.153,99079,0.212,2946,0.192,1202,1325,1077,2274,1329
E14000819,Middlesbrough,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,9020,0.429,1887416,0.153,99079,0.212,7719,0.367,2928,3517,2572,5598,3419
E14000820,Middlesbrough South and East Cleveland,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,4199,0.244,1887416,0.153,99079,0.212,3500,0.203,1381,1497,1324,2659,1542
E14000831,Newcastle upon Tyne Central,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,8065,0.376,1887416,0.153,99079,0.212,6918,0.322,2794,3116,2162,5691,2374
E14000832,Newcastle upon Tyne East,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3239,0.249,1887416,0.153,99079,0.212,2684,0.206,1086,1200,957,2077,1165
E14000833,Newcastle upon Tyne North,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3546,0.19,1887416,0.153,99079,0.212,2837,0.152,1244,1275,1025,2458,1092
E14000840,North Durham,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3849,0.247,1887416,0.153,99079,0.212,3184,0.204,1257,1413,1183,2471,1376
E14000853,North Tyneside,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,4370,0.231,1887416,0.153,99079,0.212,3617,0.191,1476,1487,1410,2982,1383
E14000856,North West Durham,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3875,0.228,1887416,0.153,99079,0.212,3173,0.186,1314,1416,1142,2661,1211
E14000891,Redcar,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,4501,0.275,1887416,0.153,99079,0.212,3606,0.22,1447,1679,1378,2762,1744
E14000915,Sedgefield,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3842,0.25,1887416,0.153,99079,0.212,3148,0.205,1240,1438,1163,2496,1343
E14000944,South Shields,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,4252,0.29,1887416,0.153,99079,0.212,3501,0.239,1466,1468,1322,2556,1705
E14000970,Stockton North,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,4954,0.264,1887416,0.153,99079,0.212,3984,0.213,1625,1803,1524,3215,1740
E14000971,Stockton South,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,4023,0.195,1887416,0.153,99079,0.212,3322,0.161,1460,1496,1067,2766,1257
E14000982,Sunderland Central,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,4549,0.273,1887416,0.153,99079,0.212,3749,0.225,1533,1623,1395,2946,1604
E14001006,Tynemouth,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3057,0.163,1887416,0.153,99079,0.212,2502,0.133,1120,1152,788,2181,870
E14001014,Wansbeck,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,3507,0.244,1887416,0.153,99079,0.212,2822,0.196,1084,1294,1126,2246,1258
E14001020,Washington and Sunderland West,E12000001,North East,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,120512,0.258,4392,0.267,1887416,0.153,99079,0.212,3480,0.211,1525,1539,1321,2834,1556
E14000532,Altrincham and Sale West,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1536,0.07,1887416,0.153,230412,0.166,1101,0.05,633,556,349,1027,506
E14000537,Ashton-under-Lyne,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5586,0.294,1887416,0.153,230412,0.166,3929,0.206,1789,2117,1683,3487,2101
E14000543,Barrow and Furness,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2655,0.181,1887416,0.153,230412,0.166,1728,0.118,885,961,806,1635,1016
E14000559,Birkenhead,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4627,0.255,1887416,0.153,230412,0.166,3097,0.171,1480,1658,1493,2422,2206
E14000570,Blackburn,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,11365,0.417,1887416,0.153,230412,0.166,8120,0.298,4193,4276,2894,7781,3584
E14000571,Blackley and Broughton,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,13102,0.395,1887416,0.153,230412,0.166,9031,0.273,4490,4995,3620,8816,4287
E14000572,Blackpool North and Cleveleys,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3276,0.231,1887416,0.153,230412,0.166,2151,0.151,1093,1192,988,1914,1364
E14000573,Blackpool South,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4384,0.287,1887416,0.153,230412,0.166,2966,0.194,1379,1579,1425,2520,1866
E14000578,Bolton North East,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,7396,0.348,1887416,0.153,230412,0.166,5446,0.256,2541,2778,2080,4725,2667
E14000579,Bolton South East,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,11183,0.436,1887416,0.153,230412,0.166,8406,0.328,3815,4362,3005,7579,3604
E14000580,Bolton West,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3561,0.194,1887416,0.153,230412,0.166,2479,0.135,1209,1270,1084,2268,1295
E14000581,Bootle,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4504,0.228,1887416,0.153,230412,0.166,3004,0.152,1400,1671,1433,2297,2205
E14000609,Burnley,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,6520,0.346,1887416,0.153,230412,0.166,4803,0.255,2205,2410,1903,4010,2514
E14000611,Bury North,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4573,0.259,1887416,0.153,230412,0.166,3265,0.185,1570,1726,1272,3012,1564
E14000612,Bury South,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4294,0.204,1887416,0.153,230412,0.166,2980,0.141,1589,1536,1167,2824,1469
E14000620,Carlisle,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2962,0.188,1887416,0.153,230412,0.166,1947,0.124,912,1090,962,1931,1025
E14000627,Cheadle,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1675,0.092,1887416,0.153,230412,0.166,1216,0.067,706,606,359,1166,514
E14000637,Chorley,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2868,0.144,1887416,0.153,230412,0.166,1950,0.098,1009,1032,827,1830,1042
E14000640,City of Chester,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2399,0.145,1887416,0.153,230412,0.166,1645,0.099,811,893,697,1521,875
E14000646,Congleton,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2282,0.131,1887416,0.153,230412,0.166,1627,0.093,756,828,700,1442,841
E14000647,Copeland,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2075,0.164,1887416,0.153,230412,0.166,1384,0.109,704,750,619,1311,766
E14000653,Crewe and Nantwich,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3888,0.183,1887416,0.153,230412,0.166,2553,0.12,1260,1408,1221,2435,1455
E14000661,Denton and Reddish,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3438,0.205,1887416,0.153,230412,0.166,2263,0.135,1115,1208,1112,2012,1426
E14000686,Eddisbury,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2394,0.138,1887416,0.153,230412,0.166,1563,0.09,798,840,753,1449,942
E14000688,Ellesmere Port and Neston,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2932,0.182,1887416,0.153,230412,0.166,2000,0.124,942,1077,908,1810,1120
E14000706,Fylde,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2001,0.143,1887416,0.153,230412,0.166,1346,0.096,704,719,574,1312,694
E14000708,Garston and Halewood,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4070,0.208,1887416,0.153,230412,0.166,2710,0.139,1278,1533,1260,2168,1905
E14000725,Halton,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3888,0.198,1887416,0.153,230412,0.166,2538,0.129,1231,1355,1298,2137,1747
E14000738,Hazel Grove,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1991,0.137,1887416,0.153,230412,0.166,1342,0.093,712,747,534,1235,755
E14000747,Heywood and Middleton,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5320,0.241,1887416,0.153,230412,0.166,3560,0.161,1688,1948,1682,3027,2294
E14000758,Hyndburn,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,6514,0.336,1887416,0.153,230412,0.166,4870,0.251,2148,2433,1930,4062,2452
E14000775,Knowsley,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5586,0.245,1887416,0.153,230412,0.166,3585,0.158,1676,1973,1939,2964,2622
E14000776,Lancaster and Fleetwood,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2475,0.171,1887416,0.153,230412,0.166,1652,0.114,872,870,736,1649,824
E14000785,Leigh,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4073,0.201,1887416,0.153,230412,0.166,2801,0.138,1285,1481,1306,2389,1683
E14000793,"Liverpool, Riverside",E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4854,0.301,1887416,0.153,230412,0.166,3545,0.22,1560,1793,1502,2563,2291
E14000794,"Liverpool, Walton",E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5545,0.301,1887416,0.153,230412,0.166,3721,0.202,1663,2062,1825,2757,2794
E14000795,"Liverpool, Wavertree",E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5136,0.284,1887416,0.153,230412,0.166,3809,0.211,1596,2012,1525,2727,2409
E14000796,"Liverpool, West Derby",E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5137,0.267,1887416,0.153,230412,0.166,3491,0.181,1571,1858,1706,2655,2484
E14000802,Macclesfield,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1597,0.099,1887416,0.153,230412,0.166,1131,0.07,553,597,447,1121,475
E14000805,Makerfield,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3237,0.174,1887416,0.153,230412,0.166,2202,0.118,1063,1134,1045,1996,1244
E14000807,Manchester Central,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,9937,0.358,1887416,0.153,230412,0.166,7025,0.253,3429,3749,2764,6012,3931
E14000808,"Manchester, Gorton",E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,11075,0.415,1887416,0.153,230412,0.166,7923,0.297,3994,4200,2879,7669,3409
E14000809,"Manchester, Withington",E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3529,0.207,1887416,0.153,230412,0.166,2594,0.152,1368,1345,821,2133,1401
E14000825,Morecambe and Lunesdale,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3251,0.193,1887416,0.153,230412,0.166,2132,0.126,1030,1181,1048,2055,1199
E14000870,Oldham East and Saddleworth,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,9131,0.38,1887416,0.153,230412,0.166,6822,0.284,3081,3530,2520,5816,3316
E14000871,Oldham West and Royton,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,11152,0.436,1887416,0.153,230412,0.166,8485,0.332,4004,4159,2988,7570,3582
E14000875,Pendle,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,7877,0.403,1887416,0.153,230412,0.166,5874,0.301,2881,3030,1962,5601,2277
E14000877,Penrith and The Border,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1923,0.151,1887416,0.153,230412,0.166,1412,0.111,717,713,487,1442,478
E14000885,Preston,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,6479,0.319,1887416,0.153,230412,0.166,4433,0.219,2137,2440,1903,4085,2396
E14000894,Ribble Valley,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2203,0.124,1887416,0.153,230412,0.166,1575,0.089,767,778,660,1541,662
E14000897,Rochdale,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,10312,0.39,1887416,0.153,230412,0.166,7508,0.284,3694,3856,2764,6850,3463
E14000902,Rossendale and Darwen,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3827,0.204,1887416,0.153,230412,0.166,2611,0.139,1305,1393,1126,2355,1472
E14000911,Salford and Eccles,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5069,0.246,1887416,0.153,230412,0.166,3504,0.17,1588,1851,1627,2788,2285
E14000916,Sefton Central,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1478,0.112,1887416,0.153,230412,0.166,1064,0.08,537,500,437,946,534
E14000943,South Ribble,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2270,0.132,1887416,0.153,230412,0.166,1519,0.088,824,820,629,1459,811
E14000958,Southport,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2584,0.169,1887416,0.153,230412,0.166,1737,0.114,908,943,732,1701,882
E14000967,Stalybridge and Hyde,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4430,0.228,1887416,0.153,230412,0.166,3112,0.16,1518,1599,1314,2623,1803
E14000962,St Helens North,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3691,0.198,1887416,0.153,230412,0.166,2509,0.134,1182,1328,1175,1992,1695
E14000963,St Helens South and Whiston,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3868,0.204,1887416,0.153,230412,0.166,2749,0.145,1176,1337,1357,1948,1916
E14000969,Stockport,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3903,0.204,1887416,0.153,230412,0.166,2607,0.137,1299,1431,1170,2145,1758
E14000979,Stretford and Urmston,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4035,0.189,1887416,0.153,230412,0.166,2853,0.134,1528,1439,1066,2678,1359
E14000987,Tatton,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1582,0.101,1887416,0.153,230412,0.166,1124,0.072,598,576,405,1066,517
E14001010,Wallasey,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3646,0.213,1887416,0.153,230412,0.166,2416,0.141,1157,1301,1192,2062,1585
E14001017,Warrington North,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3185,0.177,1887416,0.153,230412,0.166,2105,0.117,1021,1192,973,2032,1150
E14001018,Warrington South,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2633,0.123,1887416,0.153,230412,0.166,1817,0.085,903,939,794,1707,929
E14001024,Weaver Vale,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2592,0.151,1887416,0.153,230412,0.166,1693,0.099,872,902,820,1596,996
E14001033,West Lancashire,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,3144,0.183,1887416,0.153,230412,0.166,2117,0.123,1045,1125,976,1899,1245
E14001037,Westmorland and Lonsdale,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1532,0.123,1887416,0.153,230412,0.166,1086,0.087,579,530,426,1164,364
E14001039,Wigan,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,4256,0.214,1887416,0.153,230412,0.166,2924,0.147,1349,1479,1423,2490,1757
E14001043,Wirral South,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1405,0.11,1887416,0.153,230412,0.166,920,0.072,506,500,397,935,467
E14001044,Wirral West,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1320,0.109,1887416,0.153,230412,0.166,877,0.073,507,474,341,874,448
E14001053,Workington,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,2501,0.184,1887416,0.153,230412,0.166,1567,0.115,857,885,760,1685,816
E14001054,Worsley and Eccles South,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5261,0.227,1887416,0.153,230412,0.166,3542,0.153,1662,1952,1648,2795,2463
E14001057,Wyre and Preston North,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,1869,0.117,1887416,0.153,230412,0.166,1325,0.083,699,673,498,1362,509
E14001059,Wythenshawe and Sale East,E12000002,North West,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,329464,0.237,5615,0.229,1887416,0.153,230412,0.166,3901,0.159,1781,2088,1738,2905,2707
E14000541,Barnsley Central,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,3386,0.199,1887416,0.153,180221,0.177,2534,0.149,1089,1190,1106,2031,1357
E14000542,Barnsley East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4102,0.225,1887416,0.153,180221,0.177,3077,0.169,1228,1482,1391,2386,1718
E14000548,Batley and Spen,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,6338,0.269,1887416,0.153,180221,0.177,4948,0.21,2298,2357,1683,4497,1846
E14000556,Beverley and Holderness,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2268,0.145,1887416,0.153,180221,0.177,1752,0.112,836,833,602,1586,686
E14000587,Bradford East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,14158,0.427,1887416,0.153,180221,0.177,11606,0.35,5117,5363,3676,9423,4737
E14000588,Bradford South,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,8037,0.307,1887416,0.153,180221,0.177,6210,0.237,2675,3023,2343,4877,3162
E14000589,Bradford West,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,14331,0.466,1887416,0.153,180221,0.177,11866,0.386,5231,5476,3625,9890,4441
E14000596,Brigg and Goole,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2531,0.165,1887416,0.153,180221,0.177,1910,0.125,842,926,763,1716,817
E14000614,Calder Valley,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2629,0.141,1887416,0.153,180221,0.177,1949,0.104,927,935,765,1750,878
E14000643,Cleethorpes,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2719,0.164,1887416,0.153,180221,0.177,2043,0.123,939,984,798,1804,916
E14000645,Colne Valley,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,3948,0.179,1887416,0.153,180221,0.177,3058,0.138,1402,1483,1061,2662,1290
E14000666,Dewsbury,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,6812,0.278,1887416,0.153,180221,0.177,5413,0.221,2482,2506,1822,4887,1924
E14000667,Don Valley,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,3752,0.199,1887416,0.153,180221,0.177,2843,0.151,1269,1300,1185,2308,1439
E14000668,Doncaster Central,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,5196,0.242,1887416,0.153,180221,0.177,4061,0.189,1636,1937,1626,3236,1959
E14000669,Doncaster North,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4843,0.239,1887416,0.153,180221,0.177,3663,0.181,1576,1692,1576,2714,2129
E14000683,East Yorkshire,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,2969,0.178,1887416,0.153,180221,0.177,2275,0.136,967,1082,920,2017,958
E14000689,Elmet and Rothwell,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1787,0.1,1887416,0.153,180221,0.177,1391,0.078,660,620,504,1154,635
E14000716,Great Grimsby,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4745,0.258,1887416,0.153,180221,0.177,3442,0.187,1447,1723,1574,2869,1875
E14000723,Halifax,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,6215,0.278,1887416,0.153,180221,0.177,4916,0.22,2171,2299,1748,4169,2045
E14000724,Haltemprice and Howden,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1383,0.093,1887416,0.153,180221,0.177,1098,0.074,522,481,378,996,385
E14000730,Harrogate and Knaresborough,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,1361,0.074,1887416,0.153,180221,0.177,1043,0.057,510,466,381,966,392
E14000740,Hemsworth,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,3684,0.187,1887416,0.153,180221,0.177,2740,0.139,1132,1350,1207,2348,1338
E14000756,Huddersfield,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,5154,0.269,1887416,0.153,180221,0.177,3989,0.208,1770,1924,1467,3442,1711
E14000766,Keighley,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,5297,0.266,1887416,0.153,180221,0.177,4338,0.218,1988,1978,1330,3711,1588
E14000771,Kingston upon Hull East,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4717,0.264,1887416,0.153,180221,0.177,3563,0.2,1401,1721,1591,2698,2020
E14000772,Kingston upon Hull North,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,5700,0.279,1887416,0.153,180221,0.177,4352,0.213,1849,2058,1791,3284,2418
E14000773,Kingston upon Hull West and Hessle,E12000003,Yorkshire and The Humber,K02000001,United Kingdom,45069,45069,2021/22,2470678,0.201,231203,0.227,4831,0.291,1887416,0.153,180221,0.177,3750,0.226,1471,1801,1556,3037,1798
