const_id,const_name,2023,GE 2019,2019 party,2019 MP,2019 electorate,2019 turnout,Pre GE 2019,GE 2017,2017 turnout,GE 2015
S14000049,North East Fife,LD,LD,Liberal Democrats,Wendy Chamberlain,60905,75.3,SNP,SNP,71.3,SNP
S14000050,Ochil and South Perthshire,SNP,SNP,Scottish National Party (SNP),John Nicolson,78776,73.4,Con,Con,70.7,SNP
S14000051,Orkney and Shetland,LD,LD,Liberal Democrats,Alistair Carmichael,34211,67.7,LD,LD,68.3,LD
S14000052,Paisley and Renfrewshire North,SNP,SNP,Scottish National Party (SNP),Gavin Newlands,72007,69,SNP,SNP,69.2,SNP
S14000053,Paisley and Renfrewshire South,SNP,SNP,Scottish National Party (SNP),Mhairi Black,64385,66.9,SNP,SNP,68.1,SNP
S14000054,Perth and North Perthshire,SNP,SNP,Scottish National Party (SNP),Pete Wishart,72600,74.5,SNP,SNP,71.9,SNP
S14000055,"Ross, Skye and Lochaber",SNP,SNP,Scottish National Party (SNP),Ian Blackford,54229,73.5,SNP,SNP,71.8,SNP
S14000056,Rutherglen and Hamilton West,SNP,SNP,Scottish National Party (SNP),Margaret Ferrier,80918,66.5,Lab,Lab,63.6,SNP
S14000057,Stirling,SNP,SNP,Scottish National Party (SNP),Alyn Smith,68473,76.8,Con,Con,74.4,SNP
S14000058,West Aberdeenshire and Kincardine,Con,Con,Conservative and Unionist Party,Andrew Bowie,72640,73.4,Con,Con,71.3,SNP
S14000059,West Dunbartonshire,SNP,SNP,Scottish National Party (SNP),Martin Docherty,66517,67.9,SNP,SNP,65.3,SNP
W07000041,Ynys Môn,Con,Con,Conservative and Unionist Party,Virginia Crosbie,51925,70.4,Lab,Lab,70.7,Lab
W07000042,Delyn,Con,Con,Conservative and Unionist Party,Rob Roberts,,,Lab,Lab,73,Lab
W07000043,Alyn and Deeside,Lab,Lab,Labour Party,Mark Tami,,,Lab,Lab,71.2,Lab
W07000044,Wrexham,Con,Con,Conservative and Unionist Party,Sarah Atherton,49737,67.4,Lab,Lab,70.5,Lab
W07000045,Llanelli,Lab,Lab,Labour Party,Nia Griffith,60513,63.2,Lab,Lab,68,Lab
W07000046,Gower,Lab,Lab,Labour Party,Tonia Antoniazzi,,,Lab,Lab,73.4,Con
W07000047,Swansea West,Lab,Lab,Labour Party,Geraint Davies,,,Lab,Lab,65.7,Lab
W07000048,Swansea East,Lab,Lab,Labour Party,Carolyn Harris,,,Lab,Lab,60.2,Lab
W07000049,Aberavon,Lab,Lab,Labour Party,Stephen Kinnock,50747,62.3,Lab,Lab,66.8,Lab
W07000050,Cardiff Central,Lab,Lab,Labour Party,Jo Stevens,64037,65.3,Lab,Lab,68.2,Lab
W07000051,Cardiff North,Lab,Lab,Labour Party,Anna McMorrin,68438,77,Lab,Lab,77.5,Con
W07000052,Rhondda,Lab,Lab,Labour Party,Chris Bryant,,,Lab,Lab,65.3,Lab
W07000053,Torfaen,Lab,Lab,Labour Party,Nick Thomas-Symonds,,,Lab,Lab,62.2,Lab
W07000054,Monmouth,Con,Con,Conservative and Unionist Party,David Davies,,,Con,Con,76.7,Con
W07000055,Newport East,Lab,Lab,Labour Party,Jessica Morden,58554,62,Lab,Lab,64.5,Lab
W07000056,Newport West,Lab,Lab,Labour Party,Ruth Jones,66657,65.2,Lab,Lab,67.6,Lab
W07000057,Arfon,PC,PC,Plaid Cymru - The Party of Wales,Hywel Williams,42215,68.9,PC,PC,68.4,PC
W07000058,Aberconwy,Con,Con,Conservative and Unionist Party,Robin John Millar,44699,71.3,Ind,Con,71.2,Con
W07000059,Clwyd West,Con,Con,Conservative and Unionist Party,David Jones,57714,69.7,Con,Con,69.9,Con
W07000060,Vale of Clwyd,Con,Con,Conservative and Unionist Party,James Davies,56649,65.7,Lab,Lab,68.2,Con
W07000061,Dwyfor Meirionnydd,PC,PC,Plaid Cymru - The Party of Wales,Liz Saville Roberts,44362,67.5,PC,PC,68,PC
W07000062,Clwyd South,Con,Con,Conservative and Unionist Party,Simon Baynes,53919,67.3,Lab,Lab,69.9,Lab
W07000063,Montgomeryshire,Con,Con,Conservative and Unionist Party,Craig Williams,48997,69.8,Con,Con,68.9,Con
W07000064,Ceredigion,PC,PC,Plaid Cymru - The Party of Wales,Ben Lake,56250,71.3,PC,PC,73.4,LD
W07000065,Preseli Pembrokeshire,Con,Con,Conservative and Unionist Party,Stephen Crabb,,,Con,Con,72.2,Con
W07000066,Carmarthen West and South Pembrokeshire,Con,Con,Conservative and Unionist Party,Simon Anthony Hart,,,Con,Con,72.2,Con
W07000067,Carmarthen East and Dinefwr,PC,PC,Plaid Cymru - The Party of Wales,Jonathan Edwards,57407,71.4,PC,PC,73.4,PC
W07000068,Brecon and Radnorshire,Con,Con,Conservative and Unionist Party,Fay Alicia Jones,55490,74.5,LD,Con,73.9,Con
W07000069,Neath,Lab,Lab,Labour and Co-operative Party,Christina Rees,56416,65.2,Lab,Lab,68.7,Lab
W07000070,Cynon Valley,Lab,Lab,Labour Party,Beth Winter,,,Lab,Lab,62.1,Lab
W07000071,Merthyr Tydfil and Rhymney,Lab,Lab,Labour Party,Gerald Jones,,,Lab,Lab,60.6,Lab
W07000072,Blaenau Gwent,Lab,Lab,Labour Party,Nick Smith,50736,59.6,Lab,Lab,63.3,Lab
W07000073,Bridgend,Con,Con,Conservative and Unionist Party,Jamie Hamilton Wallis,61380,68.8,Lab,Lab,69.6,Lab
W07000074,Ogmore,Lab,Lab,Labour Party,Chris Elmore,56155,63,Lab,Lab,65.3,Lab
W07000075,Pontypridd,Lab,Lab,Labour Party,Alex Davies-Jones,,,Lab,Lab,66,Lab
W07000076,Caerphilly,Lab,Lab,Labour Party,Wayne David,63166,63.5,Lab,Lab,64.3,Lab
W07000077,Islwyn,Lab,Lab,Labour and Co-operative Party,Chris Evans,55423,62,Lab,Lab,64.3,Lab
W07000078,Vale of Glamorgan,Con,Con,Conservative and Unionist Party,Alun Cairns,76508,71.6,Con,Con,72.7,Con
W07000079,Cardiff West,Lab,Lab,Labour Party,Kevin Brennan,68508,67.4,Lab,Lab,70,Lab
W07000080,Cardiff South and Penarth,Lab,Lab,Labour and Co-operative Party,Stephen Doughty,78837,64.2,Lab,Lab,66.5,Lab
