ONSConstID,ConstituencyName,RegNationID,RegNationName,NatComparator,Con_num→Families with dependent children,Con_num→One-person households,Con_num→Other household types,Con_num→Other single-family households,Con_pc→Families with dependent children,Con_pc→One-person households,Con_pc→Other household types,Con_pc→Other single-family households,RN_pc→Families with dependent children,RN_pc→One-person households,RN_pc→Other household types,RN_pc→Other single-family households,Nat_pc→Families with dependent children,Nat_pc→One-person households,Nat_pc→Other household types,Nat_pc→Other single-family households
E14001340,Liverpool Wavertree,E12000002,North West,UK,10142,15963,4525,12634,0.234421,0.368967,0.104591,0.292021,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001341,Liverpool West Derby,E12000002,North West,UK,12053,14255,1654,14216,0.285764,0.337972,0.039215,0.337048,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001342,Loughborough,E12000004,East Midlands,UK,10217,11679,2908,14554,0.259591,0.296738,0.073886,0.369786,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001343,Louth & Horncastle,E12000004,East Midlands,UK,9173,13120,1286,20203,0.209515,0.299667,0.029373,0.461446,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001344,Lowestoft,E12000006,East of England,UK,10147,14420,1202,17020,0.23714,0.337002,0.028092,0.397766,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001345,Luton North,E12000006,East of England,UK,15388,9861,1974,12769,0.384777,0.246574,0.04936,0.319289,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001346,Luton South & South Bedfordshire,E12000006,East of England,UK,16197,12810,3353,12631,0.360005,0.284723,0.074526,0.280745,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001347,Macclesfield,E12000002,North West,UK,10756,13858,1071,17348,0.249947,0.322032,0.024888,0.403133,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001348,Maidenhead,E12000008,South East,UK,13223,10797,1835,15838,0.317152,0.258964,0.044012,0.379872,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001349,Maidstone & Malling,E12000008,South East,UK,14114,12118,2017,15868,0.319922,0.274678,0.045719,0.359681,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001350,Makerfield,E12000002,North West,UK,12490,12501,1036,17792,0.285036,0.285287,0.023643,0.406034,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001351,Maldon,E12000006,East of England,UK,11090,11104,1246,18362,0.265298,0.265634,0.029807,0.439261,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001352,Manchester Central,E12000002,North West,UK,12452,18915,6226,14694,0.238148,0.361753,0.119074,0.281026,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001353,Manchester Rusholme,E12000002,North West,UK,10578,12875,6530,7621,0.2813,0.342384,0.173652,0.202664,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001354,Manchester Withington,E12000002,North West,UK,8818,12454,5076,11388,0.233676,0.33003,0.134513,0.301781,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001355,Mansfield,E12000004,East Midlands,UK,12481,13946,1615,17899,0.271674,0.303564,0.035154,0.389609,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001356,Melksham & Devizes,E12000009,South West,UK,10234,11791,1143,17294,0.252928,0.291409,0.028249,0.427414,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001357,Melton & Syston,E12000004,East Midlands,UK,10876,11152,1178,16997,0.270528,0.277392,0.029302,0.422779,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001358,Meriden & Solihull East,E12000005,West Midlands,UK,12530,12167,1127,15613,0.302387,0.293627,0.027198,0.376788,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001359,Mid Bedfordshire,E12000006,East of England,UK,12976,9584,1209,16287,0.323946,0.239265,0.030182,0.406606,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001360,Mid Buckinghamshire,E12000008,South East,UK,12306,9313,1176,16313,0.314668,0.238135,0.030071,0.417126,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001361,Mid Cheshire,E12000002,North West,UK,11565,11767,1221,15994,0.285225,0.290206,0.030113,0.394456,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001362,Mid Derbyshire,E12000004,East Midlands,UK,9811,11268,862,16617,0.254448,0.292235,0.022356,0.430961,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001363,Mid Dorset & North Poole,E12000009,South West,UK,10428,10845,1378,17851,0.257469,0.267764,0.034023,0.440743,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001364,Mid Leicestershire,E12000004,East Midlands,UK,12291,10880,1329,17341,0.293755,0.260032,0.031763,0.41445,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001365,Mid Norfolk,E12000006,East of England,UK,9968,10991,1361,18412,0.244721,0.269837,0.033413,0.452029,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001366,Mid Sussex,E12000008,South East,UK,12594,11333,1356,15612,0.30796,0.277125,0.033158,0.381758,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001367,Middlesbrough & Thornaby East,E12000001,North East,UK,14168,15853,2357,13761,0.307071,0.343592,0.051085,0.298251,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001368,Middlesbrough South & East Cleveland,E12000001,North East,UK,10805,13032,822,16352,0.263466,0.317769,0.020043,0.398722,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001369,Milton Keynes Central,E12000008,South East,UK,17772,13025,2939,15065,0.364173,0.2669,0.060224,0.308702,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001370,Milton Keynes North,E12000008,South East,UK,12910,11035,1736,14976,0.317534,0.271417,0.042698,0.36835,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001371,Mitcham & Morden,E12000007,London,UK,15646,10713,4423,14041,0.349062,0.239007,0.098677,0.313254,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001372,Morecambe & Lunesdale,E12000002,North West,UK,10284,14146,1288,18177,0.234286,0.322269,0.029343,0.414102,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001373,New Forest East,E12000008,South East,UK,9839,10692,1276,17101,0.252879,0.274803,0.032796,0.439524,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001374,New Forest West,E12000008,South East,UK,7908,12045,1277,17427,0.204568,0.311586,0.033034,0.450811,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001375,Newark,E12000004,East Midlands,UK,11621,13324,1392,19153,0.255462,0.2929,0.0306,0.421038,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001376,Newbury,E12000008,South East,UK,11757,11725,1636,15984,0.286044,0.285266,0.039803,0.388887,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001377,Newcastle upon Tyne Central & West,E12000001,North East,UK,14769,17979,3025,15565,0.287682,0.350208,0.058923,0.303187,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001378,Newcastle upon Tyne East & Wallsend,E12000001,North East,UK,12323,18806,3300,16331,0.242769,0.370489,0.065012,0.32173,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001379,Newcastle upon Tyne North,E12000001,North East,UK,11329,14196,4128,15638,0.250138,0.31344,0.091143,0.345279,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001380,Newcastle-under-Lyme,E12000005,West Midlands,UK,10305,12950,1531,15306,0.257034,0.323007,0.038187,0.381772,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001381,Newton Abbot,E12000009,South West,UK,9652,12935,1485,17400,0.232735,0.311897,0.035808,0.41956,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001382,Newton Aycliffe & Spennymoor,E12000001,North East,UK,11156,14673,896,16790,0.256372,0.337194,0.02059,0.385844,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001383,Normanton & Hemsworth,E12000003,Yorkshire and The Humber,UK,12531,13038,1251,17687,0.281552,0.292943,0.028108,0.397398,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001384,North Bedfordshire,E12000006,East of England,UK,13018,10783,1265,17832,0.303464,0.251364,0.029489,0.415683,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001385,North Cornwall,E12000009,South West,UK,10514,12757,1701,18163,0.243747,0.295746,0.039434,0.421073,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001386,North Cotswolds,E12000009,South West,UK,10292,11437,1235,17244,0.255969,0.284446,0.030716,0.428869,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001387,North Devon,E12000009,South West,UK,10497,13257,1532,17912,0.242998,0.306889,0.035464,0.414649,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001388,North Dorset,E12000009,South West,UK,9568,11269,1227,18059,0.238467,0.280862,0.030581,0.450092,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001389,North Durham,E12000001,North East,UK,10975,14900,839,17234,0.249726,0.339037,0.019091,0.392145,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001390,North East Cambridgeshire,E12000006,East of England,UK,11477,12787,1764,18055,0.26035,0.290066,0.040016,0.409569,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001391,North East Derbyshire,E12000004,East Midlands,UK,10231,13071,861,17560,0.245212,0.31328,0.020636,0.420871,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001392,North East Hampshire,E12000008,South East,UK,12894,10152,1156,16857,0.314035,0.247254,0.028155,0.410556,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001393,North East Hertfordshire,E12000006,East of England,UK,12594,12179,1273,17169,0.291426,0.281824,0.029458,0.397293,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001394,North East Somerset & Hanham,E12000009,South West,UK,10887,10254,1344,16955,0.276039,0.25999,0.034078,0.429893,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001395,North Herefordshire,E12000005,West Midlands,UK,8917,11684,1172,18217,0.22298,0.292173,0.029308,0.455539,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001396,North Norfolk,E12000006,East of England,UK,7394,13937,1179,18514,0.180236,0.339728,0.028739,0.451296,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001397,North Northumberland,E12000001,North East,UK,8838,14117,796,18875,0.207339,0.331183,0.018674,0.442804,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001398,North Shropshire,E12000005,West Midlands,UK,10780,12606,1327,18755,0.247998,0.290007,0.030528,0.431466,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001399,North Somerset,E12000009,South West,UK,10973,11849,1144,16825,0.269006,0.290481,0.028045,0.412468,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001400,North Warwickshire & Bedworth,E12000005,West Midlands,UK,11088,11109,1192,16083,0.280908,0.28144,0.030199,0.407453,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001401,North West Cambridgeshire,E12000006,East of England,UK,15447,12585,1936,16820,0.330149,0.268979,0.041378,0.359493,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001402,North West Essex,E12000006,East of England,UK,13397,10925,1321,16932,0.314668,0.256606,0.031028,0.397698,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001403,North West Hampshire,E12000008,South East,UK,13657,11787,1776,17466,0.305621,0.263774,0.039744,0.390861,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001404,North West Leicestershire,E12000004,East Midlands,UK,11682,11981,1327,17785,0.273103,0.280093,0.031022,0.41578,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001405,North West Norfolk,E12000006,East of England,UK,10949,13900,1648,19114,0.240052,0.304751,0.036131,0.419065,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001406,Northampton North,E12000004,East Midlands,UK,16058,16343,3885,16006,0.307084,0.312533,0.074294,0.30609,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001407,Northampton South,E12000004,East Midlands,UK,14593,10908,2116,15622,0.337496,0.252273,0.048937,0.361295,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001408,Norwich North,E12000006,East of England,UK,11217,14583,1920,16656,0.252772,0.328624,0.043267,0.375338,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001409,Norwich South,E12000006,East of England,UK,9959,18720,4439,14100,0.210915,0.396459,0.094011,0.298615,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001410,Nottingham East,E12000004,East Midlands,UK,12033,17793,5530,12259,0.252714,0.373684,0.11614,0.257461,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001411,Nottingham North & Kimberley,E12000004,East Midlands,UK,14619,13796,1810,14553,0.326477,0.308098,0.040422,0.325003,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001412,Nottingham South,E12000004,East Midlands,UK,10505,12317,4960,11548,0.267099,0.313171,0.126112,0.293618,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001413,Nuneaton,E12000005,West Midlands,UK,12460,11989,1418,16024,0.297439,0.286195,0.03385,0.382516,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001414,Old Bexley & Sidcup,E12000007,London,UK,12652,10276,1797,14989,0.318578,0.25875,0.045248,0.377423,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001415,Oldham East & Saddleworth,E12000002,North West,UK,14221,12281,1278,14453,0.336727,0.290791,0.030261,0.342221,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001416,"Oldham West, Chadderton & Royton",E12000002,North West,UK,15039,12053,1446,12879,0.363112,0.291016,0.034913,0.31096,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001417,Orpington,E12000007,London,UK,12971,10291,1393,14597,0.330455,0.262177,0.035489,0.371879,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001418,Ossett & Denby Dale,E12000003,Yorkshire and The Humber,UK,10935,11832,862,16842,0.270194,0.292357,0.021299,0.416149,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001419,Oxford East,E12000008,South East,UK,12216,11698,5971,12507,0.288168,0.275948,0.140852,0.295032,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001420,Oxford West & Abingdon,E12000008,South East,UK,10040,11468,2572,14085,0.263069,0.300484,0.067391,0.369055,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001421,Peckham,E12000007,London,UK,11925,14529,6497,11527,0.26811,0.326656,0.146072,0.259161,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001422,Pendle & Clitheroe,E12000002,North West,UK,13243,14319,1356,16403,0.292205,0.315946,0.029919,0.361929,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001423,Penistone & Stocksbridge,E12000003,Yorkshire and The Humber,UK,9920,11347,792,17223,0.252533,0.28886,0.020162,0.438446,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001424,Penrith & Solway,E12000002,North West,UK,9862,13962,1096,18953,0.224785,0.318237,0.024982,0.431998,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001425,Peterborough,E12000006,East of England,UK,17143,14158,2931,15533,0.344479,0.284497,0.058897,0.312127,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001426,Plymouth Moor View,E12000009,South West,UK,12523,12463,1349,16720,0.290861,0.289467,0.031332,0.38834,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001427,Plymouth Sutton & Devonport,E12000009,South West,UK,10894,18241,3991,14116,0.2306,0.386118,0.08448,0.298803,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001428,"Pontefract, Castleford & Knottingley",E12000003,Yorkshire and The Humber,UK,12434,13262,1176,17260,0.281747,0.300508,0.026647,0.3911,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001429,Poole,E12000009,South West,UK,10788,14022,2071,16292,0.249879,0.324786,0.04797,0.377365,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001430,Poplar & Limehouse,E12000007,London,UK,15003,18178,7993,14997,0.267095,0.323619,0.142298,0.266988,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001431,Portsmouth North,E12000008,South East,UK,12631,11118,2146,14839,0.310086,0.272941,0.052684,0.36429,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001432,Portsmouth South,E12000008,South East,UK,11075,16489,5005,12850,0.243841,0.363042,0.110196,0.282922,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001433,Preston,E12000002,North West,UK,14018,16080,2774,13823,0.300203,0.344363,0.059407,0.296027,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001434,Putney,E12000007,London,UK,12394,13911,5824,14213,0.267446,0.300181,0.125675,0.306698,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001435,Queen's Park & Maida Vale,E12000007,London,UK,14227,17938,5904,13479,0.275995,0.347986,0.114534,0.261484,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001436,Rawmarsh & Conisbrough,E12000003,Yorkshire and The Humber,UK,11577,12530,970,16081,0.281282,0.304437,0.023568,0.390713,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001437,Rayleigh & Wickford,E12000006,East of England,UK,11362,10450,1069,17052,0.284527,0.261689,0.02677,0.427015,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001438,Reading Central,E12000008,South East,UK,13395,13832,4923,14235,0.288778,0.2982,0.106134,0.306888,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001439,Reading West & Mid Berkshire,E12000008,South East,UK,11782,9497,1553,15098,0.310625,0.250382,0.040944,0.398049,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001440,Redcar,E12000001,North East,UK,10932,14543,948,15757,0.259175,0.344784,0.022475,0.373566,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001441,Redditch,E12000005,West Midlands,UK,12097,11289,1514,16432,0.292679,0.27313,0.03663,0.397561,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001442,Reigate,E12000008,South East,UK,13983,11544,1669,15869,0.324695,0.26806,0.038756,0.368489,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001443,Ribble Valley,E12000002,North West,UK,11463,11525,1044,17685,0.27478,0.276266,0.025026,0.423927,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001444,Richmond & Northallerton,E12000003,Yorkshire and The Humber,UK,9461,12346,912,18228,0.231054,0.301511,0.022273,0.445161,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001445,Richmond Park,E12000007,London,UK,15308,13280,2397,14735,0.33482,0.290464,0.052428,0.322288,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001446,Rochdale,E12000002,North West,UK,13786,11924,1331,12523,0.348448,0.301386,0.033642,0.316526,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001447,Rochester & Strood,E12000008,South East,UK,13132,11463,1657,15193,0.316853,0.276583,0.039981,0.366581,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001448,Romford,E12000007,London,UK,14150,10759,2000,14925,0.338241,0.257183,0.047808,0.356767,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001449,Romsey & Southampton North,E12000008,South East,UK,10227,10924,1997,16890,0.255433,0.27284,0.049877,0.42185,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001450,Rossendale & Darwen,E12000002,North West,UK,12522,13913,1170,16472,0.284094,0.315652,0.026544,0.37371,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001451,Rother Valley,E12000003,Yorkshire and The Humber,UK,10788,10990,790,16764,0.274281,0.279417,0.020085,0.426218,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001452,Rotherham,E12000003,Yorkshire and The Humber,UK,13413,14694,1365,16440,0.292146,0.320047,0.029731,0.358077,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001453,Rugby,E12000005,West Midlands,UK,13620,12449,1928,17153,0.30166,0.275725,0.042702,0.379912,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001454,"Ruislip, Northwood & Pinner",E12000007,London,UK,12513,9973,1854,14344,0.323467,0.257807,0.047927,0.370799,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001455,Runcorn & Helsby,E12000002,North West,UK,11161,12672,1080,15950,0.273132,0.310109,0.02643,0.390328,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001456,Runnymede & Weybridge,E12000008,South East,UK,13331,12583,2189,15386,0.306537,0.289338,0.050334,0.35379,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001457,Rushcliffe,E12000004,East Midlands,UK,11986,11727,1632,16783,0.284514,0.278366,0.038739,0.398381,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001458,Rutland & Stamford,E12000004,East Midlands,UK,9987,11411,1076,17434,0.250251,0.285932,0.026962,0.436854,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001459,Salford,E12000002,North West,UK,12278,18921,6150,15088,0.234147,0.360833,0.117283,0.287736,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001460,Salisbury,E12000009,South West,UK,10227,12007,1580,16451,0.253992,0.2982,0.03924,0.408568,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001461,Scarborough & Whitby,E12000003,Yorkshire and The Humber,UK,9949,16385,1368,17900,0.21817,0.359305,0.029998,0.392527,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001462,Scunthorpe,E12000003,Yorkshire and The Humber,UK,12524,13522,1706,17282,0.278101,0.300262,0.037882,0.383754,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001463,Sefton Central,E12000002,North West,UK,9483,11528,995,17039,0.242874,0.295249,0.025483,0.436394,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001464,Selby,E12000003,Yorkshire and The Humber,UK,12161,11496,1086,18549,0.280907,0.265545,0.025086,0.428462,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001465,Sevenoaks,E12000008,South East,UK,12576,10810,1259,15654,0.312068,0.268245,0.031241,0.388446,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001466,Sheffield Brightside & Hillsborough,E12000003,Yorkshire and The Humber,UK,14586,14446,1727,13938,0.326331,0.323198,0.038638,0.311833,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001467,Sheffield Central,E12000003,Yorkshire and The Humber,UK,6027,13921,5528,9094,0.174342,0.402691,0.159907,0.263061,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001468,Sheffield Hallam,E12000003,Yorkshire and The Humber,UK,10617,10511,1696,15029,0.28048,0.277679,0.044805,0.397036,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001469,Sheffield Heeley,E12000003,Yorkshire and The Humber,UK,13039,16280,1817,15849,0.277514,0.346493,0.038672,0.337321,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001470,Sheffield South East,E12000003,Yorkshire and The Humber,UK,12566,13516,1156,16735,0.285766,0.30737,0.026289,0.380574,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001471,Sherwood Forest,E12000004,East Midlands,UK,12133,12440,1130,18328,0.275556,0.282528,0.025664,0.416252,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001472,Shipley,E12000003,Yorkshire and The Humber,UK,11593,14338,1127,16484,0.266249,0.329291,0.025884,0.378577,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001473,Shrewsbury,E12000005,West Midlands,UK,10830,13845,1585,17400,0.248053,0.31711,0.036304,0.398534,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001474,Sittingbourne & Sheppey,E12000008,South East,UK,13962,11574,1736,16970,0.315583,0.261606,0.039239,0.383572,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001475,Skipton & Ripon,E12000003,Yorkshire and The Humber,UK,9958,13515,1016,19244,0.2277,0.309034,0.023232,0.440033,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001476,Sleaford & North Hykeham,E12000004,East Midlands,UK,11065,11376,1014,18103,0.266254,0.273737,0.0244,0.435608,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001477,Slough,E12000008,South East,UK,19989,10106,3069,11885,0.443718,0.224333,0.068126,0.263824,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001478,Smethwick,E12000005,West Midlands,UK,15417,12287,2129,12634,0.363035,0.28933,0.050133,0.297501,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
