ONSConstID,ConstituencyName,RegionName,1995-12-31,1996-03-31,1996-06-30,1996-09-30,1996-12-31,1997-03-31,1997-06-30,1997-09-30,1997-12-31,1998-03-31,1998-06-30,1998-09-30,1998-12-31,1999-03-31,1999-06-30,1999-09-30,1999-12-31,2000-03-31,2000-06-30,2000-09-30,2000-12-31,2001-03-31,2001-06-30,2001-09-30,2001-12-31,2002-03-31,2002-06-30,2002-09-30,2002-12-31,2003-03-31,2003-06-30,2003-09-30,2003-12-31,2004-03-31,2004-06-30,2004-09-30,2004-12-31,2005-03-31,2005-06-30,2005-09-30,2005-12-31,2006-03-31,2006-06-30,2006-09-30,2006-12-31,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-04-01,2018-06-01,2018-09-01,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01
E14000552,Bedford,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2781,8.2781,8.1126,8.1126,8.1126,8.1126,8.1126,8.1457,8.6093,8.8907,8.9404,9.0397,8.9404,8.9404,9.2715,9.6026,9.7848
E14000553,Bermondsey and Old Southwark,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2835,15.1899,15.1899,14.8101,14.557,14.1772,13.8481,13.9241,13.9241,13.8608,13.7316,13.8259,13.6835,13.8291,13.9241,13.7975,13.6709
E14000554,Berwick-upon-Tweed,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5836,6.4858,6.7429,6.6904,6.7616,6.8665,6.7616,7.1174,7.4733,7.6512,7.6868,7.1246,7.1157,7.1157,7.331,7.8292,8.0249
E14000555,Bethnal Green and Bow,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8844,14.1618,15.4624,15.6069,15.1734,15.4191,14.4509,14.4003,14.4509,14.7399,14.7006,14.7688,14.7399,14.8121,14.7399,14.4509,14.2136
E14000556,Beverley and Holderness,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2273,5.2424,5.2424,5.3788,5.4545,5.4545,5.6061,5.8333,6.0606,6.3636,6.3636,6.2121,6.1667,6.0606,6.0606,6.3182,6.3636
E14000557,Bexhill and Battle,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5318,9.6154,9.699,9.898,10.0334,10.2007,10.3428,10.7023,11.2784,11.5385,11.3712,11.204,11.0351,10.9531,11.4716,11.8729,12.0401
E14000558,Bexleyheath and Crayford,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8689,8.9974,8.9814,8.9974,8.9974,8.9974,9.187,9.383,9.6979,9.8329,9.7686,9.7686,9.7686,10.0257,10.7969,11.0,11.1183
E14000559,Birkenhead,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.713,4.7037,4.7037,4.8148,4.537,4.4444,4.5278,4.6296,5.0926,5.4166,5.5537,5.5556,5.3704,5.3704,5.4815,5.7407,5.9259
E14000560,"Birmingham, Edgbaston",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1429,7.142,6.9728,6.8027,6.8027,6.8878,6.8878,7.415,8.0102,8.1633,8.1293,7.9932,7.8401,7.9932,8.3333,8.7789,8.5374
E14000561,"Birmingham, Erdington",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.2917,6.25,6.2479,6.2479,6.25,6.375,6.6667,6.875,7.0833,7.1667,7.2917,7.4167,7.5,7.5,7.75,7.9167
E14000562,"Birmingham, Hall Green",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0285,7.1174,7.1174,7.4733,7.6512,7.6512,7.6512,7.8292,8.1851,8.5409,8.6121,8.8096,8.7011,8.5409,8.8968,9.0747,9.2527
E14000563,"Birmingham, Hodge Hill",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4423,5.5769,5.6154,5.6346,5.7692,5.7692,5.7692,5.8462,5.9615,6.1538,6.3462,6.4519,6.5385,6.7308,6.9231,7.1154,7.3077
E14000564,"Birmingham, Ladywood",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0855,6.1826,6.1826,6.2484,6.4145,6.5788,6.7418,6.7599,6.8551,7.0724,7.0724,7.0066,7.1615,6.9684,6.9079,6.9079,6.25
E14000565,"Birmingham, Northfield",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9567,6.1011,6.3177,6.3177,6.3177,6.3177,6.2455,6.3177,6.4982,6.7171,6.8592,6.9675,7.0397,7.0397,7.2202,7.4007,7.5271
E14000566,"Birmingham, Perry Barr",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5797,5.6159,5.7971,5.7971,5.7971,5.7971,5.8696,5.9783,6.3406,6.4312,6.4493,6.5217,6.6304,6.7301,7.0652,7.2464,7.4275
E14000567,"Birmingham, Selly Oak",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9824,6.0703,6.1661,6.3898,6.5495,6.7093,6.7093,6.9633,7.1726,7.2284,7.3482,7.2045,7.2843,7.3642,7.6038,7.9872,8.0112
E14000568,"Birmingham, Yardley",West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7206,6.7609,6.7609,6.8613,6.8421,6.8826,7.0142,7.085,7.2874,7.3381,7.4899,7.6923,7.7733,7.8947,8.0972,8.502,8.7045
E14000569,Bishop Auckland,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0587,5.0607,5.0202,4.8988,5.0202,4.8563,4.8988,5.0911,5.1822,5.4656,5.4654,5.2632,5.08,4.8583,4.9393,5.0607,5.0607
E14000570,Blackburn,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0858,5.0215,5.0644,5.1502,5.1931,5.1502,5.1502,5.3648,5.4936,5.5901,5.8369,5.7511,5.7082,5.5792,5.515,5.5794,5.5794
E14000571,Blackley and Broughton,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4217,5.4217,5.4641,5.3012,5.3414,5.4819,5.5924,6.0241,6.4434,6.6265,6.8273,6.8273,7.1084,7.0281,7.2289,7.2691,7.2289
E14000572,Blackpool North and Cleveleys,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0209,5.0209,5.0732,5.1883,5.2301,5.2301,5.3536,5.4393,5.4603,5.6475,5.8556,5.9414,6.0669,6.1925,6.2762,6.4017,6.3912
E14000573,Blackpool South,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5188,4.5711,4.6444,4.6862,4.8117,4.8117,4.7699,4.8117,4.8536,4.9372,5.0209,5.1255,5.1464,5.1883,5.1444,5.2301,5.2301
E14000574,Blaydon,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6061,5.6799,5.6818,5.6818,5.6818,5.6818,6.0226,6.1742,6.4394,6.4394,6.429,6.1552,5.8712,5.9659,5.8902,6.0225,6.0606
E14000575,Blyth Valley,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2249,5.3704,5.4815,5.3702,5.1833,5.1093,5.0926,5.4444,5.8055,5.9259,6.0352,5.9259,5.9259,5.7407,5.7407,5.8704,5.7407
E14000576,Bognor Regis and Littlehampton,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1667,11.25,11.2479,11.1667,11.125,11.0417,11.125,11.3958,11.875,12.2917,12.1979,12.2917,12.4979,12.5,13.125,13.3333,13.4583
E14000577,Bolsover,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0752,5.0752,5.0752,5.1974,5.2632,5.2632,5.3759,5.6391,5.9397,6.015,6.203,6.203,6.109,6.203,6.3158,6.391,6.391
E14000578,Bolton North East,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3232,5.2234,5.2471,5.1901,5.3232,5.3232,5.4655,5.5124,5.7034,5.7796,5.9696,6.0456,6.0837,6.0837,6.3118,6.5684,6.7395
E14000579,Bolton South East,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.6,4.72,4.8,4.83,4.8,4.8,4.8,5.0,5.2,5.6,5.6,5.8,5.8,5.8,6.2,6.24
E14000580,Bolton West,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3448,5.3966,5.3966,5.5172,5.6724,5.6897,5.8621,6.0345,6.2069,6.3793,6.5172,6.5517,6.4828,6.5517,6.5517,6.5517,6.5983
E14000581,Bootle,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6642,4.7388,4.7388,4.6642,4.7388,4.7575,4.6828,4.8507,5.0373,5.1119,5.3172,5.2612,5.3545,5.4104,5.4851,5.6716,5.597
E14000582,Boston and Skegness,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6946,6.778,6.8619,6.9038,6.9038,6.9038,7.0188,7.1109,7.364,7.5314,7.7406,7.8243,7.8243,7.9477,7.9498,8.3661,8.4519
E14000583,Bosworth,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6667,6.6667,6.6667,6.6667,6.6667,6.6667,6.8333,7.1667,7.5667,7.8083,7.8333,7.8367,7.9167,8.0,8.3333,8.3333,8.3333
E14000584,Bournemouth East,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1228,9.1228,9.1228,8.8684,9.1228,9.193,9.6491,10.1754,10.8772,11.0526,10.8772,10.5263,10.0877,9.8246,10.5263,11.0526,10.9561
E14000585,Bournemouth West,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1215,10.2126,10.2591,10.3441,10.2753,10.1215,10.3219,10.5263,10.9312,11.336,11.336,11.336,11.417,11.336,11.7409,12.1457,12.5506
E14000586,Bracknell,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5859,8.7121,8.5859,8.5354,8.4848,8.4596,8.5859,9.0909,9.4697,9.4697,9.3434,9.2551,9.3434,9.4697,9.7222,9.9747,9.8485
E14000587,Bradford East,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4177,4.4177,4.498,4.498,4.6386,4.6586,4.6687,4.8193,4.9699,5.2209,5.2209,5.2209,5.2209,5.2209,5.4216,5.4217,5.4217
E14000588,Bradford South,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9855,4.0217,3.9855,4.0942,4.221,4.2391,4.2391,4.3478,4.4384,4.529,4.6377,4.6014,4.6377,4.6377,4.7283,4.8913,4.9457
E14000589,Bradford West,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9773,4.1098,4.1667,4.2885,4.5076,4.4602,4.4697,4.5455,4.697,4.7348,4.8106,4.7348,4.7348,4.7348,4.7348,4.9242,4.7727
E14000590,Braintree,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3333,9.5,9.5833,9.5833,9.6665,9.5,9.6667,10.0,10.4167,10.6667,10.5,10.5,10.4167,10.3833,10.7,10.8333,11.0
E14000591,Brent Central,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2638,13.6503,13.4969,12.8681,13.3436,13.4969,13.8037,15.184,15.3374,15.4908,15.6442,15.3374,15.3374,15.6442,15.8282,16.2561,16.2577
E14000592,Brent North,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.807,13.8554,14.3373,14.6047,14.2764,14.4578,14.1566,14.1566,14.4578,14.6084,14.759,14.759,15.0602,15.0602,15.3614,15.8133,16.2651
