ONSConstID,ConstituencyName,RegionName,1995-12-31,1996-03-31,1996-06-30,1996-09-30,1996-12-31,1997-03-31,1997-06-30,1997-09-30,1997-12-31,1998-03-31,1998-06-30,1998-09-30,1998-12-31,1999-03-31,1999-06-30,1999-09-30,1999-12-31,2000-03-31,2000-06-30,2000-09-30,2000-12-31,2001-03-31,2001-06-30,2001-09-30,2001-12-31,2002-03-31,2002-06-30,2002-09-30,2002-12-31,2003-03-31,2003-06-30,2003-09-30,2003-12-31,2004-03-31,2004-06-30,2004-09-30,2004-12-31,2005-03-31,2005-06-30,2005-09-30,2005-12-31,2006-03-31,2006-06-30,2006-09-30,2006-12-31,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-04-01,2018-06-01,2018-09-01,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01
E14000593,Brentford and Isleworth,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6963,12.5654,12.7225,12.6963,12.6963,12.644,12.6963,12.9581,13.089,13.3508,13.6126,13.5864,13.6126,13.8115,14.2147,14.3979,14.9215
E14000594,Brentwood and Ongar,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0825,10.9536,10.8247,10.9214,10.9536,11.0825,11.7268,12.2423,12.6289,12.6289,12.3711,12.2423,12.1134,11.5979,12.1649,12.3711,12.3711
E14000595,Bridgwater and West Somerset,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7206,7.7206,7.7206,7.8125,7.9044,7.9412,8.0864,8.2721,8.5294,8.75,8.8235,8.8971,8.9062,8.9338,9.1912,9.6186,9.7426
E14000596,Brigg and Goole,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0153,5.9387,5.9387,5.9387,5.9387,6.0153,6.1303,6.3218,6.705,7.0881,7.1648,6.9732,6.9923,6.7911,6.7433,6.8966,6.705
E14000597,"Brighton, Kemptown",South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9071,9.9071,9.9071,9.9071,9.9071,10.0619,10.2167,10.6811,11.1455,11.4551,11.4861,11.4551,11.4087,11.5789,12.0743,12.1362,12.2291
E14000598,"Brighton, Pavilion",South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8153,11.9427,11.8646,11.6401,11.7834,11.6242,11.7197,12.7389,13.3758,13.535,13.535,13.3758,13.0573,12.8344,13.535,14.0127,14.3312
E14000599,Bristol East,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8778,7.8778,7.8778,7.8778,7.9582,8.0225,8.1672,8.3601,8.6817,8.8424,8.8424,9.0032,9.0434,9.3248,9.7428,10.209,10.4502
E14000600,Bristol North West,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6667,9.6667,9.5,9.5,9.3333,9.5,9.8333,10.3333,11.1667,11.3333,11.1,10.8333,10.6667,10.6,11.0667,11.6667,11.8333
E14000601,Bristol South,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9365,7.9841,8.0952,8.254,8.381,8.373,8.5714,8.8413,9.3095,9.5238,9.3651,9.3651,9.0476,9.0476,9.8413,10.4762,10.7937
E14000602,Bristol West,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7834,8.9021,9.2878,9.4214,9.6439,9.878,9.9407,10.3858,10.6825,10.9792,10.8309,10.8012,10.7864,10.5341,11.0274,11.276,11.365
E14000603,Broadland,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0592,9.0592,9.1986,9.0592,9.0592,9.0592,9.2334,9.5819,9.9303,10.1045,10.1045,10.1045,10.1394,10.1916,10.5575,11.0366,11.1498
E14000604,Bromley and Chislehurst,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2439,10.3659,10.3659,10.6098,10.6646,10.6098,10.8537,11.25,11.4634,11.8293,11.8293,11.8293,12.0732,11.7317,12.1951,12.4634,12.439
E14000605,Bromsgrove,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0348,9.0981,9.1772,9.019,9.3353,9.2089,9.1772,9.4937,9.8101,10.1266,10.1266,10.1266,9.9684,9.8734,10.2848,10.6013,10.7595
E14000606,Broxbourne,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0102,9.0673,9.0102,9.1371,9.264,9.3528,9.5178,9.7716,10.0254,10.1523,10.1523,10.1523,10.1523,10.2792,10.7424,10.9898,11.1675
E14000607,Broxtowe,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3353,5.3936,5.5155,5.5394,5.6268,5.6851,5.7711,6.1224,6.3994,6.5452,6.7041,6.7055,6.7055,6.7055,6.9096,6.9971,7.1429
E14000608,Buckingham,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8108,10.5405,10.75,10.7838,10.723,10.8108,10.7432,10.8649,11.2838,11.0811,11.2162,11.2162,11.2162,11.3514,11.8243,11.8919,12.1486
E14000609,Burnley,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.629,3.7399,3.7399,3.7903,3.9496,3.9113,4.0323,4.1835,4.2339,4.6371,4.7984,4.8385,4.8387,4.8387,4.8387,4.8387,4.6774
E14000610,Burton,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8191,6.0922,6.1433,6.314,6.3823,6.314,6.4846,6.7227,6.8259,6.9966,7.0307,7.0307,6.9964,6.808,6.8259,6.6553,6.7901
E14000611,Bury North,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3682,5.4538,5.5736,5.5479,5.5394,5.5651,5.6079,6.0274,6.3356,6.6781,6.8491,6.9178,7.0205,7.0205,7.0993,7.089,7.1918
E14000612,Bury South,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5728,5.5728,5.6509,5.7276,5.7895,5.9443,6.0372,6.192,6.5015,6.8111,6.9659,6.935,6.9659,6.904,7.1517,7.4303,7.5
E14000613,Bury St Edmunds,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0202,8.978,8.9527,8.9527,8.9527,8.9527,8.8767,9.2061,9.7973,9.9662,9.9662,10.0338,9.7973,9.8141,10.3041,10.4052,10.1858
E14000614,Calder Valley,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8482,5.7143,5.7321,5.75,5.7679,5.8571,5.8929,6.0714,6.4286,6.6786,6.8482,6.7857,6.7857,6.6071,6.5357,6.7857,6.7857
E14000615,Camberwell and Peckham,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.881,13.881,13.881,13.5977,13.4561,13.4313,13.4561,14.1642,14.653,14.8147,14.7309,14.5892,14.3839,13.881,14.1643,14.4476,14.1643
E14000616,Camborne and Redruth,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8313,7.8313,8.2329,8.4337,8.6052,8.5944,8.5944,8.8755,9.0361,9.3976,9.4578,9.4779,9.6386,9.7189,10.0402,10.4418,10.6526
E14000617,Cambridge,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2126,12.2701,12.2126,12.2126,11.954,11.9253,12.2126,12.4425,12.7874,12.7874,12.8448,12.931,12.931,13.046,13.5057,13.6494,13.9296
E14000618,Cannock Chase,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1338,6.3195,6.3569,6.4126,6.4684,6.5287,6.6914,7.0632,7.2491,7.4331,7.4331,7.342,7.4349,7.4349,7.8067,7.8067,7.9926
E14000619,Canterbury,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5016,9.6573,9.6573,9.6885,9.8131,9.6573,9.9688,10.2804,10.5919,10.9034,10.7477,10.5919,10.5919,10.3583,10.7477,11.1371,11.215
E14000620,Carlisle,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7535,4.8415,4.7975,4.7535,4.7535,4.6831,4.8944,5.1585,5.2817,5.2817,5.2817,5.1056,5.0,4.9296,4.9296,5.1056,5.1056
E14000621,Carshalton and Wallington,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7042,10.7887,10.6197,10.7042,10.5634,10.4224,10.4224,10.5632,10.9859,11.4789,11.5493,11.5493,11.5493,11.669,12.0704,12.4366,12.4225
E14000622,Castle Point,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3458,9.3458,9.3458,9.3458,9.3458,9.3458,9.4159,9.8131,10.1246,10.296,10.4361,10.4361,10.5919,10.5919,11.0592,11.3707,11.5265
E14000623,Central Devon,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7692,9.9598,9.7701,9.8851,9.9617,9.9617,10.2299,10.728,11.1111,11.3027,11.1111,11.2826,11.1506,11.1964,12.0115,12.069,12.2605
E14000624,Central Suffolk and North Ipswich,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9167,8.8333,8.7292,8.8333,8.85,8.8833,9.1667,9.3333,10.0,10.3333,10.075,10.3,10.0,9.8333,10.5,10.6667,10.8333
E14000625,Charnwood,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0807,8.1597,8.2274,8.2639,8.3316,8.2639,8.3333,8.5104,9.0278,9.375,9.3749,9.3056,9.0625,9.0278,9.5486,9.8958,10.1736
E14000626,Chatham and Aylesford,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8125,7.8125,7.8125,7.8125,7.9688,7.8594,8.125,8.4375,8.5938,8.8047,8.6328,8.5938,8.6094,8.5312,8.9844,9.1873,9.2812
E14000627,Cheadle,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1197,8.2621,8.4046,8.4046,8.547,8.547,8.8319,9.4017,9.7578,9.9573,9.9145,9.7578,9.5726,9.505,9.9715,10.5413,10.7336
E14000628,Chelmsford,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7172,9.9375,10.0859,10.0,10.1562,10.3125,10.2253,10.8438,11.1562,10.9375,10.9375,10.7812,10.7812,10.8436,11.1719,11.4062,11.4062
E14000629,Chelsea and Fulham,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8277,20.0308,20.1342,20.0224,21.2528,21.2528,21.7002,21.4989,20.1342,20.1342,20.8166,21.8904,23.2103,25.7271,25.7271,24.4966,23.7136
E14000630,Cheltenham,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.125,8.1101,7.8869,7.8125,7.8125,7.7381,8.0357,8.4821,9.0476,9.375,9.2262,8.9286,8.7798,8.3631,8.7798,9.375,9.5982
E14000631,Chesham and Amersham,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25,13.375,13.3739,13.25,13.5,13.3875,13.625,14.2125,14.7951,15.25,15.375,15.5,15.75,16.25,16.6625,17.125,17.0
E14000632,Chesterfield,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0547,6.0938,6.0547,6.1328,6.2305,6.1719,6.4453,6.7969,7.0312,7.1875,7.2266,7.2266,7.2266,7.2266,7.1484,7.2266,7.2461
E14000633,Chichester,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2407,13.1481,13.2222,13.1481,13.3231,13.5185,13.887,14.4,15.0,15.0,14.8148,14.8148,14.7037,14.3519,15.0926,15.7407,15.7407
E14000634,Chingford and Woodford Green,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1959,11.2595,11.1959,11.4504,11.4504,11.4504,11.3232,11.7048,12.341,12.7226,12.7863,12.9771,12.7214,12.5954,13.1043,13.3588,13.9949
E14000635,Chippenham,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8953,8.887,8.9701,9.0365,9.0681,9.1013,9.103,9.1985,9.4684,9.6329,9.4684,9.4684,9.5349,9.6346,10.1827,10.4817,10.7309
E14000636,Chipping Barnet,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.125,13.5,13.375,13.75,13.85,14.0,14.375,14.875,15.0625,15.0,15.15,15.375,15.15,15.625,15.625,15.625,15.75
E14000637,Chorley,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0768,5.0769,5.1615,5.2308,5.2385,5.2308,5.3846,5.4769,5.6,5.8461,5.8,5.6923,5.6923,5.5385,5.5385,5.7692,5.913
E14000638,Christchurch,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7353,10.7353,10.6912,10.5882,10.6765,10.6618,10.8824,11.1765,11.6765,11.7647,11.7647,11.7647,11.7632,11.9118,12.5,13.0882,13.0882
E14000639,Cities of London and Westminster,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6236,25.3968,24.9433,27.2109,28.3447,28.3447,29.0816,26.3202,24.9433,22.949,22.6757,24.9433,26.1451,28.3447,29.0249,27.2109,25.5125
E14000640,City of Chester,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7063,6.8254,7.0635,7.1429,7.2381,7.2381,7.3016,7.619,7.9365,8.1508,7.9365,8.0,7.9048,7.619,7.9484,8.2063,8.3135
E14000641,City of Durham,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8026,4.9342,5.0493,4.9671,5.0987,5.0329,5.0987,5.2615,5.4276,5.7237,5.6874,5.6743,5.4276,5.222,5.2615,5.1809,5.2632
E14000642,Clacton,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3333,8.4259,8.5183,8.4256,8.4444,8.4352,8.5185,8.8148,9.2593,9.5185,9.4444,9.537,9.5556,9.6213,10.0,10.1852,10.1852
E14000643,Cleethorpes,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9917,5.0825,5.1815,5.1815,5.2805,5.297,5.4117,5.6106,5.7756,5.8003,5.7756,5.6106,5.6089,5.5825,5.7756,5.9406,5.9406
E14000644,Colchester,East of England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4459,8.4459,8.4459,8.3784,8.4459,8.4459,8.4459,8.6149,8.9865,9.2905,9.223,9.2905,9.1216,9.0287,9.2905,9.5608,9.6284
E14000645,Colne Valley,Yorkshire and The Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6373,5.5556,5.6534,5.5556,5.6323,5.6273,5.719,6.0458,6.2092,6.5359,6.6176,6.5359,6.5359,6.3725,6.5359,6.8325,6.8627
E14000646,Congleton,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6176,6.6838,6.7646,6.7647,6.7647,6.7169,6.7647,6.9118,7.0588,7.2059,7.2057,7.2058,7.2059,7.2059,7.4999,7.5882,7.5
E14000647,Copeland,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7084,3.5806,3.5806,3.6381,3.7084,3.7084,3.8363,3.8075,3.9003,4.085,4.092,3.9706,3.8875,3.8363,3.8363,3.9642,3.9642
E14000648,Corby,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7473,7.8296,7.8755,7.8755,7.9119,7.8755,8.2418,8.4799,8.9742,9.1538,9.0842,9.0659,8.9744,8.9009,9.0659,9.1575,9.3405
E14000649,Coventry North East,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4526,6.5094,6.5281,6.5094,6.5,6.5,6.4245,6.6038,6.6415,6.7925,6.9057,6.9811,7.0566,7.2075,7.434,7.5472,7.5472
E14000650,Coventry North West,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8824,5.9477,5.9967,6.0458,6.1275,6.1275,6.2092,6.3725,6.5359,6.6993,6.8627,6.9281,6.9281,7.0261,7.1242,7.1895,7.2222
E14000651,Coventry South,West Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.3301,6.3622,6.1699,6.4103,6.4103,6.4291,6.5705,6.891,7.2837,7.3718,7.3718,7.3718,7.2756,7.3718,7.6122,7.6923
E14000652,Crawley,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5779,9.513,9.4156,9.4156,9.4481,9.4156,9.5779,9.9026,10.2597,10.2273,10.0649,10.0649,10.0649,10.1299,10.3896,10.8766,11.039
E14000653,Crewe and Nantwich,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7667,5.9167,5.9167,5.9333,6.0,5.95,6.0,6.3333,6.5833,6.8333,6.8333,6.6667,6.5333,6.5,6.5,6.6667,6.7
E14000654,Croydon Central,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4885,10.6322,10.6322,10.546,10.4885,10.4885,10.4885,10.6322,10.8405,11.092,11.0632,10.9195,10.9195,10.8333,11.4943,11.7816,11.9404
E14000655,Croydon North,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3636,11.3636,11.3636,11.461,11.3636,11.3636,11.3636,11.6883,12.3701,12.6623,12.6623,12.5,12.2403,11.8506,12.1753,12.6623,12.7536
E14000656,Croydon South,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1392,11.3285,11.3924,11.3924,11.3924,11.3924,11.3924,11.2658,11.3924,11.3924,11.3753,11.3924,11.3924,11.4734,12.1519,12.5778,12.5778
E14000657,Dagenham and Rainham,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4583,11.5278,11.5278,11.5278,11.5972,11.6319,11.9444,12.1528,12.3264,12.5,12.5868,12.6736,13.0208,13.1944,13.6111,14.0972,14.4097
E14000658,Darlington,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0591,5.0988,5.0988,5.1383,5.1383,5.1383,5.1877,5.336,5.5336,5.6522,5.6522,5.5336,5.3755,5.336,5.336,5.5336,5.5336
E14000659,Dartford,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4722,8.4854,8.6111,8.8889,9.0347,8.8889,9.0278,8.8056,9.1667,9.4444,9.4444,9.7222,9.7222,9.8611,10.375,10.5556,10.6944
E14000660,Daventry,East Midlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.4983,9.4,9.3242,9.3317,9.1667,9.0833,9.5,9.9,10.0,10.2667,10.1667,10.0,10.0,10.1667,10.3333,10.375
