PCON24CD,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12,2016-03,2016-06,2016-09,2016-12,2017-03,2017-06,2017-09,2017-12,2018-03,2018-06,2018-09,2018-12,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03,2022-06,2022-09,2022-12,2023-03,2023-06,2023-09,2023-12,2024-03,2024-06,2024-09,2024-12,2025-03
E14001284,1.8,1.5,1.5,1.3,1.3,1.2,1.3,1.2,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.6,1.8,1.9,2.0,2.1,5.5,5.7,5.6,5.5,4.5,3.8,3.4,3.1,2.8,2.8,2.8,2.7,2.8,2.8,3.0,3.1,3.2,3.6,3.3,3.6
E14001285,2.0,1.6,1.5,1.3,1.3,1.2,1.1,1.1,1.2,1.1,1.1,1.2,1.3,1.2,1.2,1.3,1.5,1.4,1.4,1.4,1.6,1.6,1.7,1.9,1.9,4.1,4.1,4.0,4.0,3.2,2.7,2.4,2.3,2.0,2.1,2.1,2.3,2.2,2.2,2.2,2.1,2.2,2.4,2.2,2.3
E14001286,3.6,3.0,2.6,2.1,2.5,2.5,2.5,2.4,2.8,2.7,2.6,2.4,2.7,2.8,2.7,2.5,2.8,2.7,3.1,3.4,3.9,4.0,4.0,3.8,4.4,8.4,8.2,7.9,8.4,7.3,6.8,6.1,6.1,5.6,5.4,5.4,5.6,5.4,5.2,5.1,5.5,5.8,5.8,5.4,5.7
E14001287,2.1,1.6,1.5,1.4,1.4,1.1,1.2,1.1,1.2,1.1,1.1,1.0,1.2,1.0,1.1,1.1,1.3,1.3,1.2,1.4,1.6,1.8,1.8,2.0,2.0,4.6,4.7,4.5,4.7,3.7,3.2,2.9,2.6,2.3,2.5,2.5,2.6,2.6,2.5,2.5,2.6,2.5,2.8,2.5,2.6
E14001288,1.8,1.4,1.3,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.1,1.0,1.1,1.2,1.3,1.4,1.6,1.6,1.8,1.9,2.1,2.2,2.2,2.1,2.2,4.4,4.7,4.5,4.5,3.7,3.3,2.9,2.8,2.6,2.5,2.5,2.6,2.4,2.3,2.3,2.4,2.4,2.7,2.5,2.6
E14001289,1.5,1.2,1.2,1.0,1.0,0.9,0.9,0.9,0.9,0.8,0.9,0.9,1.0,1.0,0.9,0.9,1.0,0.9,0.9,1.0,1.2,1.3,1.4,1.4,1.5,4.0,4.0,3.7,3.7,3.0,2.7,2.3,2.2,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.9,2.1,2.3,2.2,2.5
E14001290,2.5,2.1,2.1,1.8,1.7,1.7,1.6,1.6,1.7,1.7,1.7,1.6,1.7,1.7,1.6,1.7,1.7,1.7,1.6,1.8,2.0,2.2,2.4,2.4,2.4,5.5,5.8,6.1,8.3,7.3,6.4,6.3,5.8,5.2,5.0,4.9,4.9,4.9,5.0,4.9,5.1,5.1,5.5,5.6,5.9
E14001291,1.2,0.9,0.8,0.7,0.8,0.7,0.7,0.8,0.9,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1.0,0.8,0.8,1.1,1.3,1.3,1.4,1.5,1.8,4.4,4.4,4.1,4.0,3.0,2.5,2.3,2.1,1.7,1.7,1.8,1.9,1.7,1.7,1.8,1.9,2.0,2.1,2.1,2.2
E14001292,2.3,2.0,1.8,1.6,1.6,1.5,1.5,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.5,1.4,1.6,1.6,1.7,1.9,2.1,2.2,2.3,2.5,2.6,5.8,6.2,6.1,6.1,5.1,4.5,4.0,3.5,3.3,3.2,3.4,3.5,3.5,3.6,3.5,3.7,3.8,4.1,4.1,4.2
E14001293,2.7,2.3,2.1,1.9,1.9,1.8,1.7,1.6,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.7,1.8,1.8,1.8,1.8,2.1,2.3,2.4,2.6,2.8,7.3,7.9,8.0,8.0,6.7,6.0,5.2,4.9,4.5,4.4,4.3,4.3,4.3,4.4,4.5,4.7,4.5,4.9,4.8,5.1
E14001294,1.2,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.8,0.7,0.7,0.7,0.8,0.7,0.8,1.0,1.1,1.2,1.2,1.3,1.4,3.5,4.1,3.8,3.8,2.9,2.6,2.2,2.0,1.8,1.9,1.8,1.8,1.8,1.8,1.9,1.8,1.9,2.0,1.9,2.0
E14001295,4.0,3.6,3.3,2.8,3.0,2.8,2.8,2.6,2.9,2.9,3.0,3.0,3.1,3.1,3.0,3.0,3.3,3.1,3.1,3.9,4.5,4.6,4.7,4.6,4.9,8.1,8.2,7.7,7.6,6.7,6.0,5.5,5.1,4.5,4.4,4.5,4.4,4.2,4.0,4.0,4.1,4.1,4.4,4.2,4.2
E14001296,2.3,2.0,1.8,1.8,1.8,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.4,1.6,1.9,2.1,2.3,2.3,2.4,2.5,2.5,2.6,2.8,6.6,7.0,6.9,7.1,5.7,5.0,4.5,4.4,3.9,3.7,3.8,3.7,3.5,3.6,3.7,3.8,3.7,4.1,4.0,4.3
E14001297,4.9,4.3,4.0,3.7,3.5,3.3,3.0,2.8,2.9,2.9,2.9,2.7,3.0,3.0,2.9,2.9,3.5,3.8,4.0,4.1,4.4,4.4,4.5,4.7,5.0,8.0,8.2,8.2,9.0,8.0,7.3,6.5,6.2,5.8,5.8,5.8,6.1,5.9,5.7,5.9,6.3,6.6,7.2,6.9,6.9
E14001298,1.3,0.9,0.8,0.7,0.8,0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.7,0.7,0.7,1.0,1.1,1.2,1.4,1.4,3.8,4.0,3.6,3.4,2.8,2.6,2.3,2.1,2.1,2.1,2.0,2.1,2.0,2.0,2.0,2.1,2.2,2.4,2.2,2.3
E14001299,2.8,2.4,2.2,1.9,2.3,2.3,2.4,2.2,2.5,2.4,2.5,2.3,2.6,2.7,2.7,2.6,2.9,3.2,3.5,3.5,4.0,4.1,4.2,4.3,4.5,7.9,7.9,7.8,8.0,7.1,6.5,5.8,5.6,5.3,5.2,5.2,5.7,5.4,5.2,5.3,5.9,6.1,6.1,5.9,5.9
E14001300,2.2,2.0,2.0,1.6,1.6,1.5,1.5,1.3,1.3,1.3,1.4,1.4,1.3,1.2,1.2,1.1,1.2,1.2,1.3,1.5,1.8,2.0,2.1,2.3,2.5,7.5,7.5,7.7,7.8,6.8,6.0,5.3,4.6,4.2,4.1,4.1,4.2,4.4,4.7,4.7,4.7,5.1,5.6,5.6,6.0
E14001301,3.1,2.8,2.7,2.3,2.1,2.0,1.9,1.8,1.7,1.8,1.8,1.7,1.8,1.7,1.6,1.5,1.6,1.7,1.8,2.1,2.6,2.9,3.1,3.3,3.5,9.0,9.3,9.6,9.9,9.0,7.9,7.1,6.3,5.9,5.7,5.9,6.1,6.3,6.3,6.2,6.4,7.0,7.9,8.0,8.6
E14001302,3.6,3.0,2.6,2.4,2.4,2.2,2.1,1.9,2.1,2.1,2.1,2.0,2.2,2.0,2.0,2.0,2.2,2.3,2.7,2.9,3.1,3.4,3.6,3.7,4.0,7.3,7.4,7.5,7.8,6.8,6.2,5.6,5.3,4.6,4.4,4.7,4.8,4.7,4.7,4.7,4.8,4.8,4.8,4.5,4.7
E14001303,4.2,2.7,2.2,3.1,2.8,1.8,1.8,2.6,2.6,1.9,1.8,2.4,2.5,1.9,2.0,2.4,2.4,2.0,1.9,2.3,2.9,2.7,2.9,3.4,3.7,7.5,7.1,7.3,8.0,6.3,5.0,4.9,4.8,3.8,3.7,4.3,4.4,3.8,3.8,4.4,4.8,4.2,4.5,4.8,5.3
E14001304,2.4,1.6,1.4,1.8,1.7,1.2,1.2,1.6,1.6,1.3,1.3,1.6,1.7,1.5,1.3,1.5,1.7,1.3,1.6,2.1,2.5,2.3,2.3,2.6,2.8,5.8,5.4,5.7,6.0,4.7,3.9,3.6,3.7,3.0,2.8,3.1,3.2,2.8,2.8,3.3,3.7,3.3,3.4,3.4,3.7
E14001305,3.7,3.4,3.2,2.7,2.6,2.5,2.4,2.2,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.7,2.9,3.1,3.3,3.3,3.4,3.4,7.4,7.9,8.2,9.1,7.9,6.9,5.9,5.6,5.2,5.1,5.0,5.2,5.4,5.4,5.3,5.5,5.7,6.1,6.0,6.4
E14001306,2.8,2.4,2.3,2.1,2.1,1.9,1.9,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,2.0,2.3,2.4,2.6,2.7,2.8,2.8,6.0,6.4,6.6,8.2,7.3,6.4,5.6,5.3,4.9,4.9,4.9,5.0,5.1,5.3,5.4,5.5,5.6,6.0,5.9,6.1
E14001307,5.3,4.6,4.4,3.9,3.9,3.4,3.4,3.5,4.0,3.6,3.5,3.6,3.9,3.7,3.7,3.7,4.3,4.1,4.5,4.8,5.3,5.2,5.1,5.2,5.5,8.6,8.6,8.1,8.4,7.5,6.6,5.7,5.6,5.1,5.0,4.9,5.2,4.9,4.7,4.6,4.8,4.7,4.9,4.8,4.9
E14001308,3.1,2.8,2.5,2.4,2.3,2.1,1.9,1.7,1.8,1.8,1.8,1.7,1.8,1.8,1.8,1.7,1.9,2.0,2.1,2.7,3.0,3.0,3.1,3.2,3.4,6.5,6.6,6.3,6.2,5.3,4.8,4.3,4.1,4.0,4.0,3.9,4.0,4.0,3.9,4.0,4.7,5.0,5.3,4.8,4.5
E14001309,0.7,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.9,1.0,1.1,1.2,3.1,3.2,3.0,2.9,2.4,2.2,2.1,1.9,1.7,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.7,1.9,1.8,1.9
E14001310,2.2,1.9,1.7,1.6,1.6,1.6,1.5,1.4,1.5,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.8,2.0,2.0,2.0,2.1,5.4,5.7,5.9,6.5,5.6,4.8,4.5,4.0,3.6,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.5,3.8,3.8,3.9
E14001311,2.7,2.4,2.1,1.6,1.8,1.6,1.8,1.6,1.8,1.7,1.6,1.5,1.6,1.7,1.7,1.7,1.9,1.8,1.7,1.8,2.3,2.5,2.6,2.7,2.7,5.9,5.8,5.4,5.2,4.4,4.0,3.6,3.5,3.3,3.2,3.2,3.4,3.3,3.4,3.2,3.3,3.3,3.3,3.2,3.5
E14001312,1.4,1.2,1.3,1.1,1.1,1.1,1.1,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.1,1.2,1.6,1.7,1.7,1.9,2.0,2.1,5.2,5.6,5.3,5.7,4.6,4.0,3.5,3.2,2.8,2.7,2.7,2.8,2.9,2.9,2.9,3.0,3.1,3.4,3.5,3.6
E14001313,7.1,6.1,5.2,4.9,4.8,4.3,4.0,3.9,4.0,3.8,3.6,3.4,3.7,3.6,3.4,3.5,3.8,3.6,3.5,3.7,4.5,5.0,5.0,5.3,5.8,9.4,9.3,9.1,9.3,8.2,7.2,6.7,6.5,5.7,5.2,5.4,5.5,5.4,5.3,5.6,5.8,5.6,6.0,5.8,6.0
E14001314,5.8,5.1,4.5,4.3,4.2,3.8,3.5,3.6,3.6,3.4,3.2,3.1,3.4,3.3,3.2,3.2,3.4,3.2,3.2,3.3,3.8,4.3,4.3,4.7,5.1,8.5,8.6,8.6,8.6,7.6,7.0,6.6,6.4,5.3,5.0,5.3,5.3,5.2,4.9,5.1,5.4,5.5,5.7,5.6,5.9
E14001315,5.6,4.8,4.1,3.9,3.8,3.4,3.2,3.2,3.3,3.0,2.9,2.8,3.1,2.9,2.9,3.0,3.2,3.0,3.0,3.3,3.9,4.2,4.2,4.6,4.9,8.3,8.1,8.0,7.8,6.9,6.3,5.9,5.8,4.9,4.6,4.8,4.7,4.4,4.3,4.6,4.9,4.8,5.1,4.9,5.2
E14001316,2.1,1.8,1.6,1.4,1.4,1.3,1.2,1.3,1.3,1.3,1.4,1.4,1.5,1.4,1.4,1.6,1.6,1.7,1.8,1.7,1.8,1.9,2.1,2.0,2.1,4.4,4.4,4.4,4.5,3.7,3.3,3.2,3.0,2.7,2.7,2.6,2.7,2.6,2.5,2.5,2.6,2.6,2.8,2.7,2.8
E14001317,5.1,4.3,3.8,3.5,3.8,3.9,3.8,3.5,3.8,3.6,3.4,3.3,3.8,3.8,3.7,3.4,3.7,3.7,4.2,4.4,4.9,5.0,4.9,4.9,5.1,9.1,9.1,8.9,8.8,7.6,6.9,5.9,5.7,5.2,5.1,5.0,5.3,5.0,4.9,4.8,5.0,5.1,5.5,5.1,5.3
E14001318,1.6,1.3,1.2,1.1,1.1,1.2,1.2,1.2,1.2,1.1,1.1,1.3,1.4,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.9,2.0,2.0,2.1,2.1,3.9,3.9,3.9,4.1,3.5,3.1,2.7,2.6,2.2,2.2,2.3,2.3,2.2,2.2,2.3,2.3,2.3,2.5,2.4,2.4
E14001319,3.0,2.6,2.5,2.3,2.2,2.0,1.8,1.6,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.5,1.6,1.5,1.5,1.6,1.9,2.1,2.1,2.2,2.3,4.7,4.9,4.7,5.3,4.6,4.1,3.7,3.6,3.2,3.3,3.3,3.4,3.4,3.4,3.4,3.5,3.6,3.9,3.7,4.0
E14001320,5.9,5.2,4.6,4.1,4.1,3.8,3.4,3.1,3.2,3.0,2.9,2.9,3.3,3.1,3.1,3.0,3.3,3.1,3.1,3.1,3.9,4.2,4.4,4.5,5.1,9.5,9.6,9.4,9.7,8.7,7.9,7.0,6.7,6.1,6.1,6.0,6.3,6.2,5.9,6.2,6.6,6.8,7.3,6.9,7.3
E14001321,3.3,2.9,2.8,2.6,2.6,2.3,2.1,1.8,2.0,2.0,2.0,1.9,2.2,2.1,2.1,2.0,2.1,2.0,2.1,2.1,2.4,2.6,2.8,3.0,3.1,6.3,6.5,6.3,6.2,5.6,5.1,4.5,4.3,4.0,3.9,4.0,4.2,4.0,4.1,4.1,4.2,4.4,4.7,4.6,4.8
E14001322,1.5,1.2,1.2,1.0,1.0,0.9,0.9,0.8,0.9,0.9,0.9,0.9,1.0,1.0,0.9,0.9,1.0,0.9,1.0,1.0,1.3,1.4,1.5,1.6,1.7,4.0,4.0,4.0,3.7,3.0,2.6,2.2,2.0,1.9,1.9,1.9,1.9,1.9,1.9,2.1,2.2,2.1,2.3,2.2,2.3
E14001323,7.3,6.6,6.0,5.5,5.5,4.9,4.6,4.2,4.5,4.2,4.2,3.8,4.3,4.1,3.9,3.9,4.2,4.0,4.1,4.2,4.9,5.4,5.6,5.8,6.1,10.5,10.5,10.4,11.1,10.1,9.1,8.2,7.8,7.4,7.3,7.4,7.7,7.7,7.7,7.9,8.1,8.4,8.8,8.3,8.8
E14001324,3.0,2.7,2.4,2.2,2.2,2.0,1.8,1.6,1.8,1.7,1.7,1.6,1.8,1.7,1.7,1.7,1.8,1.6,1.6,1.7,2.1,2.3,2.4,2.5,2.7,5.7,5.8,5.6,5.5,4.6,4.0,3.6,3.4,3.1,3.0,3.0,3.1,3.0,2.9,3.0,3.1,3.1,3.3,3.1,3.3
E14001325,4.6,4.0,3.7,3.2,3.3,2.9,2.7,2.5,2.6,2.5,2.6,2.5,2.8,2.7,2.6,2.4,2.6,2.5,2.5,2.6,3.0,3.4,3.7,3.8,4.1,7.7,7.9,7.9,7.9,6.8,6.2,5.5,5.3,4.8,4.7,4.7,4.9,4.8,4.8,4.8,4.8,5.1,5.2,5.0,5.1
E14001326,3.5,3.1,2.8,2.4,2.3,2.1,2.0,1.7,1.8,1.7,1.5,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.7,1.9,2.3,2.4,2.6,2.7,2.9,6.6,7.0,6.8,6.5,5.7,5.1,4.5,4.4,4.0,3.8,3.9,4.2,4.6,4.5,4.1,4.5,5.4,5.9,5.4,5.8
E14001327,4.2,3.5,3.2,2.8,2.4,2.3,2.2,1.9,2.0,1.9,1.8,1.5,1.6,1.7,1.7,1.6,1.7,1.7,1.8,2.2,2.6,2.8,2.9,2.9,3.2,6.3,6.7,6.6,7.1,6.5,5.8,5.3,5.1,4.7,4.5,4.6,5.0,5.1,5.1,4.9,5.3,5.9,6.6,6.4,6.9
E14001328,4.5,3.8,3.5,3.1,3.0,2.7,2.5,2.1,2.4,2.2,2.0,1.8,2.0,2.1,2.1,1.9,2.2,2.1,2.3,2.6,3.3,3.5,3.7,3.8,4.1,8.2,8.6,8.4,8.5,7.7,6.9,6.3,6.0,5.6,5.3,5.4,5.7,5.8,5.8,5.6,5.8,6.4,6.9,6.4,6.8
E14001329,3.9,3.4,2.9,2.5,2.7,2.7,2.6,2.6,2.7,2.7,2.8,2.8,3.0,3.0,3.0,2.9,3.2,3.3,3.7,3.9,4.3,4.3,4.2,4.1,4.4,7.4,7.4,7.1,7.2,6.3,5.7,5.0,4.9,4.4,4.4,4.5,4.7,4.4,4.2,4.2,4.3,4.4,4.4,4.0,4.1
E14001330,1.7,1.4,1.3,1.2,1.2,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.2,1.1,1.1,1.1,1.2,1.1,1.2,1.4,1.8,1.8,1.9,2.1,2.3,5.2,5.4,5.2,5.6,4.7,4.1,3.7,3.5,3.0,3.0,3.0,2.9,2.7,2.8,2.9,3.0,3.1,3.3,3.3,3.6
E14001331,3.8,3.5,3.3,3.1,2.9,2.7,2.7,2.5,2.7,2.6,2.6,2.4,2.6,2.8,2.6,2.6,2.8,2.7,2.6,3.1,3.4,3.7,4.0,4.2,4.4,9.3,10.0,10.0,10.4,9.2,8.2,7.3,6.8,6.2,6.0,6.0,6.1,6.2,6.4,6.7,7.0,7.0,7.6,7.6,7.9
E14001332,3.6,3.2,3.0,2.7,2.6,2.4,2.5,2.4,2.5,2.4,2.5,2.3,2.4,2.5,2.5,2.4,2.5,2.5,2.7,2.9,3.2,3.4,3.5,3.5,3.6,8.4,9.1,9.4,9.6,8.4,7.3,6.4,6.0,5.4,5.4,5.3,5.4,5.5,5.7,5.8,6.0,6.1,6.5,6.5,6.7
E14001333,3.2,2.9,2.7,2.5,2.4,2.2,2.3,2.1,2.2,2.2,2.2,2.0,2.2,2.3,2.3,2.3,2.4,2.5,2.6,2.7,3.0,3.2,3.3,3.3,3.4,7.9,8.3,8.2,8.7,7.4,6.5,5.7,5.5,5.1,5.0,5.0,4.9,5.0,5.0,5.1,5.3,5.4,5.7,5.8,6.0
E14001334,3.2,2.7,2.4,2.2,2.0,1.9,1.8,1.7,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,2.0,2.2,2.4,2.5,2.7,2.9,8.3,8.8,9.2,9.8,8.2,7.2,6.2,5.7,5.0,4.9,5.0,5.2,5.4,5.5,5.4,5.6,5.9,6.2,6.1,6.5
E14001335,1.4,1.1,0.8,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.7,0.6,0.8,0.7,0.7,0.7,1.1,1.2,1.2,1.4,1.6,1.7,1.8,1.9,2.1,4.7,4.7,4.3,4.3,3.5,3.2,2.7,2.5,2.3,2.3,2.4,2.4,2.3,2.3,2.2,2.3,2.2,2.4,2.3,2.5
E14001336,3.9,3.2,2.8,2.5,2.5,2.4,2.2,2.1,2.3,2.2,2.1,2.0,2.3,2.2,2.2,2.2,2.4,2.6,2.8,2.9,3.2,3.2,3.3,3.3,3.5,6.0,6.1,5.9,5.8,5.2,4.8,4.4,4.2,3.7,3.8,4.0,4.1,3.8,3.7,3.6,3.8,3.6,3.8,3.5,3.8
E14001337,4.4,3.6,3.5,3.0,3.3,3.3,3.1,2.7,3.0,2.9,2.8,2.6,2.9,3.0,3.0,2.8,3.1,2.9,2.7,2.8,3.4,3.6,3.5,3.7,4.0,7.1,7.3,7.1,7.1,6.1,5.4,4.8,4.7,4.3,4.1,4.0,4.0,3.9,3.8,3.7,3.6,3.8,4.1,3.8,4.0
E14001338,5.3,4.6,4.1,3.8,3.9,3.9,3.6,3.4,3.4,3.4,3.2,3.2,3.4,3.4,3.4,3.2,3.4,3.4,3.1,3.1,3.7,4.0,4.3,4.5,4.6,8.0,8.1,8.1,9.5,8.6,7.7,7.0,6.9,6.3,5.9,5.8,6.3,6.3,6.2,6.3,6.4,6.6,7.1,6.8,7.1
E14001339,5.5,4.7,4.1,3.6,3.7,3.8,3.5,3.3,3.7,3.5,3.4,3.4,3.7,3.6,3.6,3.4,3.7,3.8,3.8,3.8,4.6,4.7,4.7,5.0,5.2,9.6,9.6,9.4,9.5,8.6,7.8,6.8,6.5,5.9,5.7,5.7,5.9,5.8,5.6,5.6,5.6,5.7,6.1,5.8,6.1
E14001340,4.8,4.3,4.0,3.6,3.8,3.7,3.5,3.3,3.4,3.3,3.2,3.1,3.4,3.4,3.5,3.3,3.6,3.4,3.3,3.2,3.7,4.1,4.2,4.3,4.6,8.6,8.7,8.7,9.3,8.4,7.5,6.7,6.5,6.0,5.7,5.7,6.1,6.0,5.8,6.0,6.2,6.2,6.6,6.4,6.7
E14001341,5.0,4.2,3.9,3.6,3.9,3.9,3.7,3.4,3.6,3.4,3.4,3.3,3.6,3.9,3.7,3.5,3.7,3.6,3.5,3.6,4.4,4.7,4.7,5.0,5.3,9.4,9.6,9.5,9.8,8.5,7.7,6.9,6.7,6.1,5.8,5.7,5.9,5.8,5.7,5.6,5.7,5.8,6.2,5.8,5.9
E14001342,1.3,1.0,1.0,0.9,1.0,0.8,0.9,0.8,1.0,0.9,0.9,0.8,0.9,0.9,0.9,0.8,0.9,0.9,1.0,1.3,1.6,1.6,1.7,1.6,1.7,3.7,3.9,3.8,4.0,3.3,3.1,2.8,2.7,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.3,2.5,2.7,2.6,2.8
E14001343,2.5,1.9,1.6,2.0,1.7,1.4,1.3,1.6,1.5,1.3,1.3,1.6,1.7,1.4,1.4,1.7,1.8,1.5,1.6,2.2,2.5,2.4,2.4,2.7,3.0,5.5,5.4,5.2,5.5,4.3,3.6,3.4,3.2,2.6,2.6,2.7,2.7,2.3,2.2,2.6,2.7,2.4,2.6,2.8,2.9
E14001344,3.7,2.8,2.3,2.3,2.3,2.0,2.2,2.3,2.5,2.3,2.5,3.2,3.8,3.9,3.7,4.0,4.3,4.0,4.0,4.1,4.3,4.1,4.0,4.3,4.5,7.0,7.0,6.9,7.1,6.1,5.2,5.0,5.0,4.3,4.0,4.1,4.3,3.8,3.7,3.8,4.0,3.7,3.9,4.0,4.2
E14001345,2.9,2.5,2.2,1.8,1.9,1.9,1.8,1.6,1.8,1.6,1.5,1.5,1.7,1.7,1.6,1.6,1.7,1.7,1.5,1.5,1.8,2.2,2.5,2.6,2.8,7.4,7.6,7.4,6.9,6.2,5.6,5.1,4.8,4.4,4.2,4.1,4.4,4.5,4.6,4.6,4.7,5.2,6.4,6.1,6.7
E14001346,3.4,2.9,2.6,2.1,2.3,2.2,2.1,1.8,2.1,1.9,1.8,1.8,2.1,2.0,1.9,1.9,2.0,2.0,1.9,2.1,2.6,2.9,3.2,3.5,3.7,8.7,9.0,9.0,9.5,8.6,7.8,7.2,6.8,6.0,5.7,5.6,6.0,6.2,6.4,6.4,6.7,7.1,8.0,7.7,8.2
E14001347,2.1,1.7,1.5,1.3,1.3,1.3,1.2,1.2,1.3,1.2,1.3,1.2,1.3,1.3,1.2,1.3,1.4,1.3,1.3,1.5,1.8,1.9,1.8,2.1,2.3,4.7,4.8,4.6,4.5,3.5,3.1,2.7,2.5,2.4,2.4,2.2,2.2,2.1,2.3,2.3,2.3,2.4,2.6,2.4,2.5
E14001348,1.2,1.0,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.8,0.7,0.7,0.9,1.1,1.2,1.2,1.3,1.4,4.0,4.5,4.4,4.3,3.4,2.9,2.6,2.3,2.1,2.0,2.0,2.1,2.0,2.0,2.1,2.2,2.3,2.4,2.4,2.6
E14001349,1.9,1.5,1.3,1.2,1.4,1.2,1.2,1.1,1.2,1.1,1.2,1.2,1.3,1.2,1.2,1.2,1.3,1.2,1.2,1.1,1.5,1.8,1.9,2.0,2.2,5.1,5.3,5.0,5.0,4.2,3.9,3.5,3.3,2.9,2.7,2.8,2.8,2.9,3.0,3.0,3.2,3.2,3.4,3.3,3.5
E14001350,3.0,2.6,2.3,2.0,2.2,2.0,2.1,2.1,2.3,2.1,2.1,2.1,2.2,2.1,2.1,2.0,2.2,2.3,2.6,2.7,3.0,2.9,2.9,3.0,3.3,6.1,6.1,5.7,5.8,4.9,4.4,3.9,3.6,3.2,3.1,3.0,3.2,3.0,2.9,3.0,3.1,3.0,3.2,3.1,3.2
E14001351,1.7,1.3,1.1,1.0,1.1,1.0,1.0,0.9,1.0,0.9,0.9,0.8,1.0,1.0,0.9,0.9,1.0,0.9,0.9,0.9,1.1,1.3,1.4,1.5,1.6,4.8,4.8,4.5,4.4,3.5,3.0,2.7,2.4,2.1,2.1,2.0,2.1,2.1,2.1,2.1,2.2,2.4,2.6,2.5,2.6
E14001352,3.7,3.1,2.7,2.3,2.4,2.2,2.2,2.2,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.5,2.7,2.9,3.0,3.2,3.3,3.4,3.3,3.5,6.9,7.0,6.9,8.1,7.1,6.4,5.7,5.6,5.2,5.1,5.1,5.2,5.2,5.1,5.3,5.6,5.8,6.0,5.6,6.0
E14001353,4.3,3.7,3.4,2.9,3.0,2.9,2.9,2.8,2.9,2.8,2.8,2.4,2.6,2.5,2.4,2.4,2.8,3.2,3.5,3.7,4.0,4.1,4.1,4.0,4.4,8.1,8.4,8.2,9.3,8.4,7.6,6.8,6.9,6.4,6.2,6.2,6.6,6.8,6.8,6.7,7.0,7.4,7.8,7.4,7.7
E14001354,2.3,1.9,2.0,1.7,1.6,1.7,1.7,1.6,1.7,1.6,1.6,1.5,1.5,1.5,1.5,1.5,2.0,2.1,2.2,2.3,2.5,2.5,2.5,2.6,2.8,6.1,6.4,6.2,6.1,5.1,4.6,4.1,4.0,3.7,3.6,3.4,3.6,3.6,3.5,3.5,3.6,3.6,3.9,3.8,4.0
E14001355,3.7,3.1,2.9,2.4,2.5,2.2,2.2,2.0,2.1,2.0,1.9,1.8,2.0,2.1,2.0,2.0,2.2,1.9,1.8,2.1,2.7,2.8,2.9,3.2,3.4,6.7,6.2,5.8,6.0,5.3,4.9,4.4,4.2,3.9,3.8,3.8,3.9,3.8,3.9,3.9,4.1,3.9,4.1,3.9,4.2
E14001356,1.6,1.3,1.1,1.1,1.1,0.9,0.9,1.0,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.2,1.4,1.5,1.6,1.6,1.7,1.7,1.7,1.8,1.9,4.5,4.5,4.2,4.2,3.6,3.1,2.7,2.6,2.2,2.2,2.2,2.3,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4
E14001357,1.5,1.2,1.1,0.9,1.0,0.9,0.9,0.8,0.9,0.8,0.8,0.7,1.0,1.1,1.2,1.2,1.4,1.5,1.6,1.6,1.7,1.7,1.7,1.7,1.8,4.0,4.3,4.0,4.1,3.4,3.0,2.7,2.6,2.3,2.3,2.4,2.5,2.5,2.5,2.4,2.6,2.7,2.9,2.8,3.1
